demonstration	test_sentence	response
样子和我小时候一模一样	她的比我的好弄	她的比好弄
我给你送去	我要跟家长说说	我要说说
我和你一个年纪了	她也说我比以前好看多了	她也说比以前好看多了
你同学在哪家医院的	你还理不理我	你还理不理
她这个人是这样的	她这个人太可怕	她人太可怕
之前结核在那边治疗的	我等下写个大概数给你发过去	我等下写个大概发过去
整个国家公园都建在一个活火山上	我们局里好几个单身一起去玩玩	我们局里好几个单身一起去
那个时候检查可全面了	这个牌子的衣服质量非常好	牌子的衣服质量非常好
那个旅馆在最边上	你能接受什么价位的	你接受什么价位的
上下水是房间的大头	你要是个男的就好了	你要是就好了
她对历史也蛮感兴趣的	伟大哥回去了再给你买点	伟大哥回去了再买点
那必竟是他爸	我是说手机信息	我是说
他们住一楼	你们公司叫什么名称	你们公司叫
你办个招行和广发的就行	主任说她真是寂寞	主任说寂寞
你是不是有车老师的邮箱之类的	咱部催台上道具什么的	咱部道具什么的
我都没你们电话	我是说回程	我是说
你照着做一个	你中午回家吃点药吧	你中午回家吃
行李放在大巴上	真的俩人笑的灿烂如花	俩人笑
官方就需要这样的代表	你要是个男的就好了	你要是就好了
你什么时候去	知识不等于文化	知识文化
我跟他说吧	我一般准备浴巾给他们带去	我带去
你给我响一下吧	你研究清白了跟我说	你研究清白了
我一直放低自己的底线	谁知道他怎么想得	谁知道
那是理想国	小女孩你昨天去思考什么人生了	小女孩你思考
