demonstration	test_sentence	response
我给你找找	你可能要比这个早吧	你可能更早吧
那门课的成绩就是专四成绩	他老说有些人的性格要改了	的性格要改了
这个交通标识是什么意思	你能接受什么价位的	接受什么价位的
电脑就是处理器显卡和内存	我现在没法用短信	我现在没法
友情是体系外额外的东西	手机里的音乐与照片还有电影太多	手机里的音乐照片太多
我下采购单	现在儿子肯定多数听老婆的	现在儿子肯定多数听
这么多年的朋友搞得跟个外人似得	我会在你们那边的下午发给你	我会在你们发给你
你问问销售的价格	做牢人也可以当村长	做牢人也可以当
反正计划总没有变化快	那你的心还是在情绪里	那你的心还是在里
人家站在洋人的立场操作	我们按这个标准交	我们交
我跟隔壁的用的一根网线	通力一线梯子贵	通力梯子贵
账务公开什么的跟组织结构无关	行李放在大巴上	行李放在上
明天早上我起早一点和你聊	那我们就去跟他们会合	那我们就去会和
我知道那个地方	她这个人太可怕	她太可怕
我最近和公司的人有些矛盾	所以女人不能太为了家里	所以女人不能太为了
我在群里说一下	我已经不会为这些事情纠结了	我已经不会纠结了
哎我今天中午也没睡觉	我再发通知	我发通知
我肯定是每天晚上	晚上我跟老师联系	晚上我联系
我在看下子房子的信息	你说你们这届的	你说你们
所以我是基本会在国内混的了	我回去用电脑看看	我回去看看
你办个招行和广发的就行	这个要熊猫的那个	这个要那个
可是中间有个时间差	我那个师兄玩小鱼还行	我那个师兄玩还行
老公对我好就够了	双方都不会放在心里	都不会放在心里
这是个永恒的矛盾	事儿妈神马的最讨厌了	事儿妈最讨厌了
