demonstration	test_sentence	response
我打不通你的	等我哪天想不开了我就这么玩儿	等我哪天想不开了我就这么
他加入他们群了	等你搞定了我带兔兔来做客	等你搞定了我来做客
我跟我同事一起弄她的店	账务公开什么的跟组织结构无关	账务公开跟组织结构无关
账务公开什么的跟组织结构无关	我一般准备浴巾给他们带去	我一般准备浴巾带去
你的那款不能	你是不是有车老师的邮箱之类的	你是不是有邮箱之类的
她前一段时间在幼儿园打工	你去给我带个眼霜	你带个眼霜
我去找我妈吃饭了	我现在做会计在	我做会计在
我妈妈在电脑前看	你又跟他说过的吧	你又说过的吧
我会吸取你们滴教训滴	老师你不怪我吧	老师你不怪吧
我刚去看了一下所谓的米和油	我还是原来的	我还是
我们是泡沫的	我是大爷型的	我是
你说你那里的算便宜了吧	嗯我上周给我们部门的人讲课	嗯我上周讲课
现在这个社会太复杂了	她这个人太可怕	她人太可怕
这个行业压力也大	但是那个箱子质量好	但是箱子质量好
于是我更加关注这支球队	这么多年的朋友搞得跟个外人似得	朋友搞得跟个外人似得
我没有淘宝账号	你啥时候来	你来
上下水是房间的大头	你可以搜索一下他的文章什么的	你可以搜索一下文章什么的
我没那么大勇气	你总是能看到营销的本质	你总是能看到
你这周先别去	他知道这个事	他知道
你是项目的骨干	我准备了好长时间嗯	我准备了
那是你一辈子的事耶	移动的很联通的频段是一样的	频段是一样的
现在的我有点后怕了	你英文版的在哪儿	你在哪儿
家是外地的	我觉得他这个人人品有问题	我觉得
女状元的爸爸谈教育	刚才手机上的没收到	刚才的没收到
