demonstration	test_sentence	response
我们友好的邻居分享他美味的食物	旧地图指向隐藏的宝藏	旧地图指向
两名选举委员会成员反对配对计划	厚厚的论文摆放在书架上	厚厚的论文摆放在
联邦法官授予临时限制令	他们一家生活在一个老旧农舍里	他们一家生活在
我的朋友们珍惜我们的高中回忆	剩余学生坐在地上	剩余学生坐在
上升的运营费用是另一个问题	这封秘密信放在旧木桌上	这封秘密信放在
大部分人尊敬这位伟大的领导者	这位伟大的艺术家死于一场重病	这位伟大的艺术家死于
勤奋的学生学习她的课程	小男孩看向玩具店的橱窗	小男孩看向
他们热情的教练训练年轻的团队	路标指向最近的出口	路标指向
该计划缺乏撤回时间表	大部分人生活在农村地区	大部分人生活在
该诉讼寻求未具体说明的损害赔偿	一件惊讶的事情发生在他们的结婚纪念日上	一件惊讶的事情
预期的竞争是一个问题	他的眼镜放在床头柜上	他的眼镜放在
城市的孩子接收免费的教育	这个故事始于一个小镇	这个故事始于
你的父亲值得一个假期	许多松鼠生活在橡树上	许多松鼠生活
当地居民欣赏美丽的公园	干净的床单放在洗衣篮中	干净的床单放在
这个男孩需要你的帮助	小女孩走向卧室	小女孩走向
那个老人喂那只流浪猫	易碎的花瓶放在顶层书架	易碎的花瓶放在
可能的副作用包括高血压	黄金宝藏位于茂密的丛林	黄金宝藏位于
当地社区支持我们的筹款活动	一张照片挂在他的书房	一张照片挂在
那个年轻的女孩爱她的新玩具	一位绅士走向繁忙的咖啡厅	一位绅士走
城市居民渴望安静的乡村生活	小鸟们停在粗树枝上	小鸟们停在
一些机构交易员喜欢这种疯狂的旅程	他的父亲死于一次心脏病	他的父亲死于
他的父亲经营一家建筑公司	小船停在平静的湖面上	小船停在
许多律师事务所赞助自己的项目	这个老人看向窗户	这个老人看向
会计问题引发更多棘手事件	学生们看向复杂的方程式	学生们看向
