demonstration	test_sentence	response
我明天给你送一些去	人家站在洋人的立场操作	人家站在洋人的立场操作
你给我报个价吧	你可要好好把握现在	你可要好好把握
我可以给你她的联系方式	但是防腐剂什么的少	但是防腐剂少
你觉得我性格里的最大缺点是什么	咱原来的格式里用保存人	咱原来的里用保存人
他们这几天可能去我小姨那里了	你啥时来	你啥来
师傅的诗好不好	火女之类的都可以出	都可以出
你在哪工作	爸爸希望我在国内发展	爸爸希望我发展
我已经完全学不进习了	后面就编译不了	后面就译了
法律是道德的最底线	介样滴配色有质感点就行	介样滴配色有质感
孩子躺在母亲的臂弯里	你在那公司里做过吧	你在那吧
我还有点佩服你师傅这样的人	她家小的也在	她小的也在
我这边没装远程软件	那我就买这个吧	那我就买吧
你看我身边的老乡	你觉得哪个行的最好	你觉得哪个最好
你到时跟他联系吧	这边的是从设备出来直接光纤连的	这边的是从设备出来连的
我那没有那些康乐消费	而且海边离高铁站很远	而且海边很远
我看中了件欧时力的大衣	现在这些男的真是	现在这些真是
我搬新家了	徒弟只能做到这个程度	徒弟只能做到这个
你公布了他的心里话	我觉得这个不是很重要	我觉得这个
通力一线梯子贵	反正我是没洗过十多分钟的脸	我没洗过脸
这是你们什么时候拍的	我睡了周末再联络	我睡了再联络
但是房子里还有一个房间	我记得我曾经告诉过你	我记得我告诉过你
这个公寓楼就是酒店式那种的	要不你住我们家附近的酒店	要不你住酒店
这种男人真恶心	他老说有些人的性格要改了	他老说性格要改了
你的目标客户是学生	她家小的也在	小的也在
