demon	d_label	test	start	end	prediction
那女主一开始还是光头的	光头的	男人不差在别的地方	24	24	的
旧手机还在你那里吗	你那里	他们可能是通过其他渠道知道的	29	29	的
我周六凌晨的飞机	周六凌晨的飞机	关键是他的英语水平跟我一样	10	23	周六凌晨的飞机。[SEP]关键是他的
你有朋友找女朋友吗	女朋友	我觉得你公公婆婆真好	19	17	nan
一个破游戏圈多少钱啊	多少钱	关键是学校的成绩单不好印	22	22	的
这个不是我的	我的	我没用电压力锅给她做过	18	22	锅给她做过
最近我们这里下了很多场大雪	很多场大雪	你在国外课题做的怎样了	30	29	nan
那女主一开始还是光头的	光头的	我以为他其实在别人面前失分了	26	28	人面前
你们现在是周一早上吧	周一早上	钱从你那里走	12	22	周一早上。[SEP]钱从你那里
那女主一开始还是光头的	光头的	我说你认为什么车比较不错啊	20	28	你认为什么车比较不
切切明天你啥时候面试啊	啥时候	我跟我室友說了	13	24	啥时候。[SEP]我跟我室友說了
呵呵我无名小卒一枚	无名小卒一枚	你给你哥哥说一声	19	24	你给你哥哥说
那你找找那本书	那本书	你这个地址到什么时候有效呢	20	22	什么时
然后我还买了一些那种	一些那种	你认为我丫头这很不好	18	24	你认为我丫头这
最近我们这里下了很多场大雪	很多场大雪	呵呵只是我怕我的能力有限呀	29	29	的
我明天有健步走活动	健步走活动	我爸只活在自己的世界里	25	25	的
我靠我真不该换这个签名的	这个签名	你直接和你哥哥联系吧	20	23	你直接和
灵感来自我师母	我师母	外交要以国家民族利益为要	18	18	国
你说我上这班有吗劲	这班	现在选择权在我手上啊	18	23	择权在我手上
最近我们这里下了很多场大雪	很多场大雪	订座系统在我们手里	0	24	[CLS]最近我们这里下了很多场大雪。很多场大雪。[SEP]订座系
不过她应该也有些心理准备了	些心理准备	我没往这方面考虑过	17	28	理准备。[SEP]我没往这方面考
我带自己的电脑啊	自己的电脑	超声最近貌似新文章不多	19	24	最近貌似新文
奶妈是不是切断了跟外界滴联系啊	跟外界滴联系	她老公对她和家人都挺好	18	30	外界滴联系。[SEP]她老公对她和
我去找我妈吃饭了	我妈	我把很多朋友	18	19	朋友
他们说暑假真不像个暑假	个暑假	男人不差在别的地方	24	24	的
家是外地的	外地的	我这里有个特快过去	13	17	这里有个特
这个有点难度考倒了一堆人	点难度	我以为他其实在别人面前失分了	0	32	[CLS]这个有点难度考倒了一堆人。点难度。[SEP]我以为他其实在别人面前失分了
你要给我客人的护照号码和名字	客人的护照号码和名字	我刚给那个男孩说了	1	35	你要给我客人的护照号码和名字。客人的护照号码和名字。[SEP]我刚给那个男孩说
你平时有什么业余爱好啊	什么业余爱好	你认为我丫头这很不好	21	22	你认
大屏幕只是一个卡	一个卡	男人不差在别的地方	21	21	的
你去给我带个眼霜	个眼霜	你觉得你的小啊	18	19	你的
那你喜欢什么样的	什么样的	她在跟她老公打电话	20	22	老公打
那你还不就拿个提成	个提成	你在国外课题做的怎样了	24	23	nan
那个是所有的	所有的	我经常跟我妈提起你们	21	22	你们
我靠我真不该换这个签名的	这个签名	那你俩不是跟天气他们差不多	21	23	你俩不
我整理没有电子病历	电子病历	我以为他其实在别人面前失分了	3	27	理没有电子病历。电子病历。[SEP]我以为他其实在别人面前
我已经不在乎了反正是太平公主	太平公主	嗯我上周给我们部门的人讲课	25	31	周给我们部门的
你在忙么司	么司	我住在我大舅子家	1	17	你在忙么司。么司。[SEP]我住在我大舅子
那你喜欢什么样的	什么样的	里面有一个工具可以打开串口的吧	29	29	的
一张胶片多少钱大概	多少钱	超声最近貌似新文章不多	18	22	最近貌似新
我看中了件欧时力的大衣	件欧时力的大衣	那是因为你自己这样觉得	26	32	你自己这样觉得
那是外置天线	外置天线	我会和我同事分享的	22	22	的
我们看看做个标书	个标书	你在国外课题做的怎样了	22	22	的
我已经不在乎了反正是太平公主	太平公主	你跟销售经理说说	27	28	理说
我靠我真不该换这个签名的	这个签名	我有个事要找你	26	23	nan
我没那么大勇气	那么大勇气	我刚给那个男孩说了	18	23	给那个男孩说
我下个月去买车	下个月	你在国外课题做的怎样了	22	21	nan
那你还不就拿个提成	个提成	现在选择权在我手上啊	2	24	你还不就拿个提成。个提成。[SEP]现在选择权在我手上
你们是什么公司啊	什么公司	反正我觉得我爸妈也不着急我嫁人	30	24	nan
你能故事我你电话吗	我你电话	我同事说我的外套都没型	22	22	的
我现在搞计算机方面的	计算机方面的	我记得大姑肝功能也不是很好的	33	33	的
我都是问中文的	中文的	你和我哥差不多大	20	21	多大
切切明天你啥时候面试啊	啥时候	我同事说我的外套都没型	23	23	的
他们刚开会酒店分析会	酒店分析会	他老说有些人的性格要改了	25	25	的
他搞他的我搞我的	他的	思八达是不是离你家很近	21	22	你家
我都是问中文的	中文的	我想我适应能力还是很强的	25	25	的
你们现在是周一早上吧	周一早上	你直接和你哥哥联系吧	12	22	周一早上。[SEP]你直接和你
我现在搞计算机方面的	计算机方面的	她的比我的好弄	24	24	的
你看这面儿这个	这面儿这个	我可以说里面的狗可爱么	22	22	的
那是教育的问题	教育的问题	整个国家公园都建在一个活火山上	18	18	国
你说我上这班有吗劲	这班	我在我家已经做过菜请他了	25	22	nan
它分蛮多版面	蛮多版面	我会和我同事分享的	22	22	的
不过我不敢跟她聊这方面	这方面	那他不是不跟你们的行程一样了	24	26	你们的
要不你住我们家附近的酒店	我们家附近的酒店	你在那公司里做过吧	24	10	nan
那人都是这样的啊	这样的	这个时候你会觉得你自己的	23	26	你自己的
我感觉你身上有他的影子	他的影子	她老公对她和家人都挺好	20	22	老公对
小兵立大功	大功	反正我觉得我爸妈也不着急我嫁人	25	22	nan
我要打多少年的工呀	多少年的工	关键是学校的成绩单不好印	23	23	的
其实里面也没有爱情故事	爱情故事	我记得大姑肝功能也不是很好的	32	32	的
奶妈是不是切断了跟外界滴联系啊	跟外界滴联系	我住在我大舅子家	18	29	外界滴联系。[SEP]我住在我大
你雇了多少个人	多少个人	你要根据我们模块上的接口来配置	24	24	的
你有朋友找女朋友吗	女朋友	你说你那里的算便宜了吧	18	21	你那里的
我靠我真不该换这个签名的	这个签名	师傅的心在师母身上	22	22	的
你换用皮卡车吧	皮卡车	你认为我丫头这很不好	20	22	这很不
奶妈是不是切断了跟外界滴联系啊	跟外界滴联系	我们按这个标准交	18	32	外界滴联系。[SEP]我们按这个标准交
这是你们什么时候拍的	什么时候	我说你认为什么车比较不错啊	20	28	你认为什么车比较不
我老实实地照你的方配的	你的方	那不是你父母来了吗	21	22	你父
家是外地的	外地的	你觉得你的小啊	15	16	你的
我老实实地照你的方配的	你的方	你们一家的照片比我的还多	18	22	你们一家的
弱国就是大国的练兵场啊	大国的练兵场	我们按这个标准交	0	28	[CLS]弱国就是大国的练兵场啊。大国的练兵场。[SEP]我们按这个标准交
我去找我妈吃饭了	我妈	这个时候你会觉得你自己的	22	25	你自己的
我现在搞计算机方面的	计算机方面的	你认为我丫头这很不好	20	22	你认为
我周六凌晨的飞机	周六凌晨的飞机	你要一个卡子一个的拍	10	27	周六凌晨的飞机。[SEP]你要一个卡子一个的
这个不是我的	我的	账务公开什么的跟组织结构无关	16	18	什么的
小兵立大功	大功	你说他家有什么	16	12	nan
他们说暑假真不像个暑假	个暑假	整个国家公园都建在一个活火山上	20	20	国
你不知道他的凶样	他的凶样	我记得大姑肝功能也不是很好的	29	29	的
那人都是这样的啊	这样的	人家站在洋人的立场操作	20	21	人的
龙猫属于夜行动物	夜行动物	我记得你老婆之前就开过美容院呢	19	22	你老婆之
其他都是园林类的	园林类的	超声最近貌似新文章不多	18	22	最近貌似新
我明天有健步走活动	健步走活动	我说你认为什么车比较不错啊	20	28	你认为什么车比较不
我写点东西你早点休息吧	点东西	因为这里面有一些程序要走吧	6	23	你早点休息吧。点东西。[SEP]因为这里面有
我周一交了作业再和她打个电话吧	个电话	我往你那走了我来找你啦	31	23	nan
有些还要研究生而且要男的	男的	现在的都是人力公司外派	20	20	的
我周一交了作业再和她打个电话吧	个电话	师傅的心在师母身上	2	24	周一交了作业再和她打个电话吧。个电话。[SEP]师傅的
我准备了好长时间嗯	好长时间	我以为他其实在别人面前失分了	20	27	他其实在别人面前
忍字头上一把刀啊	一把刀	我说你认为什么车比较不错啊	20	24	什么车比较
你不知道他的凶样	他的凶样	孩子躺在母亲的臂弯里	22	22	的
我登我的看看	我的	我在这边看到这种的卖的很贵	20	20	的
这个是小影院	小影院	人家站在洋人的立场操作	18	19	人的
奶妈是不是切断了跟外界滴联系啊	跟外界滴联系	领导们正在天上人间喝茅台呢	18	33	外界滴联系。[SEP]领导们正在天上人间
不过我不敢跟她聊这方面	这方面	那是因为你自己这样觉得	22	28	你自己这样觉得
男孩不能太乖这是我的看法	我的看法	那是因为你自己这样觉得	24	30	你自己这样觉得
你们现在是周一早上吧	周一早上	你在那公司里做过吧	12	14	周一早
大屏幕只是一个卡	一个卡	样子和我小时候一模一样	18	22	我小时候一
灵感来自我师母	我师母	关键是他的英语水平跟我一样	18	18	的
她天天做你的	你的	嗯我上周给我们部门的人讲课	15	21	周给我们部门的
它分蛮多版面	蛮多版面	你在那条道过来啊	18	20	道过来
你们要各自完成一个贺卡	一个贺卡	你在那条道过来啊	19	22	你在那条
呵呵我无名小卒一枚	无名小卒一枚	领导们正在天上人间喝茅台呢	26	27	人间
电脑就是处理器显卡和内存	处理器显卡和内存	你给你哥哥说一声	15	29	理器显卡和内存。[SEP]你给你哥哥说
那个是所有的	所有的	她老公对她和家人都挺好	20	22	人都挺
我要打多少年的工呀	多少年的工	孩子躺在母亲的臂弯里	24	24	的
这是你们什么时候拍的	什么时候	领导们正在天上人间喝茅台呢	3	22	你们什么时候拍的。什么时候。[SEP]领导们正在
小兵立大功	大功	他老说有些人的性格要改了	17	17	的
你们现在是周一早上吧	周一早上	你觉得你的小啊	12	22	周一早上。[SEP]你觉得你的
他远程指挥他们的人	他们的人	反正我觉这人就是	11	22	他们的人。[SEP]反正我觉这人
他搞他的我搞我的	他的	你天天和俺大叔那边聊吗	14	22	你天天和俺大叔那边
我觉得你是一个很	一个很	那是因为你自己这样觉得	19	22	你自己这
最近我们这里下了很多场大雪	很多场大雪	你要一个卡子一个的拍	30	30	的
其他都是园林类的	园林类的	师傅的心在师母身上	18	18	的
我准备了好长时间嗯	好长时间	人家不觉的咱那是对她好	21	21	的
你就带着这些东西来就好了	这些东西	你公公肯定怕你和你对象乱花钱	28	29	你对
他远程指挥他们的人	他们的人	你们一家的照片比我的还多	17	26	你们一家的照片比我的
你雇了多少个人	多少个人	我经常跟我妈提起你们	23	22	nan
