demon	d_label	test	start	end	prediction
那女主一开始还是光头的	光头的	男人不差在别的地方	22	23	在别
旧手机还在你那里吗	你那里	他们可能是通过其他渠道知道的	24	24	他
我周六凌晨的飞机	周六凌晨的飞机	关键是他的英语水平跟我一样	22	27	他的英语水平
你有朋友找女朋友吗	女朋友	我觉得你公公婆婆真好	24	21	nan
一个破游戏圈多少钱啊	多少钱	关键是学校的成绩单不好印	28	25	nan
这个不是我的	我的	我没用电压力锅给她做过	22	20	nan
最近我们这里下了很多场大雪	很多场大雪	你在国外课题做的怎样了	30	27	nan
那女主一开始还是光头的	光头的	我以为他其实在别人面前失分了	22	25	其实在别
你们现在是周一早上吧	周一早上	钱从你那里走	21	23	那里走
那女主一开始还是光头的	光头的	我说你认为什么车比较不错啊	26	25	nan
切切明天你啥时候面试啊	啥时候	我跟我室友說了	20	22	我室友
呵呵我无名小卒一枚	无名小卒一枚	你给你哥哥说一声	22	14	nan
那你找找那本书	那本书	你这个地址到什么时候有效呢	20	25	什么时候有效
然后我还买了一些那种	一些那种	你认为我丫头这很不好	24	24	这
最近我们这里下了很多场大雪	很多场大雪	呵呵只是我怕我的能力有限呀	28	33	我的能力有限
我明天有健步走活动	健步走活动	我爸只活在自己的世界里	22	21	nan
我靠我真不该换这个签名的	这个签名	你直接和你哥哥联系吧	26	28	哥联系
灵感来自我师母	我师母	外交要以国家民族利益为要	22	22	利
你说我上这班有吗劲	这班	现在选择权在我手上啊	21	19	nan
最近我们这里下了很多场大雪	很多场大雪	订座系统在我们手里	27	26	nan
不过她应该也有些心理准备了	些心理准备	我没往这方面考虑过	25	25	这
我带自己的电脑啊	自己的电脑	超声最近貌似新文章不多	27	25	nan
奶妈是不是切断了跟外界滴联系啊	跟外界滴联系	她老公对她和家人都挺好	34	29	nan
我去找我妈吃饭了	我妈	我把很多朋友	14	19	我把很多朋友
他们说暑假真不像个暑假	个暑假	男人不差在别的地方	24	23	nan
家是外地的	外地的	我这里有个特快过去	13	20	这里有个特快过去
这个有点难度考倒了一堆人	点难度	我以为他其实在别人面前失分了	22	26	他其实在别
你要给我客人的护照号码和名字	客人的护照号码和名字	我刚给那个男孩说了	32	32	个
你平时有什么业余爱好啊	什么业余爱好	你认为我丫头这很不好	27	27	这
大屏幕只是一个卡	一个卡	男人不差在别的地方	11	20	个卡。[SEP]男人不差在别
你去给我带个眼霜	个眼霜	你觉得你的小啊	10	20	个眼霜。[SEP]你觉得你的小
那你喜欢什么样的	什么样的	她在跟她老公打电话	18	21	跟她老公
那你还不就拿个提成	个提成	你在国外课题做的怎样了	24	21	nan
那个是所有的	所有的	我经常跟我妈提起你们	17	15	nan
我靠我真不该换这个签名的	这个签名	那你俩不是跟天气他们差不多	28	28	他
