demon	d_label	test	start	end	prediction
那女主一开始还是光头的	光头的	男人不差在别的地方	21	19	nan
旧手机还在你那里吗	你那里	他们可能是通过其他渠道知道的	16	24	他们可能是通过其他
我周六凌晨的飞机	周六凌晨的飞机	关键是他的英语水平跟我一样	21	20	nan
你有朋友找女朋友吗	女朋友	我觉得你公公婆婆真好	16	20	我觉得你公
一个破游戏圈多少钱啊	多少钱	关键是学校的成绩单不好印	12	9	nan
这个不是我的	我的	我没用电压力锅给她做过	22	17	nan
最近我们这里下了很多场大雪	很多场大雪	你在国外课题做的怎样了	16	16	多
那女主一开始还是光头的	光头的	我以为他其实在别人面前失分了	24	26	在别人
你们现在是周一早上吧	周一早上	钱从你那里走	18	18	钱
那女主一开始还是光头的	光头的	我说你认为什么车比较不错啊	28	20	nan
切切明天你啥时候面试啊	啥时候	我跟我室友說了	16	20	。[SEP]我跟我
呵呵我无名小卒一枚	无名小卒一枚	你给你哥哥说一声	11	19	无名小卒一枚。[SEP]你
那你找找那本书	那本书	你这个地址到什么时候有效呢	16	11	nan
然后我还买了一些那种	一些那种	你认为我丫头这很不好	26	18	nan
最近我们这里下了很多场大雪	很多场大雪	呵呵只是我怕我的能力有限呀	16	31	多场大雪。[SEP]呵呵只是我怕我的能力
我明天有健步走活动	健步走活动	我爸只活在自己的世界里	23	18	nan
我靠我真不该换这个签名的	这个签名	你直接和你哥哥联系吧	28	20	nan
灵感来自我师母	我师母	外交要以国家民族利益为要	16	18	要以国
你说我上这班有吗劲	这班	现在选择权在我手上啊	16	19	在选择权
最近我们这里下了很多场大雪	很多场大雪	订座系统在我们手里	16	16	多
不过她应该也有些心理准备了	些心理准备	我没往这方面考虑过	11	22	准备了。些心理准备。[SEP]我
我带自己的电脑啊	自己的电脑	超声最近貌似新文章不多	27	27	多
奶妈是不是切断了跟外界滴联系啊	跟外界滴联系	她老公对她和家人都挺好	35	32	nan
我去找我妈吃饭了	我妈	我把很多朋友	17	17	多
他们说暑假真不像个暑假	个暑假	男人不差在别的地方	21	19	nan
家是外地的	外地的	我这里有个特快过去	17	20	特快过去
这个有点难度考倒了一堆人	点难度	我以为他其实在别人面前失分了	11	26	堆人。点难度。[SEP]我以为他其实在别
你要给我客人的护照号码和名字	客人的护照号码和名字	我刚给那个男孩说了	16	34	客人的护照号码和名字。[SEP]我刚给那个男孩
你平时有什么业余爱好啊	什么业余爱好	你认为我丫头这很不好	29	25	nan
大屏幕只是一个卡	一个卡	男人不差在别的地方	17	20	不差在别
你去给我带个眼霜	个眼霜	你觉得你的小啊	16	18	觉得你
那你喜欢什么样的	什么样的	她在跟她老公打电话	16	24	她在跟她老公打电话
那你还不就拿个提成	个提成	你在国外课题做的怎样了	16	18	你在国
那个是所有的	所有的	我经常跟我妈提起你们	16	20	跟我妈提起
我靠我真不该换这个签名的	这个签名	那你俩不是跟天气他们差不多	32	32	多
我整理没有电子病历	电子病历	我以为他其实在别人面前失分了	23	25	在别人
我已经不在乎了反正是太平公主	太平公主	嗯我上周给我们部门的人讲课	29	32	部门的人
你在忙么司	么司	我住在我大舅子家	15	18	大舅子家
那你喜欢什么样的	什么样的	里面有一个工具可以打开串口的吧	23	20	nan
一张胶片多少钱大概	多少钱	超声最近貌似新文章不多	26	13	nan
我看中了件欧时力的大衣	件欧时力的大衣	那是因为你自己这样觉得	24	8	nan
那是外置天线	外置天线	我会和我同事分享的	16	19	和我同事
我们看看做个标书	个标书	你在国外课题做的怎样了	16	20	在国外课题
我已经不在乎了反正是太平公主	太平公主	你跟销售经理说说	16	26	太平公主。[SEP]你跟销售经
我靠我真不该换这个签名的	这个签名	我有个事要找你	24	20	nan
我没那么大勇气	那么大勇气	我刚给那个男孩说了	16	20	我刚给那个
我下个月去买车	下个月	你在国外课题做的怎样了	15	18	在国外课
那你还不就拿个提成	个提成	现在选择权在我手上啊	21	20	nan
你们是什么公司啊	什么公司	反正我觉得我爸妈也不着急我嫁人	16	30	反正我觉得我爸妈也不着急我嫁人
你能故事我你电话吗	我你电话	我同事说我的外套都没型	26	19	nan
我现在搞计算机方面的	计算机方面的	我记得大姑肝功能也不是很好的	29	20	nan
我都是问中文的	中文的	你和我哥差不多大	20	20	多
切切明天你啥时候面试啊	啥时候	我同事说我的外套都没型	27	20	nan
他们刚开会酒店分析会	酒店分析会	他老说有些人的性格要改了	28	27	nan
他搞他的我搞我的	他的	思八达是不是离你家很近	16	20	达是不是离
我都是问中文的	中文的	我想我适应能力还是很强的	15	20	想我适应能力
你们现在是周一早上吧	周一早上	你直接和你哥哥联系吧	14	18	早上。[SEP]你
我现在搞计算机方面的	计算机方面的	她的比我的好弄	25	7	nan
你看这面儿这个	这面儿这个	我可以说里面的狗可爱么	24	25	可爱
