demonstration	test_sentence	response
The excess supply pushed gasoline prices down in that period	No one has alleged that the donations were by themselves illegal	No one has alleged illegal
She was the child of relative privilege	The Panamanian affair is only the tip of a more alarming iceberg	The Panamanian affair is
Reynolds is the third big aluminum company since Friday to report disappointing earnings	Connaught is a biotechnology research and vaccine manufacturing concern	Connaught is a biotechnology manufacturing concern
It also lowered some air fares	It also inevitably leaves a residue of shareholder lawsuits	It also inevitably leaves
Traders can vary their strategies and execute their orders in any one of them	Employees wore identification badges listing not only their names but also their dates of hire	Employees wore identification badges listing their names and their dates of hire
Nguyen Van Chan is living proof that old ways die hard	Chandler might have been predicting the course of his own career	Chandler might have been 
That has outraged some fans	They are more sophisticated this time	They are
The chimney is a pile of bricks on the front lawn	But gripes run the gamut	But gripes run
Illinois Company Investments had been trimming its ranks until last summer	The board will be made up of seven directors of each holding company	The board will be made up of each holding company
Last week the British displayed unusual political immaturity	But such a combination also presents great risks	But such a combination also presents
Civil suits against planners by clients seeking recovery of funds are increasingly common	Some nights he slept under his desk	Some nights he slept
Their problem is one of inefficiency of an industrial economy	The expansion is subject to approval by federal and Wisconsin environmental regulators	The expansion is
Several other banks have similar applications pending	Some funds are posting yields far higher than the average	Some funds are
He has designed furniture and homes as well as commercial and office space	The loss of the cigarette account would be a severe blow to Wells Rich	The loss of the cigarette account would be
First Interstate made the move under pressure from regulators	The change prompted the rise of discount brokers and a reduction in securities research firms	The change prompted the rise and a reduction
The June killings magnified the problems	Options markets stopped trading in many securities	Options markets stopped trading
These revised figures also may explain some of the recent strength of the dollar	But weak car sales raise questions about future demand from the auto sector	But weak car sales raise questions
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	But the steam may never reach the engine room	But the steam may never reach
They have about seven candidates	She notes that she also stresses professionalism during her weekly visits	She notes
This hurts the price of corporate bonds	Abortion via the pill is far more of an ordeal than conventional surgical abortion	Abortion via the pill is ordeal
Those current holders would also receive minority interests in the new company	But its stock jumped again yesterday as it disclosed surprisingly strong margins on those sales	But its stock jumped
But Chairman Gonzalez is a genuine maverick	Most sleep on the floor	Most sleep
The relative calm in Tokyo proved little comfort to markets opening up in Europe	It was a Friday in June	It was a Friday
Americans place native or native speakers in charge of subsidiaries overseas	Confectionery products sales also had strong growth in the quarter	Confectionery products had strong growth in the quarter
