demonstration	test_sentence	response
The deal requires regulatory and shareholder approval	The dispute was the subject of a Wall Street Journal article in August	'The dispute was '.
Most will stay open late Saturday night and open their doors again Sunday	Geraldo or Phil would probably pull up another camera and interview the chained protesters	'Geraldo or Phil would probably pull up another camera and interview protesters'.
Foreign auto makers are taking the Tokyo Motor Show more seriously than ever	The challengers will have a big price advantage	'The challengers will have a big'.
The Pentagon is a haunted house	Traders attributed the action in them largely to defensive positioning in a volatile market	'Traders attributed  to '.
It is hoped that other Japanese would then follow the leader	There is no rational justification for such behavior	'Such behavior is no'.
Continental Air replaced its top executive for the sixth time in as many years	Columbia announced the results after the close of the stock market	'Columbia announced  after the close of the stock market'.
We had great success in Somalia	Futures prices showed modest changes in light trading volume	'Futures prices showed  in light trading volume'.
He was only the sixth federal judge ever ousted from office after an impeachment trial	We are the producers of that movie	'We are that movie'.
We now know that the words were not always his own	The stock market is certainly not too big for the Fed to handle	'The stock market is certainly not too big '.
Prospective competition is one problem	Small business is bracing for an avalanche of similar proposals next year	'Small business is bracing for '.
But its stock jumped again yesterday as it disclosed surprisingly strong margins on those sales	Recruiter Donald Clark does note an increase in searches for minority candidates	'Recruiter Donald Clark does note an increase in searches '.
The company reported good gains in all of its divisions	Dow Jones is the publisher of The Wall Street Journal	'Dow Jones is '.
Announced and anticipated purchases from foreign countries are also supporting futures prices	The finance unit attributed the decline to higher borrowing costs compared with a year earlier	'The finance unit attributed the decline to higher '.
Right away you notice the following things about a Philip Glass concert	It was a Friday in June	'It was a Friday '.
Next year may see a drop of one percentage point	Both the Peasants and Rural Solidarity are forming new political parties for farmers	'Both the Peasants and Rural Solidarity are forming '.
But they are stalwart socialists	Moscow and Kabul must have found that information useful	'Moscow and Kabul must have found '.
These revised figures also may explain some of the recent strength of the dollar	The deal would require approval by a majority of Jaguar shareholders	'The deal would require '.
He ticks off several major differences between now and two years ago	And the number of stocks hitting new lows far outstrips the number setting new highs	'Stocks hitting '.
Most of us know a sucker	But the firm has never had a day like yesterday	'But the firm'.
Kia is reportedly also considering such a plan	But most investors were seeking share prices and other information	'But most investors were seeking '.
He expects Citicorp to take a similar step this year	Some nights he slept under his desk	'Some nights he slept  desk'.
But Mexico urgently needs more help	The company is facing a takeover proposal from the financier Sir James Goldsmith	'The company is facing '.
Los Angeles will be the site of a new entertainment division for the ad agency	Surveys suggested that consumer confidence was high before Friday	'Surveys suggested '.
Poland makes no machinery for a plant on that scale	Conversation was subdued as most patrons watched the latest market statistics on television	'Conversation watched '.
