demonstration	test_sentence	response
Many other brokerage firms had similarly bullish views	The finance unit attributed the decline to higher borrowing costs compared with a year earlier	The finance unit attributed compared with a year earlier.
Nashua announced the Reiss request after the market closed	But its stock jumped again yesterday as it disclosed surprisingly strong margins on those sales	But its stock jumped again yesterday as it disclosed.
Las Vegas has seen nothing quite like it before	The incident occurred Saturday night	occurred Saturday night.
And she has this inexhaustible energy	That tariff is too stiff for some Financial District wage earners	That tariff is for some Financial District wage earners.
The deal would require approval by a majority of Jaguar shareholders	He can live with little pleasures	He can live.
He again urged passage of a constitutional amendment outlawing abortion	Nobody has any credible estimate	Nobody has .
He sees a psychoanalyst five mornings a week	The scientists have experimented on the tiny neck arteries of rats	The scientists have experimented.
The merger requires the approval of Norwegian authorities	The East German economy is strong compared with other East bloc nations	The East German economy is compared with other East bloc nations.
The education establishment will fight against common sense every inch of the way	Both are mining concerns	Both are concerns.
Many law firms sponsor their own programs	Most British programming is more of an acquired taste	Most British programming is.
These revised figures also may explain some of the recent strength of the dollar	Preparedness involves more than flashlights and fire alarms these days	Preparedness involves these days.
That caused a brief period of panic selling of stocks on the Big Board	We were coming down straight into their canal	We were coming into their canal.
Businessmen took their cue from the engineers	The ferocious competition probably will drive some poorly managed properties into bankruptcy or new ownership	The ferocious competition probably will drive into bankruptcy or new ownership.
Most will stay open late Saturday night and open their doors again Sunday	Other network applications have very different goals	Other network applications have goals.
Competition and mounting insurance and equipment costs have been the undoing of many resorts	Bob Stone stewed over a letter from his manager putting him on probation for insubordination	Bob Stone stewed over putting him on probation for insubordination.
Men were a constant complication	Judges will write the real bill as suits roll through the courts	Judges will write .
It is hoped that other Japanese would then follow the leader	He withdrew the remark	He withdrew .
All of the bidders contemplate full payment including interest to secured creditors	Yet the bill is riding high on the furor over drug trafficking	Yet the bill is riding.
The husky blond guide with the Aggie cap twists his face in mock fury	Abbie lies back and leaves the frame empty	Abbie lies back and leaves empty.
He temporarily abandoned his search for the Reuters shares	The coating segment also posted higher sales particularly in North America and Europe	The coating segment also posted.
The network must refund money to the advertisers and loses considerable revenue and prestige	Names are resigning at an even faster pace this year	Names are resigning.
It also lowered some air fares	Traders can vary their strategies and execute their orders in any one of them	Traders can vary  and execute .
That structural lack is crucial because investors are the only source of market liquidity	He expected as much	He expected .
There are a few ramshackle fishing towns with quiet atolls of resort houses nearby	Employees wore identification badges listing not only their names but also their dates of hire	Employees wore listing not only their names but also their dates of hire.
