demonstration	test_sentence	response
Estimated volume was a light two million ounces	New telephone lines posted healthy growth	New telephone lines posted
Total return is price changes plus interest income	He expects Citicorp to take a similar step this year	He expects
Advertisers attribute this shared loyalty to the striking similarity among brands	But they will have disappointing returns or even losses if interest rates rise instead	But they will have if interest rates rise instead
Innocent bystanders often are the victims	Jacobs is an international engineering and construction concern	Jacobs is
He had been associate professor in the department of finance at Seton Hall University	The embryo had progressed only to a clump of eight identical cells	The embryo had progressed
The appointments are part of a planned succession at the company	Prices closed mixed as contracts reacted to largely offsetting bullish and bearish news	Prices closed mixed
Lead underwriter to the issue is Toronto Dominion Securities Inc	Logic plays a minimal role here	Logic plays
Geraldo or Phil would probably pull up another camera and interview the chained protesters	That went over the permissible line for warm and fuzzy feelings	That went over for warm and fuzzy feelings
No sophisticated professional expects economists to be right all the time	But lawmakers of both parties agree that the streamlining was temporary	Lawmakers of both parties agree that the streamlining was temporary
Hostile takeovers are quite a new phenomenon	The agreement is subject to completion of a definitive amendment and appropriate approvals	The agreement is subject to
Traders can vary their strategies and execute their orders in any one of them	So the Federal Reserve is an attractive target for complaint by politicians	So the Federal Reserve is for complaint by politicians
Bond prices posted strong gains as investors went on a bargain hunt	This is a story about suckers	This is about suckers
Brooks Brothers is also remodeling its stores	Another poked a hole in the heel of his shoe	Another poked in the heel of his shoe
But such caution is no guarantee against mistakes	But many proponents of Filipino see resistance to the language finally crumbling	But many proponents of Filipino see
Both executives left the company after clashes with Chairman Ralph Ingersoll Jr	He turned himself in to authorities in New York earlier this year	He turned in to authorities in New York earlier this year
It is merely the most obvious	But such a combination also presents great risks	But such a combination also presents
The engine plant may encompass plans for a joint components venture with Jaguar	But the firm also tracks smaller technology companies as a subset of the larger group	But the firm also tracks
They note that stocks experienced volatile swings long before futures	The same factors limiting demand for office space have affected retailing	The same factors limiting demand for office space have affected
The House Energy Committee will debate the issue later this month	The collagen corneal shield helps speed healing of the cornea after eye surgery	The collagen corneal shield helps after eye surgery
The film makers have couched this offensive idea in pretty packaging	We had great success in Somalia	We had in Somalia
Some in Big Oil are easing the grip on their wallets	The dividend had been five cents a share	The dividend had been
The company just went public earlier this month	Ashland expects that sale to be complete next year	Ashland expects that sale to be complete
Employees wore identification badges listing not only their names but also their dates of hire	And the successful son wishes his embarrassing siblings dead	And the successful son wishes
Poland makes no machinery for a plant on that scale	Each company worries that the other is becoming too powerful and too vertically integrated	Each company worries
