demon	d_label	test	start	end	prediction
Investors with a heavy tax load should take out their calculators	with a heavy tax load	Percentage differences based on daily sales rate rather than sales volume	28	30	rather than sales
Deutsche Bank has actively sought a French acquisition for at least two years	a French acquisition	Motorola is fighting back against junk mail	19	26	Motorola is fighting back against junk mail
But there is a grimly ironic twist to the Columbia loss	to the Columbia loss	Percentage differences based on daily sales rate rather than sales volume	26	28	rather than sales
Uncertainty dogs every aspect of their lives	their lives	Percentage differences based on daily sales rate rather than sales volume	21	23	rather than sales
Sierra Tucson operates an addiction treatment center	an addiction treatment center	The battle for customer loyalty is evident along the Cobb Parkway strip	21	25	along the Cobb Parkway strip
Shares of the new partnership would trade on an exchange like a stock	like a stock	But some analysts remain sour on the company	10	25	like a stock[SEP]like a stock[SEP]But some analysts remain sour on the company
The issue has been simmering for years	for years	He again urged passage of a constitutional amendment outlawing abortion	16	21	of a constitutional amendment outlawing
It was all over the place	all over the place	The result is mistrust and criticism from all around	18	20	from all around
Shares of three brokerage firms rose after they reported earnings	three brokerage firms	An official linked the gain essentially to higher prices for beef and pork	20	23	essentially to higher prices
Wall Street traders on Friday had complained about the trading suspensions	the trading suspensions	He again urged passage of a constitutional amendment outlawing abortion	20	25	of a constitutional amendment outlawing
Some of these ideas are again under consideration in Congress	in Congress	There was tremendous public enthusiasm for stock mutual funds	1	22	of these ideas are again under consideration in Congress[SEP]in Congress[SEP]There was tremendous public enthusiasm for stock mutual funds
One bank stock was a winner	a winner	He softened the talk about a recession	11	16	softened the talk about a recession
Dan Rather served as emcee	as emcee	People have been very respectful of each other	18	19	of each
The pocketbook impact of health benefits has driven business and labor to a surprising consensus	health benefits	This phenomenon often makes stock prices swing wildly at the end of the trading session	31	34	of the trading session
But the apple industry is ripe for change	ripe for change	The ferocious competition probably will drive some poorly managed properties into bankruptcy or new ownership	17	23	probably will drive some poorly managed properties
The final maturity is in five years	five years	The tribe is one of the poorest in the Pacific Northwest	15	21	of the poorest in the Pacific Northwest
But then they wake up to a nightmare	to a nightmare	He also mentioned increased capital investment by Pacific Bell for network improvements	19	24	by Pacific Bell for network improvements
The stakes in the controversy are large	in the controversy	Percentage differences based on daily sales rate rather than sales volume	20	22	rather than sales
Housing has been weak all year and especially so in the past five months	in the past five months	He again urged passage of a constitutional amendment outlawing abortion	26	25	nan
The biggest flurry of investor activity came early in the day	the day	Cost is a key consideration because of the global sweep of the financial markets	25	28	of the financial markets
Successful American business owners do the same thing	the same thing	This phenomenon often makes stock prices swing wildly at the end of the trading session	25	28	of the trading session
But then they wake up to a nightmare	a nightmare	Cost is a key consideration because of the global sweep of the financial markets	22	25	of the financial markets
Wall Street traders on Friday had complained about the trading suspensions	about the trading suspensions	The British economy is hardly the picture of health these days	24	27	of health these days
The traffic jam out of the park was monumental	the park	The loss of more customers is the latest in a string of problems	24	17	nan
The market has grown relatively quiet since the China crisis	the China crisis	Cost is a key consideration because of the global sweep of the financial markets	25	28	of the financial markets
The traffic jam out of the park was monumental	the park	He again urged passage of a constitutional amendment outlawing abortion	17	22	of a constitutional amendment outlawing
One bank stock was a winner	a winner	The British economy is hardly the picture of health these days	17	20	of health these days
But many of these stocks have now become expensive	these stocks	He sandwiched his praise of constitutional meat between large loaves of bilious commentary	25	28	of bilious commentary
Cost is a key consideration because of the global sweep of the financial markets	the financial markets	He hit the lanes three years ago on the advice of his doctor	29	28	nan
Some of these ideas are again under consideration in Congress	in Congress	He also mentioned increased capital investment by Pacific Bell for network improvements	1	25	of these ideas are again under consideration in Congress[SEP]in Congress[SEP]He also mentioned increased capital investment by Pacific Bell for network improvements
Some of these ideas are again under consideration in Congress	these ideas	Reasons for the collapse of the Nimitz Freeway were sketchy yesterday	28	28	yesterday
It also adds to the mystery of the venture	of the venture	The traffic jam out of the park was monumental	18	15	nan
The talks came as Lebanese negotiations on political changes appeared deadlocked	on political changes	Percentage differences based on daily sales rate rather than sales volume	25	27	rather than sales
There was tremendous public enthusiasm for stock mutual funds	stock mutual funds	The loss of more customers is the latest in a string of problems	25	18	nan
So the Federal Reserve is an attractive target for complaint by politicians	an attractive target for complaint by politicians	The result is mistrust and criticism from all around	27	26	nan
He also mentioned increased capital investment by Pacific Bell for network improvements	for network improvements	The traffic jam out of the park was monumental	21	18	nan
The company reported good gains in all of its divisions	of its divisions	The traffic jam out of the park was monumental	19	16	nan
And most of these are absolutely unnecessary	absolutely unnecessary	Some would make even James Bond green with envy	2	19	of these are absolutely unnecessary[SEP]absolutely unnecessary[SEP]Some would make even James Bond green with envy
There is a lot of waste	a lot of waste	The engine plant may encompass plans for a joint components venture with Jaguar	4	22	of waste[SEP]a lot of waste[SEP]The engine plant may encompass plans for a joint components venture
The pocketbook impact of health benefits has driven business and labor to a surprising consensus	to a surprising consensus	An official linked the gain essentially to higher prices for beef and pork	27	30	essentially to higher prices
Retailers could get a boost this year from the calendar	this year	The engine plant may encompass plans for a joint components venture with Jaguar	27	26	nan
