demon	d_label	test	start	end	prediction
Investors with a heavy tax load should take out their calculators	with a heavy tax load	Percentage differences based on daily sales rate rather than sales volume	15	30	a heavy tax load[SEP]Percentage differences based on daily sales rate rather than sales
Deutsche Bank has actively sought a French acquisition for at least two years	a French acquisition	Motorola is fighting back against junk mail	6	22	a French acquisition for at least two years[SEP]a French acquisition[SEP]Motorola is fighting
But there is a grimly ironic twist to the Columbia loss	to the Columbia loss	Percentage differences based on daily sales rate rather than sales volume	29	28	nan
Uncertainty dogs every aspect of their lives	their lives	Percentage differences based on daily sales rate rather than sales volume	24	23	nan
Sierra Tucson operates an addiction treatment center	an addiction treatment center	The battle for customer loyalty is evident along the Cobb Parkway strip	22	23	the Cobb
Shares of the new partnership would trade on an exchange like a stock	like a stock	But some analysts remain sour on the company	24	25	the company
The issue has been simmering for years	for years	He again urged passage of a constitutional amendment outlawing abortion	17	20	a constitutional amendment outlaw
It was all over the place	all over the place	The result is mistrust and criticism from all around	19	15	nan
Shares of three brokerage firms rose after they reported earnings	three brokerage firms	An official linked the gain essentially to higher prices for beef and pork	21	27	to higher prices for beef and pork
Wall Street traders on Friday had complained about the trading suspensions	the trading suspensions	He again urged passage of a constitutional amendment outlawing abortion	21	24	a constitutional amendment outlaw
Some of these ideas are again under consideration in Congress	in Congress	There was tremendous public enthusiasm for stock mutual funds	19	21	for stock mutual
One bank stock was a winner	a winner	He softened the talk about a recession	15	15	a
Dan Rather served as emcee	as emcee	People have been very respectful of each other	18	18	of
The pocketbook impact of health benefits has driven business and labor to a surprising consensus	health benefits	This phenomenon often makes stock prices swing wildly at the end of the trading session	31	33	of the trading
But the apple industry is ripe for change	ripe for change	The ferocious competition probably will drive some poorly managed properties into bankruptcy or new ownership	20	28	some poorly managed properties into bankruptcy or new ownership
The final maturity is in five years	five years	The tribe is one of the poorest in the Pacific Northwest	15	21	of the poorest in the Pacific Northwest
But then they wake up to a nightmare	to a nightmare	He also mentioned increased capital investment by Pacific Bell for network improvements	22	23	for network
The stakes in the controversy are large	in the controversy	Percentage differences based on daily sales rate rather than sales volume	23	22	nan
Housing has been weak all year and especially so in the past five months	in the past five months	He again urged passage of a constitutional amendment outlawing abortion	27	30	a constitutional amendment outlaw
The biggest flurry of investor activity came early in the day	the day	Cost is a key consideration because of the global sweep of the financial markets	17	28	a key consideration because of the global sweep of the financial markets
Successful American business owners do the same thing	the same thing	This phenomenon often makes stock prices swing wildly at the end of the trading session	25	27	of the trading
But then they wake up to a nightmare	a nightmare	Cost is a key consideration because of the global sweep of the financial markets	14	25	a key consideration because of the global sweep of the financial markets
Wall Street traders on Friday had complained about the trading suspensions	about the trading suspensions	The British economy is hardly the picture of health these days	24	27	of health these days
The traffic jam out of the park was monumental	the park	The loss of more customers is the latest in a string of problems	22	17	nan
The market has grown relatively quiet since the China crisis	the China crisis	Cost is a key consideration because of the global sweep of the financial markets	17	28	a key consideration because of the global sweep of the financial markets
The traffic jam out of the park was monumental	the park	He again urged passage of a constitutional amendment outlawing abortion	18	21	a constitutional amendment outlaw
One bank stock was a winner	a winner	The British economy is hardly the picture of health these days	17	20	of health these days
But many of these stocks have now become expensive	these stocks	He sandwiched his praise of constitutional meat between large loaves of bilious commentary	18	27	of constitutional meat between large loaves of bilious
Cost is a key consideration because of the global sweep of the financial markets	the financial markets	He hit the lanes three years ago on the advice of his doctor	29	17	nan
Some of these ideas are again under consideration in Congress	in Congress	He also mentioned increased capital investment by Pacific Bell for network improvements	23	24	for network
Some of these ideas are again under consideration in Congress	these ideas	Reasons for the collapse of the Nimitz Freeway were sketchy yesterday	19	21	of the Nim
It also adds to the mystery of the venture	of the venture	The traffic jam out of the park was monumental	18	21	of the park was
The talks came as Lebanese negotiations on political changes appeared deadlocked	on political changes	Percentage differences based on daily sales rate rather than sales volume	28	27	nan
There was tremendous public enthusiasm for stock mutual funds	stock mutual funds	The loss of more customers is the latest in a string of problems	23	23	a
So the Federal Reserve is an attractive target for complaint by politicians	an attractive target for complaint by politicians	The result is mistrust and criticism from all around	28	24	nan
He also mentioned increased capital investment by Pacific Bell for network improvements	for network improvements	The traffic jam out of the park was monumental	21	24	of the park was
The company reported good gains in all of its divisions	of its divisions	The traffic jam out of the park was monumental	19	22	of the park was
And most of these are absolutely unnecessary	absolutely unnecessary	Some would make even James Bond green with envy	17	16	nan
There is a lot of waste	a lot of waste	The engine plant may encompass plans for a joint components venture with Jaguar	19	24	a joint components venture with Jaguar
The pocketbook impact of health benefits has driven business and labor to a surprising consensus	to a surprising consensus	An official linked the gain essentially to higher prices for beef and pork	28	34	to higher prices for beef and pork
Retailers could get a boost this year from the calendar	this year	The engine plant may encompass plans for a joint components venture with Jaguar	23	28	a joint components venture with Jaguar
The gap between winners and laggards will grow	winners and laggards	Evidence of the growing Japanese demand for mortgage securities abounds	19	28	of the growing Japanese demand for mortgage securities abounds
The pocketbook impact of health benefits has driven business and labor to a surprising consensus	business and labor	His humility gives him a much better chance of success	25	25	a
The position of chief operating officer is new	of chief operating officer	Percentage differences based on daily sales rate rather than sales volume	25	24	nan
The Chicago exchanges also are working on such a device	on such a device	The estimate includes the results of new stores	21	23	of new stores
October is a critical month for the privatization program	for the privatization program	Uncertainty dogs every aspect of their lives	21	23	of their lives
Jeff Rowe contributed to this article	this article	He had been associate professor in the department of finance at Seton Hall University	18	23	of finance at Seton Hall
It was all over the place	all over the place	Poverty remains far more widespread among blacks than other Americans	16	19	more widespread among blacks
Other gainers were companies with one or more undamaged California refineries	one or more undamaged California refineries	He had been associate professor in the department of finance at Seton Hall University	34	39	of finance at Seton Hall
The great silver clouds on the horizon build themselves on the pale water	the horizon	Cost is a key consideration because of the global sweep of the financial markets	19	30	a key consideration because of the global sweep of the financial markets
Fog shrouded the base before touchdown	before touchdown	Magazine publishers are facing spiraling costs and a glut of new titles	19	19	a
This phenomenon often makes stock prices swing wildly at the end of the trading session	at the end of the trading session	It recently introduced a line for the home market	27	32	a line for the home market
Giant has interests in cement making and newsprint	cement making and newsprint	The ferocious competition probably will drive some poorly managed properties into bankruptcy or new ownership	24	32	some poorly managed properties into bankruptcy or new ownership
But the apple industry is ripe for change	ripe for change	His humility gives him a much better chance of success	18	18	a
The latest rebate is good for all Beretta models	all Beretta models	The peril of unlimited liability looms large for a number of them now	24	27	a number of them
Not everyone is so pessimistic	so pessimistic	But there is a grimly ironic twist to the Columbia loss	12	15	a grimly ironic
He will continue as a director	as a director	The engine plant may encompass plans for a joint components venture with Jaguar	18	20	a joint components
Recent data from New York City provide more of the picture	more of the picture	She analyzed families by their sleeping arrangements	13	18	of the picture[SEP]She analyzed
In most cases damage to company facilities and operations was minimal	most cases	Reasons for the collapse of the Nimitz Freeway were sketchy yesterday	20	22	of the Nim
His hands sit farther apart on the keyboard	the keyboard	Soaring rights fees will lead to an even greater clutter of commercials	19	24	an even greater clutter of commercials
The Ways and Means Committee will hold a hearing on the bill next Tuesday	next Tuesday	The market has grown relatively quiet since the China crisis	25	19	nan
Breeders are betting on the common folk	on the common folk	Recent data from New York City provide more of the picture	23	25	of the picture
The states have their own ideas about regulation and certification	their own ideas about regulation and certification	That would leave Hun Sen and the Khmer Rouge	25	27	the Khmer
The excess supply pushed gasoline prices down in that period	gasoline prices	Craig Forman in London contributed to this article	19	23	London contributed to this article
She had an idea	an idea	But there is a grimly ironic twist to the Columbia loss	11	14	a grimly ironic
Shares of the new partnership would trade on an exchange like a stock	on an exchange	Compound yields assume reinvestment of dividends and that current yields continue for a year	32	33	a year
And perhaps with good reason	good reason	Giant has interests in cement making and newsprint	18	12	nan
And taxpayer groups are urging legislation in many other states	many other states	This phenomenon often makes stock prices swing wildly at the end of the trading session	26	28	of the trading
Nashua announced the Reiss request after the market closed	the Reiss request	Delayed financings also would affect the operations of many companies	28	30	of many companies
He can live with little pleasures	with little pleasures	Some economists expect further declines in investment spending	14	18	further declines in investment spending
Speculation about a takeover fight has sent Jaguar shares soaring in the past six weeks	a takeover fight	The selling by money managers and individual investors is turning traders bearish as well	24	31	money managers and individual investors is turning traders
Preparedness involves more than flashlights and fire alarms these days	flashlights and fire alarms	Cost is a key consideration because of the global sweep of the financial markets	22	33	a key consideration because of the global sweep of the financial markets
People have been very respectful of each other	very respectful of each other	His humility gives him a much better chance of success	19	19	a
The company reported good gains in all of its divisions	all of its divisions	The peril of unlimited liability looms large for a number of them now	24	27	a number of them
But the device obscures more than it illuminates	more than it illuminates	These are curious times in South African politics	21	26	curious times in South African politics
Magazine publishers are facing spiraling costs and a glut of new titles	of new titles	Percentage differences based on daily sales rate rather than sales volume	10	28	of new titles[SEP]of new titles[SEP]Percentage differences based on daily sales rate rather than sales
Other manufacturers are equally cautious	equally cautious	These are curious times in South African politics	7	17	ally cautious[SEP]These are curious times in South African politics
Shares of the new partnership would trade on an exchange like a stock	of the new partnership	Percentage differences based on daily sales rate rather than sales volume	30	29	nan
He also leads an opulent life style	an opulent life style	The states have their own ideas about regulation and certification	21	19	nan
It also adds to the mystery of the venture	of the venture	Percentage differences based on daily sales rate rather than sales volume	25	24	nan
Jeff Rowe contributed to this article	this article	The board will be made up of seven directors of each holding company	16	22	of seven directors of each holding company
The trial begins today in federal court in Philadelphia	in Philadelphia	Giant has interests in cement making and newsprint	21	14	nan
Blue chips led the march up in heavy trading	the march up	Some economists expect further declines in investment spending	17	21	further declines in investment spending
The companies reached an agreement in principle for the sale in August	in August	He again urged passage of a constitutional amendment outlawing abortion	21	24	a constitutional amendment outlaw
Market conditions point to even lower prices next year	to even lower prices next year	Compound yields assume reinvestment of dividends and that current yields continue for a year	31	32	a year
Bond prices were barely higher	barely higher	Market conditions point to even lower prices next year	14	11	nan
His hands sit farther apart on the keyboard	on the keyboard	It recently introduced a line for the home market	16	21	a line for the home market
Both executives left the company after clashes with Chairman Ralph Ingersoll Jr	after clashes with Chairman Ralph Ingersoll Jr	The collagen corneal shield helps speed healing of the cornea after eye surgery	34	39	of the cornea after eye
She analyzed families by their sleeping arrangements	their sleeping arrangements	This phenomenon often makes stock prices swing wildly at the end of the trading session	23	25	of the trading
