demon	d_label	test	start	end	prediction
Investors with a heavy tax load should take out their calculators	with a heavy tax load	Percentage differences based on daily sales rate rather than sales volume	28	30	rather than sales
Deutsche Bank has actively sought a French acquisition for at least two years	a French acquisition	Motorola is fighting back against junk mail	24	26	against junk mail
But there is a grimly ironic twist to the Columbia loss	to the Columbia loss	Percentage differences based on daily sales rate rather than sales volume	26	28	rather than sales
Uncertainty dogs every aspect of their lives	their lives	Percentage differences based on daily sales rate rather than sales volume	21	23	rather than sales
Sierra Tucson operates an addiction treatment center	an addiction treatment center	The battle for customer loyalty is evident along the Cobb Parkway strip	16	18	for customer loyalty
Shares of the new partnership would trade on an exchange like a stock	like a stock	But some analysts remain sour on the company	24	25	the company
The issue has been simmering for years	for years	He again urged passage of a constitutional amendment outlawing abortion	16	22	of a constitutional amendment outlawing abortion
It was all over the place	all over the place	The result is mistrust and criticism from all around	19	20	all around
Shares of three brokerage firms rose after they reported earnings	three brokerage firms	An official linked the gain essentially to higher prices for beef and pork	20	19	nan
Wall Street traders on Friday had complained about the trading suspensions	the trading suspensions	He again urged passage of a constitutional amendment outlawing abortion	21	24	a constitutional amendment outlaw
Some of these ideas are again under consideration in Congress	in Congress	There was tremendous public enthusiasm for stock mutual funds	19	22	for stock mutual funds
One bank stock was a winner	a winner	He softened the talk about a recession	14	16	about a recession
Dan Rather served as emcee	as emcee	People have been very respectful of each other	16	20	very respectful of each other
The pocketbook impact of health benefits has driven business and labor to a surprising consensus	health benefits	This phenomenon often makes stock prices swing wildly at the end of the trading session	29	33	the end of the trading
But the apple industry is ripe for change	ripe for change	The ferocious competition probably will drive some poorly managed properties into bankruptcy or new ownership	20	28	some poorly managed properties into bankruptcy or new ownership
The final maturity is in five years	five years	The tribe is one of the poorest in the Pacific Northwest	16	17	the poorest
But then they wake up to a nightmare	to a nightmare	He also mentioned increased capital investment by Pacific Bell for network improvements	19	24	by Pacific Bell for network improvements
The stakes in the controversy are large	in the controversy	Percentage differences based on daily sales rate rather than sales volume	20	22	rather than sales
Housing has been weak all year and especially so in the past five months	in the past five months	He again urged passage of a constitutional amendment outlawing abortion	26	32	of a constitutional amendment outlawing abortion
The biggest flurry of investor activity came early in the day	the day	Cost is a key consideration because of the global sweep of the financial markets	22	28	the global sweep of the financial markets
Successful American business owners do the same thing	the same thing	This phenomenon often makes stock prices swing wildly at the end of the trading session	23	27	the end of the trading
But then they wake up to a nightmare	a nightmare	Cost is a key consideration because of the global sweep of the financial markets	19	25	the global sweep of the financial markets
Wall Street traders on Friday had complained about the trading suspensions	about the trading suspensions	The British economy is hardly the picture of health these days	22	27	the picture of health these days
The traffic jam out of the park was monumental	the park	The loss of more customers is the latest in a string of problems	15	17	of more customers
The market has grown relatively quiet since the China crisis	the China crisis	Cost is a key consideration because of the global sweep of the financial markets	22	28	the global sweep of the financial markets
The traffic jam out of the park was monumental	the park	He again urged passage of a constitutional amendment outlawing abortion	18	21	a constitutional amendment outlaw
One bank stock was a winner	a winner	The British economy is hardly the picture of health these days	15	20	the picture of health these days
But many of these stocks have now become expensive	these stocks	He sandwiched his praise of constitutional meat between large loaves of bilious commentary	16	24	his praise of constitutional meat between large loaves
Cost is a key consideration because of the global sweep of the financial markets	the financial markets	He hit the lanes three years ago on the advice of his doctor	27	31	the advice of his doctor
Some of these ideas are again under consideration in Congress	in Congress	He also mentioned increased capital investment by Pacific Bell for network improvements	20	25	by Pacific Bell for network improvements
Some of these ideas are again under consideration in Congress	these ideas	Reasons for the collapse of the Nimitz Freeway were sketchy yesterday	16	24	for the collapse of the Nimitz Freeway
It also adds to the mystery of the venture	of the venture	The traffic jam out of the park was monumental	19	20	the park
The talks came as Lebanese negotiations on political changes appeared deadlocked	on political changes	Percentage differences based on daily sales rate rather than sales volume	25	27	rather than sales
There was tremendous public enthusiasm for stock mutual funds	stock mutual funds	The loss of more customers is the latest in a string of problems	16	18	of more customers
So the Federal Reserve is an attractive target for complaint by politicians	an attractive target for complaint by politicians	The result is mistrust and criticism from all around	28	29	all around
He also mentioned increased capital investment by Pacific Bell for network improvements	for network improvements	The traffic jam out of the park was monumental	22	23	the park
The company reported good gains in all of its divisions	of its divisions	The traffic jam out of the park was monumental	20	21	the park
And most of these are absolutely unnecessary	absolutely unnecessary	Some would make even James Bond green with envy	14	17	even James Bond green
There is a lot of waste	a lot of waste	The engine plant may encompass plans for a joint components venture with Jaguar	18	22	for a joint components venture
The pocketbook impact of health benefits has driven business and labor to a surprising consensus	to a surprising consensus	An official linked the gain essentially to higher prices for beef and pork	27	26	nan
Retailers could get a boost this year from the calendar	this year	The engine plant may encompass plans for a joint components venture with Jaguar	23	26	a joint components venture
The gap between winners and laggards will grow	winners and laggards	Evidence of the growing Japanese demand for mortgage securities abounds	20	26	the growing Japanese demand for mortgage securities
The pocketbook impact of health benefits has driven business and labor to a surprising consensus	business and labor	His humility gives him a much better chance of success	25	30	a much better chance of success
The position of chief operating officer is new	of chief operating officer	Percentage differences based on daily sales rate rather than sales volume	22	24	rather than sales
The Chicago exchanges also are working on such a device	on such a device	The estimate includes the results of new stores	21	23	of new stores
October is a critical month for the privatization program	for the privatization program	Uncertainty dogs every aspect of their lives	21	23	of their lives
Jeff Rowe contributed to this article	this article	He had been associate professor in the department of finance at Seton Hall University	16	23	the department of finance at Seton Hall
It was all over the place	all over the place	Poverty remains far more widespread among blacks than other Americans	20	19	nan
Other gainers were companies with one or more undamaged California refineries	one or more undamaged California refineries	He had been associate professor in the department of finance at Seton Hall University	32	39	the department of finance at Seton Hall
The great silver clouds on the horizon build themselves on the pale water	the horizon	Cost is a key consideration because of the global sweep of the financial markets	24	30	the global sweep of the financial markets
Fog shrouded the base before touchdown	before touchdown	Magazine publishers are facing spiraling costs and a glut of new titles	19	23	a glut of new titles
This phenomenon often makes stock prices swing wildly at the end of the trading session	at the end of the trading session	It recently introduced a line for the home market	29	32	for the home market
Giant has interests in cement making and newsprint	cement making and newsprint	The ferocious competition probably will drive some poorly managed properties into bankruptcy or new ownership	24	32	some poorly managed properties into bankruptcy or new ownership
But the apple industry is ripe for change	ripe for change	His humility gives him a much better chance of success	18	23	a much better chance of success
The latest rebate is good for all Beretta models	all Beretta models	The peril of unlimited liability looms large for a number of them now	18	27	of unlimited liability looms large for a number of them
Not everyone is so pessimistic	so pessimistic	But there is a grimly ironic twist to the Columbia loss	18	20	the Columbia loss
He will continue as a director	as a director	The engine plant may encompass plans for a joint components venture with Jaguar	18	21	a joint components venture
Recent data from New York City provide more of the picture	more of the picture	She analyzed families by their sleeping arrangements	20	23	by their sleeping arrangements
In most cases damage to company facilities and operations was minimal	most cases	Reasons for the collapse of the Nimitz Freeway were sketchy yesterday	17	25	for the collapse of the Nimitz Freeway
His hands sit farther apart on the keyboard	the keyboard	Soaring rights fees will lead to an even greater clutter of commercials	19	24	an even greater clutter of commercials
The Ways and Means Committee will hold a hearing on the bill next Tuesday	next Tuesday	The market has grown relatively quiet since the China crisis	23	27	quiet since the China crisis
Breeders are betting on the common folk	on the common folk	Recent data from New York City provide more of the picture	18	20	New York City
The states have their own ideas about regulation and certification	their own ideas about regulation and certification	That would leave Hun Sen and the Khmer Rouge	25	28	the Khmer Rouge
The excess supply pushed gasoline prices down in that period	gasoline prices	Craig Forman in London contributed to this article	18	23	in London contributed to this article
She had an idea	an idea	But there is a grimly ironic twist to the Columbia loss	17	19	the Columbia loss
Shares of the new partnership would trade on an exchange like a stock	on an exchange	Compound yields assume reinvestment of dividends and that current yields continue for a year	24	29	of dividends and that current yields
And perhaps with good reason	good reason	Giant has interests in cement making and newsprint	13	17	in cement making and news
And taxpayer groups are urging legislation in many other states	many other states	This phenomenon often makes stock prices swing wildly at the end of the trading session	24	28	the end of the trading
Nashua announced the Reiss request after the market closed	the Reiss request	Delayed financings also would affect the operations of many companies	26	30	the operations of many companies
He can live with little pleasures	with little pleasures	Some economists expect further declines in investment spending	16	17	in investment
Speculation about a takeover fight has sent Jaguar shares soaring in the past six weeks	a takeover fight	The selling by money managers and individual investors is turning traders bearish as well	23	28	by money managers and individual investors
Preparedness involves more than flashlights and fire alarms these days	flashlights and fire alarms	Cost is a key consideration because of the global sweep of the financial markets	27	33	the global sweep of the financial markets
People have been very respectful of each other	very respectful of each other	His humility gives him a much better chance of success	19	24	a much better chance of success
The company reported good gains in all of its divisions	all of its divisions	The peril of unlimited liability looms large for a number of them now	18	20	of unlimited liability
But the device obscures more than it illuminates	more than it illuminates	These are curious times in South African politics	23	26	in South African politics
Magazine publishers are facing spiraling costs and a glut of new titles	of new titles	Percentage differences based on daily sales rate rather than sales volume	26	28	rather than sales
Other manufacturers are equally cautious	equally cautious	These are curious times in South African politics	14	17	in South African politics
Shares of the new partnership would trade on an exchange like a stock	of the new partnership	Percentage differences based on daily sales rate rather than sales volume	28	29	than sales
He also leads an opulent life style	an opulent life style	The states have their own ideas about regulation and certification	21	20	nan
It also adds to the mystery of the venture	of the venture	Percentage differences based on daily sales rate rather than sales volume	22	24	rather than sales
Jeff Rowe contributed to this article	this article	The board will be made up of seven directors of each holding company	16	22	of seven directors of each holding company
The trial begins today in federal court in Philadelphia	in Philadelphia	Giant has interests in cement making and newsprint	17	21	in cement making and news
Blue chips led the march up in heavy trading	the march up	Some economists expect further declines in investment spending	19	20	in investment
The companies reached an agreement in principle for the sale in August	in August	He again urged passage of a constitutional amendment outlawing abortion	20	26	of a constitutional amendment outlawing abortion
Market conditions point to even lower prices next year	to even lower prices next year	Compound yields assume reinvestment of dividends and that current yields continue for a year	23	28	of dividends and that current yields
Bond prices were barely higher	barely higher	Market conditions point to even lower prices next year	15	17	even lower prices
His hands sit farther apart on the keyboard	on the keyboard	It recently introduced a line for the home market	19	21	the home market
Both executives left the company after clashes with Chairman Ralph Ingersoll Jr	after clashes with Chairman Ralph Ingersoll Jr	The collagen corneal shield helps speed healing of the cornea after eye surgery	35	40	the cornea after eye surgery
She analyzed families by their sleeping arrangements	their sleeping arrangements	This phenomenon often makes stock prices swing wildly at the end of the trading session	21	25	the end of the trading
An official linked the gain essentially to higher prices for beef and pork	the gain	It also adds to the mystery of the venture	21	25	the mystery of the venture
It is a quick fix for a complex problem	a complex problem	The ferocious competition probably will drive some poorly managed properties into bankruptcy or new ownership	20	28	some poorly managed properties into bankruptcy or new ownership
The Poles have had it all along	all along	The result is mistrust and criticism from all around	18	19	all around
Copper prices fell sharply Friday afternoon	Friday afternoon	He softened the talk about a recession	15	17	about a recession
