demon	d_label	test	start	end	prediction
Investors with a heavy tax load should take out their calculators	with a heavy tax load	Percentage differences based on daily sales rate rather than sales volume	28	31	rather than sales volume
Deutsche Bank has actively sought a French acquisition for at least two years	a French acquisition	Motorola is fighting back against junk mail	24	26	against junk mail
But there is a grimly ironic twist to the Columbia loss	to the Columbia loss	Percentage differences based on daily sales rate rather than sales volume	26	29	rather than sales volume
Uncertainty dogs every aspect of their lives	their lives	Percentage differences based on daily sales rate rather than sales volume	21	18	nan
Sierra Tucson operates an addiction treatment center	an addiction treatment center	The battle for customer loyalty is evident along the Cobb Parkway strip	16	25	for customer loyalty is evident along the Cobb Parkway strip
Shares of the new partnership would trade on an exchange like a stock	like a stock	But some analysts remain sour on the company	24	25	the company
The issue has been simmering for years	for years	He again urged passage of a constitutional amendment outlawing abortion	16	20	of a constitutional amendment outlaw
It was all over the place	all over the place	The result is mistrust and criticism from all around	19	19	all
Shares of three brokerage firms rose after they reported earnings	three brokerage firms	An official linked the gain essentially to higher prices for beef and pork	24	24	for
Wall Street traders on Friday had complained about the trading suspensions	the trading suspensions	He again urged passage of a constitutional amendment outlawing abortion	20	24	of a constitutional amendment outlaw
Some of these ideas are again under consideration in Congress	in Congress	There was tremendous public enthusiasm for stock mutual funds	19	22	for stock mutual funds
One bank stock was a winner	a winner	He softened the talk about a recession	14	1	nan
Dan Rather served as emcee	as emcee	People have been very respectful of each other	16	13	nan
The pocketbook impact of health benefits has driven business and labor to a surprising consensus	health benefits	This phenomenon often makes stock prices swing wildly at the end of the trading session	29	34	the end of the trading session
But the apple industry is ripe for change	ripe for change	The ferocious competition probably will drive some poorly managed properties into bankruptcy or new ownership	27	28	new ownership
The final maturity is in five years	five years	The tribe is one of the poorest in the Pacific Northwest	15	21	of the poorest in the Pacific Northwest
But then they wake up to a nightmare	to a nightmare	He also mentioned increased capital investment by Pacific Bell for network improvements	22	23	for network
The stakes in the controversy are large	in the controversy	Percentage differences based on daily sales rate rather than sales volume	20	23	rather than sales volume
Housing has been weak all year and especially so in the past five months	in the past five months	He again urged passage of a constitutional amendment outlawing abortion	26	20	nan
The biggest flurry of investor activity came early in the day	the day	Cost is a key consideration because of the global sweep of the financial markets	25	28	of the financial markets
Successful American business owners do the same thing	the same thing	This phenomenon often makes stock prices swing wildly at the end of the trading session	25	28	of the trading session
But then they wake up to a nightmare	a nightmare	Cost is a key consideration because of the global sweep of the financial markets	22	21	nan
Wall Street traders on Friday had complained about the trading suspensions	about the trading suspensions	The British economy is hardly the picture of health these days	24	27	of health these days
The traffic jam out of the park was monumental	the park	The loss of more customers is the latest in a string of problems	24	23	nan
The market has grown relatively quiet since the China crisis	the China crisis	Cost is a key consideration because of the global sweep of the financial markets	25	28	of the financial markets
The traffic jam out of the park was monumental	the park	He again urged passage of a constitutional amendment outlawing abortion	17	21	of a constitutional amendment outlaw
One bank stock was a winner	a winner	The British economy is hardly the picture of health these days	17	20	of health these days
But many of these stocks have now become expensive	these stocks	He sandwiched his praise of constitutional meat between large loaves of bilious commentary	25	22	nan
Cost is a key consideration because of the global sweep of the financial markets	the financial markets	He hit the lanes three years ago on the advice of his doctor	21	24	the lanes three years
Some of these ideas are again under consideration in Congress	in Congress	He also mentioned increased capital investment by Pacific Bell for network improvements	23	24	for network
Some of these ideas are again under consideration in Congress	these ideas	Reasons for the collapse of the Nimitz Freeway were sketchy yesterday	16	15	nan
It also adds to the mystery of the venture	of the venture	The traffic jam out of the park was monumental	18	22	of the park was monumental
The talks came as Lebanese negotiations on political changes appeared deadlocked	on political changes	Percentage differences based on daily sales rate rather than sales volume	25	28	rather than sales volume
There was tremendous public enthusiasm for stock mutual funds	stock mutual funds	The loss of more customers is the latest in a string of problems	25	24	nan
So the Federal Reserve is an attractive target for complaint by politicians	an attractive target for complaint by politicians	The result is mistrust and criticism from all around	28	28	all
He also mentioned increased capital investment by Pacific Bell for network improvements	for network improvements	The traffic jam out of the park was monumental	21	25	of the park was monumental
The company reported good gains in all of its divisions	of its divisions	The traffic jam out of the park was monumental	19	23	of the park was monumental
And most of these are absolutely unnecessary	absolutely unnecessary	Some would make even James Bond green with envy	14	16	even James Bond
There is a lot of waste	a lot of waste	The engine plant may encompass plans for a joint components venture with Jaguar	18	21	for a joint components
The pocketbook impact of health benefits has driven business and labor to a surprising consensus	to a surprising consensus	An official linked the gain essentially to higher prices for beef and pork	25	31	the gain essentially to higher prices for
Retailers could get a boost this year from the calendar	this year	The engine plant may encompass plans for a joint components venture with Jaguar	22	25	for a joint components
The gap between winners and laggards will grow	winners and laggards	Evidence of the growing Japanese demand for mortgage securities abounds	24	26	for mortgage securities
The pocketbook impact of health benefits has driven business and labor to a surprising consensus	business and labor	His humility gives him a much better chance of success	29	24	nan
The position of chief operating officer is new	of chief operating officer	Percentage differences based on daily sales rate rather than sales volume	22	25	rather than sales volume
The Chicago exchanges also are working on such a device	on such a device	The estimate includes the results of new stores	21	23	of new stores
October is a critical month for the privatization program	for the privatization program	Uncertainty dogs every aspect of their lives	21	20	nan
Jeff Rowe contributed to this article	this article	He had been associate professor in the department of finance at Seton Hall University	15	23	in the department of finance at Seton Hall
It was all over the place	all over the place	Poverty remains far more widespread among blacks than other Americans	16	22	more widespread among blacks than other Americans
Other gainers were companies with one or more undamaged California refineries	one or more undamaged California refineries	He had been associate professor in the department of finance at Seton Hall University	32	39	the department of finance at Seton Hall
The great silver clouds on the horizon build themselves on the pale water	the horizon	Cost is a key consideration because of the global sweep of the financial markets	27	30	of the financial markets
Fog shrouded the base before touchdown	before touchdown	Magazine publishers are facing spiraling costs and a glut of new titles	21	23	of new titles
This phenomenon often makes stock prices swing wildly at the end of the trading session	at the end of the trading session	It recently introduced a line for the home market	30	32	the home market
Giant has interests in cement making and newsprint	cement making and newsprint	The ferocious competition probably will drive some poorly managed properties into bankruptcy or new ownership	31	32	new ownership
But the apple industry is ripe for change	ripe for change	His humility gives him a much better chance of success	22	17	nan
The latest rebate is good for all Beretta models	all Beretta models	The peril of unlimited liability looms large for a number of them now	26	27	of them
Not everyone is so pessimistic	so pessimistic	But there is a grimly ironic twist to the Columbia loss	18	20	the Columbia loss
He will continue as a director	as a director	The engine plant may encompass plans for a joint components venture with Jaguar	17	20	for a joint components
Recent data from New York City provide more of the picture	more of the picture	She analyzed families by their sleeping arrangements	7	19	more of the picture[SEP]more of the picture[SEP]She analyzed families
In most cases damage to company facilities and operations was minimal	most cases	Reasons for the collapse of the Nimitz Freeway were sketchy yesterday	17	29	for the collapse of the Nimitz Freeway were sketchy yesterday
His hands sit farther apart on the keyboard	the keyboard	Soaring rights fees will lead to an even greater clutter of commercials	23	22	nan
The Ways and Means Committee will hold a hearing on the bill next Tuesday	next Tuesday	The market has grown relatively quiet since the China crisis	22	26	relatively quiet since the China
Breeders are betting on the common folk	on the common folk	Recent data from New York City provide more of the picture	22	25	more of the picture
The states have their own ideas about regulation and certification	their own ideas about regulation and certification	That would leave Hun Sen and the Khmer Rouge	25	27	the Khmer
The excess supply pushed gasoline prices down in that period	gasoline prices	Craig Forman in London contributed to this article	18	23	in London contributed to this article
She had an idea	an idea	But there is a grimly ironic twist to the Columbia loss	9	19	there is a grimly ironic twist to the Columbia loss
Shares of the new partnership would trade on an exchange like a stock	on an exchange	Compound yields assume reinvestment of dividends and that current yields continue for a year	24	33	of dividends and that current yields continue for a year
And perhaps with good reason	good reason	Giant has interests in cement making and newsprint	13	18	in cement making and newsprint
And taxpayer groups are urging legislation in many other states	many other states	This phenomenon often makes stock prices swing wildly at the end of the trading session	26	29	of the trading session
Nashua announced the Reiss request after the market closed	the Reiss request	Delayed financings also would affect the operations of many companies	28	30	of many companies
He can live with little pleasures	with little pleasures	Some economists expect further declines in investment spending	16	18	in investment spending
Speculation about a takeover fight has sent Jaguar shares soaring in the past six weeks	a takeover fight	The selling by money managers and individual investors is turning traders bearish as well	34	31	nan
Preparedness involves more than flashlights and fire alarms these days	flashlights and fire alarms	Cost is a key consideration because of the global sweep of the financial markets	30	29	nan
People have been very respectful of each other	very respectful of each other	His humility gives him a much better chance of success	23	18	nan
The company reported good gains in all of its divisions	all of its divisions	The peril of unlimited liability looms large for a number of them now	26	27	of them
But the device obscures more than it illuminates	more than it illuminates	These are curious times in South African politics	23	22	nan
Magazine publishers are facing spiraling costs and a glut of new titles	of new titles	Percentage differences based on daily sales rate rather than sales volume	26	29	rather than sales volume
Other manufacturers are equally cautious	equally cautious	These are curious times in South African politics	14	13	nan
Shares of the new partnership would trade on an exchange like a stock	of the new partnership	Percentage differences based on daily sales rate rather than sales volume	27	30	rather than sales volume
He also leads an opulent life style	an opulent life style	The states have their own ideas about regulation and certification	21	16	nan
It also adds to the mystery of the venture	of the venture	Percentage differences based on daily sales rate rather than sales volume	22	25	rather than sales volume
