demon	d_label	test	start	end	prediction
Investors with a heavy tax load should take out their calculators	with a heavy tax load	Percentage differences based on daily sales rate rather than sales volume	29	31	than sales volume
Deutsche Bank has actively sought a French acquisition for at least two years	a French acquisition	Motorola is fighting back against junk mail	23	25	back against junk
But there is a grimly ironic twist to the Columbia loss	to the Columbia loss	Percentage differences based on daily sales rate rather than sales volume	27	29	than sales volume
Uncertainty dogs every aspect of their lives	their lives	Percentage differences based on daily sales rate rather than sales volume	17	24	on daily sales rate rather than sales volume
Sierra Tucson operates an addiction treatment center	an addiction treatment center	The battle for customer loyalty is evident along the Cobb Parkway strip	16	17	for customer
Shares of the new partnership would trade on an exchange like a stock	like a stock	But some analysts remain sour on the company	24	25	the company
The issue has been simmering for years	for years	He again urged passage of a constitutional amendment outlawing abortion	17	18	a constitutional
It was all over the place	all over the place	The result is mistrust and criticism from all around	19	17	nan
Shares of three brokerage firms rose after they reported earnings	three brokerage firms	An official linked the gain essentially to higher prices for beef and pork	20	23	essentially to higher prices
Wall Street traders on Friday had complained about the trading suspensions	the trading suspensions	He again urged passage of a constitutional amendment outlawing abortion	21	22	a constitutional
Some of these ideas are again under consideration in Congress	in Congress	There was tremendous public enthusiasm for stock mutual funds	17	22	public enthusiasm for stock mutual funds
One bank stock was a winner	a winner	He softened the talk about a recession	12	13	the talk
Dan Rather served as emcee	as emcee	People have been very respectful of each other	17	20	respectful of each other
The pocketbook impact of health benefits has driven business and labor to a surprising consensus	health benefits	This phenomenon often makes stock prices swing wildly at the end of the trading session	31	34	of the trading session
But the apple industry is ripe for change	ripe for change	The ferocious competition probably will drive some poorly managed properties into bankruptcy or new ownership	21	25	poorly managed properties into bankruptcy
The final maturity is in five years	five years	The tribe is one of the poorest in the Pacific Northwest	15	17	of the poorest
But then they wake up to a nightmare	to a nightmare	He also mentioned increased capital investment by Pacific Bell for network improvements	19	24	by Pacific Bell for network improvements
The stakes in the controversy are large	in the controversy	Percentage differences based on daily sales rate rather than sales volume	16	23	on daily sales rate rather than sales volume
Housing has been weak all year and especially so in the past five months	in the past five months	He again urged passage of a constitutional amendment outlawing abortion	27	28	a constitutional
The biggest flurry of investor activity came early in the day	the day	Cost is a key consideration because of the global sweep of the financial markets	21	28	of the global sweep of the financial markets
Successful American business owners do the same thing	the same thing	This phenomenon often makes stock prices swing wildly at the end of the trading session	25	28	of the trading session
But then they wake up to a nightmare	a nightmare	Cost is a key consideration because of the global sweep of the financial markets	14	25	a key consideration because of the global sweep of the financial markets
Wall Street traders on Friday had complained about the trading suspensions	about the trading suspensions	The British economy is hardly the picture of health these days	21	27	hardly the picture of health these days
The traffic jam out of the park was monumental	the park	The loss of more customers is the latest in a string of problems	16	17	more customers
The market has grown relatively quiet since the China crisis	the China crisis	Cost is a key consideration because of the global sweep of the financial markets	21	28	of the global sweep of the financial markets
The traffic jam out of the park was monumental	the park	He again urged passage of a constitutional amendment outlawing abortion	18	19	a constitutional
One bank stock was a winner	a winner	The British economy is hardly the picture of health these days	15	20	the picture of health these days
But many of these stocks have now become expensive	these stocks	He sandwiched his praise of constitutional meat between large loaves of bilious commentary	18	19	of constitutional
