demon	d_label	test	start	end	prediction
Investors with a heavy tax load should take out their calculators	with a heavy tax load	Percentage differences based on daily sales rate rather than sales volume	15	20	a heavy tax load[SEP]Percent
Deutsche Bank has actively sought a French acquisition for at least two years	a French acquisition	Motorola is fighting back against junk mail	12	25	two years[SEP]a French acquisition[SEP]Motorola is fighting back against junk
But there is a grimly ironic twist to the Columbia loss	to the Columbia loss	Percentage differences based on daily sales rate rather than sales volume	14	18	the Columbia loss[SEP]Percent
Uncertainty dogs every aspect of their lives	their lives	Percentage differences based on daily sales rate rather than sales volume	18	13	nan
Sierra Tucson operates an addiction treatment center	an addiction treatment center	The battle for customer loyalty is evident along the Cobb Parkway strip	22	18	nan
Shares of the new partnership would trade on an exchange like a stock	like a stock	But some analysts remain sour on the company	19	0	nan
The issue has been simmering for years	for years	He again urged passage of a constitutional amendment outlawing abortion	17	18	a constitutional
It was all over the place	all over the place	The result is mistrust and criticism from all around	19	15	nan
Shares of three brokerage firms rose after they reported earnings	three brokerage firms	An official linked the gain essentially to higher prices for beef and pork	18	0	nan
Wall Street traders on Friday had complained about the trading suspensions	the trading suspensions	He again urged passage of a constitutional amendment outlawing abortion	21	22	a constitutional
Some of these ideas are again under consideration in Congress	in Congress	There was tremendous public enthusiasm for stock mutual funds	16	22	tremendous public enthusiasm for stock mutual funds
One bank stock was a winner	a winner	He softened the talk about a recession	15	16	a recession
Dan Rather served as emcee	as emcee	People have been very respectful of each other	16	0	nan
The pocketbook impact of health benefits has driven business and labor to a surprising consensus	health benefits	This phenomenon often makes stock prices swing wildly at the end of the trading session	22	25	often makes stock prices
But the apple industry is ripe for change	ripe for change	The ferocious competition probably will drive some poorly managed properties into bankruptcy or new ownership	20	28	some poorly managed properties into bankruptcy or new ownership
The final maturity is in five years	five years	The tribe is one of the poorest in the Pacific Northwest	14	17	one of the poorest
But then they wake up to a nightmare	to a nightmare	He also mentioned increased capital investment by Pacific Bell for network improvements	14	24	also mentioned increased capital investment by Pacific Bell for network improvements
The stakes in the controversy are large	in the controversy	Percentage differences based on daily sales rate rather than sales volume	17	12	nan
Housing has been weak all year and especially so in the past five months	in the past five months	He again urged passage of a constitutional amendment outlawing abortion	27	28	a constitutional
The biggest flurry of investor activity came early in the day	the day	Cost is a key consideration because of the global sweep of the financial markets	22	28	the global sweep of the financial markets
