demon	d_label	test	start	end	prediction
Investors with a heavy tax load should take out their calculators	with a heavy tax load	Percentage differences based on daily sales rate rather than sales volume	23	30	based on daily sales rate rather than sales
Deutsche Bank has actively sought a French acquisition for at least two years	a French acquisition	Motorola is fighting back against junk mail	24	0	nan
But there is a grimly ironic twist to the Columbia loss	to the Columbia loss	Percentage differences based on daily sales rate rather than sales volume	21	28	based on daily sales rate rather than sales
Uncertainty dogs every aspect of their lives	their lives	Percentage differences based on daily sales rate rather than sales volume	16	23	based on daily sales rate rather than sales
Sierra Tucson operates an addiction treatment center	an addiction treatment center	The battle for customer loyalty is evident along the Cobb Parkway strip	16	23	for customer loyalty is evident along the Cobb
Shares of the new partnership would trade on an exchange like a stock	like a stock	But some analysts remain sour on the company	23	0	nan
The issue has been simmering for years	for years	He again urged passage of a constitutional amendment outlawing abortion	15	22	passage of a constitutional amendment outlawing abortion
It was all over the place	all over the place	The result is mistrust and criticism from all around	13	0	nan
Shares of three brokerage firms rose after they reported earnings	three brokerage firms	An official linked the gain essentially to higher prices for beef and pork	24	23	nan
Wall Street traders on Friday had complained about the trading suspensions	the trading suspensions	He again urged passage of a constitutional amendment outlawing abortion	19	26	passage of a constitutional amendment outlawing abortion
Some of these ideas are again under consideration in Congress	in Congress	There was tremendous public enthusiasm for stock mutual funds	19	2	nan
One bank stock was a winner	a winner	He softened the talk about a recession	0	0	One
Dan Rather served as emcee	as emcee	People have been very respectful of each other	18	19	of each
The pocketbook impact of health benefits has driven business and labor to a surprising consensus	health benefits	This phenomenon often makes stock prices swing wildly at the end of the trading session	0	20	The pocketbook impact of health benefits has driven business and labor to a surprising consensus[SEP]health benefits[SEP]This
But the apple industry is ripe for change	ripe for change	The ferocious competition probably will drive some poorly managed properties into bankruptcy or new ownership	0	28	But the apple industry is ripe for change[SEP]ripe for change[SEP]The ferocious competition probably will drive some poorly managed properties into bankruptcy or new ownership
The final maturity is in five years	five years	The tribe is one of the poorest in the Pacific Northwest	18	21	in the Pacific Northwest
But then they wake up to a nightmare	to a nightmare	He also mentioned increased capital investment by Pacific Bell for network improvements	19	19	by
The stakes in the controversy are large	in the controversy	Percentage differences based on daily sales rate rather than sales volume	15	22	based on daily sales rate rather than sales
