demon	d_label	test	start	end	prediction
Investors with a heavy tax load should take out their calculators	with a heavy tax load	Percentage differences based on daily sales rate rather than sales volume	24	24	on
Deutsche Bank has actively sought a French acquisition for at least two years	a French acquisition	Motorola is fighting back against junk mail	24	19	nan
But there is a grimly ironic twist to the Columbia loss	to the Columbia loss	Percentage differences based on daily sales rate rather than sales volume	22	28	on daily sales rate rather than sales
Uncertainty dogs every aspect of their lives	their lives	Percentage differences based on daily sales rate rather than sales volume	17	23	on daily sales rate rather than sales
Sierra Tucson operates an addiction treatment center	an addiction treatment center	The battle for customer loyalty is evident along the Cobb Parkway strip	22	24	the Cobb Parkway
Shares of the new partnership would trade on an exchange like a stock	like a stock	But some analysts remain sour on the company	23	25	on the company
The issue has been simmering for years	for years	He again urged passage of a constitutional amendment outlawing abortion	17	20	a constitutional amendment outlaw
It was all over the place	all over the place	The result is mistrust and criticism from all around	18	15	nan
Shares of three brokerage firms rose after they reported earnings	three brokerage firms	An official linked the gain essentially to higher prices for beef and pork	24	13	nan
Wall Street traders on Friday had complained about the trading suspensions	the trading suspensions	He again urged passage of a constitutional amendment outlawing abortion	21	24	a constitutional amendment outlaw
Some of these ideas are again under consideration in Congress	in Congress	There was tremendous public enthusiasm for stock mutual funds	19	22	for stock mutual funds
One bank stock was a winner	a winner	He softened the talk about a recession	15	16	a recession
Dan Rather served as emcee	as emcee	People have been very respectful of each other	18	13	nan
The pocketbook impact of health benefits has driven business and labor to a surprising consensus	health benefits	This phenomenon often makes stock prices swing wildly at the end of the trading session	28	25	nan
But the apple industry is ripe for change	ripe for change	The ferocious competition probably will drive some poorly managed properties into bankruptcy or new ownership	24	23	nan
The final maturity is in five years	five years	The tribe is one of the poorest in the Pacific Northwest	18	17	nan
But then they wake up to a nightmare	to a nightmare	He also mentioned increased capital investment by Pacific Bell for network improvements	22	18	nan
The stakes in the controversy are large	in the controversy	Percentage differences based on daily sales rate rather than sales volume	16	22	on daily sales rate rather than sales
Housing has been weak all year and especially so in the past five months	in the past five months	He again urged passage of a constitutional amendment outlawing abortion	27	30	a constitutional amendment outlaw
The biggest flurry of investor activity came early in the day	the day	Cost is a key consideration because of the global sweep of the financial markets	26	28	the financial markets
Successful American business owners do the same thing	the same thing	This phenomenon often makes stock prices swing wildly at the end of the trading session	26	19	nan
But then they wake up to a nightmare	a nightmare	Cost is a key consideration because of the global sweep of the financial markets	23	25	the financial markets
Wall Street traders on Friday had complained about the trading suspensions	about the trading suspensions	The British economy is hardly the picture of health these days	24	19	nan
The traffic jam out of the park was monumental	the park	The loss of more customers is the latest in a string of problems	21	17	nan
The market has grown relatively quiet since the China crisis	the China crisis	Cost is a key consideration because of the global sweep of the financial markets	26	28	the financial markets
The traffic jam out of the park was monumental	the park	He again urged passage of a constitutional amendment outlawing abortion	18	21	a constitutional amendment outlaw
One bank stock was a winner	a winner	The British economy is hardly the picture of health these days	17	12	nan
But many of these stocks have now become expensive	these stocks	He sandwiched his praise of constitutional meat between large loaves of bilious commentary	25	26	of bil
Cost is a key consideration because of the global sweep of the financial markets	the financial markets	He hit the lanes three years ago on the advice of his doctor	26	22	nan
Some of these ideas are again under consideration in Congress	in Congress	He also mentioned increased capital investment by Pacific Bell for network improvements	23	19	nan
Some of these ideas are again under consideration in Congress	these ideas	Reasons for the collapse of the Nimitz Freeway were sketchy yesterday	20	24	the Nimitz Freeway
It also adds to the mystery of the venture	of the venture	The traffic jam out of the park was monumental	19	22	the park was monumental
The talks came as Lebanese negotiations on political changes appeared deadlocked	on political changes	Percentage differences based on daily sales rate rather than sales volume	21	27	on daily sales rate rather than sales
There was tremendous public enthusiasm for stock mutual funds	stock mutual funds	The loss of more customers is the latest in a string of problems	22	18	nan
So the Federal Reserve is an attractive target for complaint by politicians	an attractive target for complaint by politicians	The result is mistrust and criticism from all around	27	24	nan
He also mentioned increased capital investment by Pacific Bell for network improvements	for network improvements	The traffic jam out of the park was monumental	22	25	the park was monumental
The company reported good gains in all of its divisions	of its divisions	The traffic jam out of the park was monumental	20	23	the park was monumental
And most of these are absolutely unnecessary	absolutely unnecessary	Some would make even James Bond green with envy	18	19	with envy
There is a lot of waste	a lot of waste	The engine plant may encompass plans for a joint components venture with Jaguar	23	22	nan
The pocketbook impact of health benefits has driven business and labor to a surprising consensus	to a surprising consensus	An official linked the gain essentially to higher prices for beef and pork	31	30	nan
Retailers could get a boost this year from the calendar	this year	The engine plant may encompass plans for a joint components venture with Jaguar	27	26	nan
