demon	d_label	test	start	end	prediction
Investors with a heavy tax load should take out their calculators	with a heavy tax load	Percentage differences based on daily sales rate rather than sales volume	20	28	Percentage differences based on daily sales rate rather
Deutsche Bank has actively sought a French acquisition for at least two years	a French acquisition	Motorola is fighting back against junk mail	22	26	fighting back against junk mail
But there is a grimly ironic twist to the Columbia loss	to the Columbia loss	Percentage differences based on daily sales rate rather than sales volume	18	26	Percentage differences based on daily sales rate rather
Uncertainty dogs every aspect of their lives	their lives	Percentage differences based on daily sales rate rather than sales volume	13	21	Percentage differences based on daily sales rate rather
Sierra Tucson operates an addiction treatment center	an addiction treatment center	The battle for customer loyalty is evident along the Cobb Parkway strip	18	0	nan
Shares of the new partnership would trade on an exchange like a stock	like a stock	But some analysts remain sour on the company	0	25	Shares of the new partnership would trade on an exchange like a stock[SEP]like a stock[SEP]But some analysts remain sour on the company
The issue has been simmering for years	for years	He again urged passage of a constitutional amendment outlawing abortion	20	15	nan
It was all over the place	all over the place	The result is mistrust and criticism from all around	15	0	nan
Shares of three brokerage firms rose after they reported earnings	three brokerage firms	An official linked the gain essentially to higher prices for beef and pork	25	0	nan
Wall Street traders on Friday had complained about the trading suspensions	the trading suspensions	He again urged passage of a constitutional amendment outlawing abortion	0	19	Wall Street traders on Friday had complained about the trading suspensions[SEP]the trading suspensions[SEP]He again urged passage
Some of these ideas are again under consideration in Congress	in Congress	There was tremendous public enthusiasm for stock mutual funds	18	20	enthusiasm for stock
One bank stock was a winner	a winner	He softened the talk about a recession	0	13	One bank stock was a winner[SEP]a winner[SEP]He softened the talk
Dan Rather served as emcee	as emcee	People have been very respectful of each other	0	0	Dan
The pocketbook impact of health benefits has driven business and labor to a surprising consensus	health benefits	This phenomenon often makes stock prices swing wildly at the end of the trading session	0	34	The pocketbook impact of health benefits has driven business and labor to a surprising consensus[SEP]health benefits[SEP]This phenomenon often makes stock prices swing wildly at the end of the trading session
But the apple industry is ripe for change	ripe for change	The ferocious competition probably will drive some poorly managed properties into bankruptcy or new ownership	16	27	competition probably will drive some poorly managed properties into bankruptcy or new
The final maturity is in five years	five years	The tribe is one of the poorest in the Pacific Northwest	0	20	The final maturity is in five years[SEP]five years[SEP]The tribe is one of the poorest in the Pacific
But then they wake up to a nightmare	to a nightmare	He also mentioned increased capital investment by Pacific Bell for network improvements	16	17	increased capital
The stakes in the controversy are large	in the controversy	Percentage differences based on daily sales rate rather than sales volume	12	20	Percentage differences based on daily sales rate rather
Housing has been weak all year and especially so in the past five months	in the past five months	He again urged passage of a constitutional amendment outlawing abortion	30	25	nan
The biggest flurry of investor activity came early in the day	the day	Cost is a key consideration because of the global sweep of the financial markets	19	28	consideration because of the global sweep of the financial markets
Successful American business owners do the same thing	the same thing	This phenomenon often makes stock prices swing wildly at the end of the trading session	0	28	Successful American business owners do the same thing[SEP]the same thing[SEP]This phenomenon often makes stock prices swing wildly at the end of the trading session
But then they wake up to a nightmare	a nightmare	Cost is a key consideration because of the global sweep of the financial markets	0	25	But then they wake up to a nightmare[SEP]a nightmare[SEP]Cost is a key consideration because of the global sweep of the financial markets
Wall Street traders on Friday had complained about the trading suspensions	about the trading suspensions	The British economy is hardly the picture of health these days	0	23	Wall Street traders on Friday had complained about the trading suspensions[SEP]about the trading suspensions[SEP]The British economy is hardly the picture
The traffic jam out of the park was monumental	the park	The loss of more customers is the latest in a string of problems	0	20	The traffic jam out of the park was monumental[SEP]the park[SEP]The loss of more customers is the latest
The market has grown relatively quiet since the China crisis	the China crisis	Cost is a key consideration because of the global sweep of the financial markets	19	28	consideration because of the global sweep of the financial markets
The traffic jam out of the park was monumental	the park	He again urged passage of a constitutional amendment outlawing abortion	21	16	nan
One bank stock was a winner	a winner	The British economy is hardly the picture of health these days	0	16	One bank stock was a winner[SEP]a winner[SEP]The British economy is hardly the picture
But many of these stocks have now become expensive	these stocks	He sandwiched his praise of constitutional meat between large loaves of bilious commentary	0	28	But many of these stocks have now become expensive[SEP]these stocks[SEP]He sandwiched his praise of constitutional meat between large loaves of bilious commentary
Cost is a key consideration because of the global sweep of the financial markets	the financial markets	He hit the lanes three years ago on the advice of his doctor	0	31	Cost is a key consideration because of the global sweep of the financial markets[SEP]the financial markets[SEP]He hit the lanes three years ago on the advice of his doctor
Some of these ideas are again under consideration in Congress	in Congress	He also mentioned increased capital investment by Pacific Bell for network improvements	17	18	increased capital
Some of these ideas are again under consideration in Congress	these ideas	Reasons for the collapse of the Nimitz Freeway were sketchy yesterday	24	22	nan
It also adds to the mystery of the venture	of the venture	The traffic jam out of the park was monumental	0	20	It also adds to the mystery of the venture[SEP]of the venture[SEP]The traffic jam out of the park
The talks came as Lebanese negotiations on political changes appeared deadlocked	on political changes	Percentage differences based on daily sales rate rather than sales volume	17	25	Percentage differences based on daily sales rate rather
There was tremendous public enthusiasm for stock mutual funds	stock mutual funds	The loss of more customers is the latest in a string of problems	0	21	There was tremendous public enthusiasm for stock mutual funds[SEP]stock mutual funds[SEP]The loss of more customers is the latest
So the Federal Reserve is an attractive target for complaint by politicians	an attractive target for complaint by politicians	The result is mistrust and criticism from all around	24	0	nan
He also mentioned increased capital investment by Pacific Bell for network improvements	for network improvements	The traffic jam out of the park was monumental	0	23	He also mentioned increased capital investment by Pacific Bell for network improvements[SEP]for network improvements[SEP]The traffic jam out of the park
