demon	d_label	test	start	end	prediction
Investors with a heavy tax load should take out their calculators	with a heavy tax load	Percentage differences based on daily sales rate rather than sales volume	24	22	nan
Deutsche Bank has actively sought a French acquisition for at least two years	a French acquisition	Motorola is fighting back against junk mail	21	26	is fighting back against junk mail
But there is a grimly ironic twist to the Columbia loss	to the Columbia loss	Percentage differences based on daily sales rate rather than sales volume	22	20	nan
Uncertainty dogs every aspect of their lives	their lives	Percentage differences based on daily sales rate rather than sales volume	17	15	nan
Sierra Tucson operates an addiction treatment center	an addiction treatment center	The battle for customer loyalty is evident along the Cobb Parkway strip	17	18	customer loyalty
Shares of the new partnership would trade on an exchange like a stock	like a stock	But some analysts remain sour on the company	23	21	nan
The issue has been simmering for years	for years	He again urged passage of a constitutional amendment outlawing abortion	16	22	of a constitutional amendment outlawing abortion
It was all over the place	all over the place	The result is mistrust and criticism from all around	18	15	nan
Shares of three brokerage firms rose after they reported earnings	three brokerage firms	An official linked the gain essentially to higher prices for beef and pork	18	23	the gain essentially to higher prices
Wall Street traders on Friday had complained about the trading suspensions	the trading suspensions	He again urged passage of a constitutional amendment outlawing abortion	20	26	of a constitutional amendment outlawing abortion
Some of these ideas are again under consideration in Congress	in Congress	There was tremendous public enthusiasm for stock mutual funds	17	22	public enthusiasm for stock mutual funds
One bank stock was a winner	a winner	He softened the talk about a recession	14	16	about a recession
Dan Rather served as emcee	as emcee	People have been very respectful of each other	18	20	of each other
The pocketbook impact of health benefits has driven business and labor to a surprising consensus	health benefits	This phenomenon often makes stock prices swing wildly at the end of the trading session	28	25	nan
But the apple industry is ripe for change	ripe for change	The ferocious competition probably will drive some poorly managed properties into bankruptcy or new ownership	16	23	competition probably will drive some poorly managed properties
The final maturity is in five years	five years	The tribe is one of the poorest in the Pacific Northwest	15	21	of the poorest in the Pacific Northwest
But then they wake up to a nightmare	to a nightmare	He also mentioned increased capital investment by Pacific Bell for network improvements	16	18	increased capital investment
The stakes in the controversy are large	in the controversy	Percentage differences based on daily sales rate rather than sales volume	16	14	nan
Housing has been weak all year and especially so in the past five months	in the past five months	He again urged passage of a constitutional amendment outlawing abortion	26	32	of a constitutional amendment outlawing abortion
The biggest flurry of investor activity came early in the day	the day	Cost is a key consideration because of the global sweep of the financial markets	17	28	a key consideration because of the global sweep of the financial markets
Successful American business owners do the same thing	the same thing	This phenomenon often makes stock prices swing wildly at the end of the trading session	22	19	nan
But then they wake up to a nightmare	a nightmare	Cost is a key consideration because of the global sweep of the financial markets	14	25	a key consideration because of the global sweep of the financial markets
Wall Street traders on Friday had complained about the trading suspensions	about the trading suspensions	The British economy is hardly the picture of health these days	24	23	nan
The traffic jam out of the park was monumental	the park	The loss of more customers is the latest in a string of problems	15	25	of more customers is the latest in a string of problems
The market has grown relatively quiet since the China crisis	the China crisis	Cost is a key consideration because of the global sweep of the financial markets	17	28	a key consideration because of the global sweep of the financial markets
The traffic jam out of the park was monumental	the park	He again urged passage of a constitutional amendment outlawing abortion	17	23	of a constitutional amendment outlawing abortion
One bank stock was a winner	a winner	The British economy is hardly the picture of health these days	17	16	nan
But many of these stocks have now become expensive	these stocks	He sandwiched his praise of constitutional meat between large loaves of bilious commentary	18	27	of constitutional meat between large loaves of bilious
Cost is a key consideration because of the global sweep of the financial markets	the financial markets	He hit the lanes three years ago on the advice of his doctor	26	13	nan
Some of these ideas are again under consideration in Congress	in Congress	He also mentioned increased capital investment by Pacific Bell for network improvements	17	19	increased capital investment
Some of these ideas are again under consideration in Congress	these ideas	Reasons for the collapse of the Nimitz Freeway were sketchy yesterday	16	15	nan
It also adds to the mystery of the venture	of the venture	The traffic jam out of the park was monumental	18	16	nan
The talks came as Lebanese negotiations on political changes appeared deadlocked	on political changes	Percentage differences based on daily sales rate rather than sales volume	21	19	nan
There was tremendous public enthusiasm for stock mutual funds	stock mutual funds	The loss of more customers is the latest in a string of problems	16	26	of more customers is the latest in a string of problems
So the Federal Reserve is an attractive target for complaint by politicians	an attractive target for complaint by politicians	The result is mistrust and criticism from all around	25	24	nan
He also mentioned increased capital investment by Pacific Bell for network improvements	for network improvements	The traffic jam out of the park was monumental	21	19	nan
The company reported good gains in all of its divisions	of its divisions	The traffic jam out of the park was monumental	19	21	of the park
And most of these are absolutely unnecessary	absolutely unnecessary	Some would make even James Bond green with envy	18	19	with envy
There is a lot of waste	a lot of waste	The engine plant may encompass plans for a joint components venture with Jaguar	18	24	for a joint components venture with Jaguar
The pocketbook impact of health benefits has driven business and labor to a surprising consensus	to a surprising consensus	An official linked the gain essentially to higher prices for beef and pork	25	30	the gain essentially to higher prices
Retailers could get a boost this year from the calendar	this year	The engine plant may encompass plans for a joint components venture with Jaguar	22	28	for a joint components venture with Jaguar
The gap between winners and laggards will grow	winners and laggards	Evidence of the growing Japanese demand for mortgage securities abounds	21	21	growing
The pocketbook impact of health benefits has driven business and labor to a surprising consensus	business and labor	His humility gives him a much better chance of success	25	22	nan
The position of chief operating officer is new	of chief operating officer	Percentage differences based on daily sales rate rather than sales volume	18	16	nan
The Chicago exchanges also are working on such a device	on such a device	The estimate includes the results of new stores	21	23	of new stores
October is a critical month for the privatization program	for the privatization program	Uncertainty dogs every aspect of their lives	21	18	nan
Jeff Rowe contributed to this article	this article	He had been associate professor in the department of finance at Seton Hall University	15	17	in the department
It was all over the place	all over the place	Poverty remains far more widespread among blacks than other Americans	16	21	more widespread among blacks than other
Other gainers were companies with one or more undamaged California refineries	one or more undamaged California refineries	He had been associate professor in the department of finance at Seton Hall University	31	40	in the department of finance at Seton Hall University
The great silver clouds on the horizon build themselves on the pale water	the horizon	Cost is a key consideration because of the global sweep of the financial markets	19	30	a key consideration because of the global sweep of the financial markets
Fog shrouded the base before touchdown	before touchdown	Magazine publishers are facing spiraling costs and a glut of new titles	15	16	spiraling
This phenomenon often makes stock prices swing wildly at the end of the trading session	at the end of the trading session	It recently introduced a line for the home market	27	32	a line for the home market
