demonstration	test_sentence	response
The company earns about half its revenue overseas and plans further expansion	The envelope arrives in the mail	the envelope arrives
Giant has interests in cement making and newsprint	This occurred partly because of more competition as the number of new businesses surged	this occurred
Some industry groups consistently weather the storm better than others	And taxpayer groups are urging legislation in many other states	taxpayer groups urging legislation in many other states
He expects Citicorp to take a similar step this year	Sun posted a gain	fail to follow
The mining zone has thus remained one of the most desolate places in Africa	Strategists should consider the impact of budget uncertainties at the beginning of the planning process	strategists should consider the impact of budget uncertainties
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	Many small investors went for the safety of money market funds	many small investors went for the safety
The closely watched funds rate is what banks charge each other on overnight loans	Sun posted a gain	fail to follow
Housing has been weak all year and especially so in the past five months	Banks may contribute more senior debt	fail to follow
But weak car sales raise questions about future demand from the auto sector	Japanese government bonds showed little change	japanese government bonds showed little
The engine plant may encompass plans for a joint components venture with Jaguar	The current ruble rate has long been out of line with the black market	the current ruble rate has long been out of line
It arrived just as the regulator handling such operations was retiring	There are few factories and no mines	fail to follow
Both the Peasants and Rural Solidarity are forming new political parties for farmers	That cost rises in times of high market volatility	that cost rises
Recruiter Donald Clark does note an increase in searches for minority candidates	This starts in the construction phase through the use of minority contractors and local workers	this starts in the construction phase
You already know the answer	The problem is not that the Fed is too unresponsive to the public interest	the problem is not that the fed is too unresponsive
Broader averages also posted modest gains	Stock prices slipped lower in moderate trading	stock prices slipped lower
The company reported good gains in all of its divisions	Compound yields assume reinvestment of dividends and that current yields continue for a year	compound yields assume
Most earn high ratings from credit agencies	It also lowered some air fares	it lowered
Simpson is an auto parts maker	Panda Motors is one such investment	panda motors is
Some industry groups consistently weather the storm better than others	Giant has interests in cement making and newsprint	fail to follow
Employees wore identification badges listing not only their names but also their dates of hire	The entire opera is her dream	the entire opera
Employees wore identification badges listing not only their names but also their dates of hire	The new rules will allow investors to buy foreign stocks directly	the new rules will allow
It is hoped that other Japanese would then follow the leader	The market seems increasingly disconnected from the rest of the nation	the market seems increasingly disconnected
Broader averages also posted modest gains	The Arabs had merely oil	the arabs had merely
Housing has been weak all year and especially so in the past five months	Some lagging competitors even may leave the personal computer business altogether	fail to follow
