demonstration	test_sentence	response
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	The guide scoops into a pail and puts a frantically wiggling croaker on the hook	fail to follow
Those current holders would also receive minority interests in the new company	Higher earnings helped some issues	higher earnings helped
Both the Peasants and Rural Solidarity are forming new political parties for farmers	It added that no discussions about such a sale are under way	it added that no discussions are under way
It was the highest bid in history for a work of art	It was a Friday in June	it was
The legal fight was the subject of a Wall Street Journal story yesterday	The pool invested idle cash for many state agencies and local governments	the pool invested
Wang had previously forecast a loss	This is an index fund with a bet	this is an index fund
Never once did she gasp for air or mop her brow	The relative calm in Tokyo proved little comfort to markets opening up in Europe	the relative calm in tokyo proved little comfort to markets opening up
Other network applications have very different goals	Bosses have big ears these days	bosses have
But weak car sales raise questions about future demand from the auto sector	Only the bravest spirits survive such roller coasters	only the bravest spirits survive
Most earn high ratings from credit agencies	Most recently he had been executive vice president for planning and finance at Texas Air	most recently he had been
Simpson is an auto parts maker	Conversation was subdued as most patrons watched the latest market statistics on television	conversation was subdued
Employees wore identification badges listing not only their names but also their dates of hire	Prices of Treasury bonds tumbled in moderate to active trading	prices tumbled
The dispute was the subject of a Wall Street Journal article in August	Both companies are regional carriers in the Southwest	both companies are
The company earns about half its revenue overseas and plans further expansion	He gave no further details	he gave no details
Miss Brady is deputy director of the Russian Research Foundation in London	Paintings are just part of the picture	paintings are
It is hoped that other Japanese would then follow the leader	Then he would move his movement to Europe	then he would move his movement to
East Bloc pollution data typically have been state secrets	The stock market is certainly not too big for the Fed to handle	fail to follow
It also licenses optically based data storage and retrieval devices	The stock market reacted strongly to the news	the stock market reacted
He had been associate professor in the department of finance at Seton Hall University	The Ways and Means Committee will hold a hearing on the bill next Tuesday	fail to follow
Drug companies lost a major liability case	Small business is bracing for an avalanche of similar proposals next year	small business is bracing
The company rejected those past proposals	Such armor crushes the soldier	armor crushes
The company reported good gains in all of its divisions	And it left mixed signals for London	and it left
You built your career on prejudice and hate	Yet he has proved more resilient than any of them	hes proved more resilient than any of them
The key here is the ambition of state Attorney General John Van de Kamp	The ambitious Warsaw project still awaits approval by city officials	still awaits approval
