demonstration	test_sentence	response
Some industry groups consistently weather the storm better than others	West German bond prices ended lower after a day of aimless trading	fail to follow
The mining zone has thus remained one of the most desolate places in Africa	Now it is their fellow Turks arriving as refugees from Bulgaria	now it is their fellow turks arriving
Employees wore identification badges listing not only their names but also their dates of hire	The pilots argued that this triggered a pay raise for them	the pilots argued
Opponents show that there are already more funds available than commendable reform efforts	He is warm and polished before a Puerto Rican Congress in Asbury Park	he is warm and polished
The closely watched funds rate is what banks charge each other on overnight loans	But both the traders and the pilots remain interested in some transaction	fail to follow
The recent sharp stock market decline exacerbated those concerns	Still the Salinger decision created a strong presumption against fair use of unpublished materials	still the salinger decision created a strong presumption against fair use
Never once did she gasp for air or mop her brow	The market is still very touchy about rumors and news on pending takeovers	fail to follow
It arrived just as the regulator handling such operations was retiring	Wang got into financial trouble because of bloated overhead and overly optimistic sales forecasts	fail to follow
The mining zone has thus remained one of the most desolate places in Africa	Even some House Banking Committee members could suffer from the fallout	even some house banking committee members could suffer
The mining zone has thus remained one of the most desolate places in Africa	Last week the British displayed unusual political immaturity	fail to follow
Employees wore identification badges listing not only their names but also their dates of hire	But slow sales forced Ford to kill the brand just last week	fail to follow
These big stocks greatly influence the Nasdaq Composite Index	Yet these figures show only the most visible part of the problem	yet these figures show only
They looked at the miniature and saw a giant folly	The fund invests mainly in gold and silver bullion	the fund invests mainly
It was the highest bid in history for a work of art	The envelope arrives in the mail	the envelope arrives
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	We were out of the box	we were out
These big stocks greatly influence the Nasdaq Composite Index	Most recently he had been executive vice president for planning and finance at Texas Air	most recently he had been executive vice president
The engine plant may encompass plans for a joint components venture with Jaguar	The East German economy is strong compared with other East bloc nations	the east german economy is strong
Analysts had mixed responses to the results	An analyst cited weaker capital spending and exports	an analyst cited
Connaught is a biotechnology research and vaccine manufacturing concern	The Fed has assumed a similar responsibility in the market for government securities	the fed has
Now it is their fellow Turks arriving as refugees from Bulgaria	The tribe is one of the poorest in the Pacific Northwest	the tribe is
Analysts had mixed responses to the results	It also would have reduced mandatory overtime	it also would have reduced
Size and weight considerations also have limited screen displays	The Journal also will offer expanded volume and frequency discounts	the journal also will offer expanded
Housing has been weak all year and especially so in the past five months	The key here is the ambition of state Attorney General John Van de Kamp	the key here is the ambition of state attorney general van de kamp
He hit the lanes three years ago on the advice of his doctor	The engine plant may encompass plans for a joint components venture with Jaguar	the engine plant may encompass plans for a joint venture with jaguar
