demonstration	test_sentence	response
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	Concord is a camera and photographic products company	fail to follow
Housing has been weak all year and especially so in the past five months	The appeals court disagreed on both counts	fail to follow
It is hoped that other Japanese would then follow the leader	He ticks off several major differences between now and two years ago	fail to follow
But even a little appeal has a lot of attraction these days	The dispute was the subject of a Wall Street Journal article in August	fail to follow
Developers are also eyeing the real estate portfolios of major corporations	Colgate sold its hospital supply and home health care business last year	colgate sold last year
Analysts expect others to show a similar pattern	Another poked a hole in the heel of his shoe	another poked a hole in the heel
The legal fight was the subject of a Wall Street Journal story yesterday	He hit the lanes three years ago on the advice of his doctor	he hit the lanes three years ago
Civil suits against planners by clients seeking recovery of funds are increasingly common	The trial begins today in federal court in Philadelphia	fail to follow
Miss Brady is deputy director of the Russian Research Foundation in London	The dispute pits two groups of claimants against each other	the dispute pits
Housing has been weak all year and especially so in the past five months	He had been associate professor in the department of finance at Seton Hall University	fail to follow
He hit the lanes three years ago on the advice of his doctor	Both companies are regional carriers in the Southwest	both are regional carriers in the southwest
Most earn high ratings from credit agencies	Shares of the new partnership would trade on an exchange like a stock	shares trade on exchange
Civil suits against planners by clients seeking recovery of funds are increasingly common	They speak volumes about the state of our society at a given moment	fail to follow
The mining zone has thus remained one of the most desolate places in Africa	Advertisers attribute this shared loyalty to the striking similarity among brands	advertisers attribute this shared loyalty
Connaught is a biotechnology research and vaccine manufacturing concern	Many small investors went for the safety of money market funds	many small investors went
You already know the answer	Judges will write the real bill as suits roll through the courts	judges will write the bill as suits roll through courts
Their verdict on real estate is almost the same	That could shove a weak economy into recession	that could shove a weak economy into
Employees wore identification badges listing not only their names but also their dates of hire	Market conditions point to even lower prices next year	market conditions point
The legal fight was the subject of a Wall Street Journal story yesterday	The British government also strongly opposes the charter in its current form	the british government also strongly opposes the charter
Repeat customers also can purchase luxury items at reduced prices	The trust will issue the certificates	fail to follow
Never once did she gasp for air or mop her brow	But another big problem has been the aging of baby boomers	fail to follow
The team then proposed modifications in their work process to management	Brand loyalty was stronger among older consumers in the Journal survey	brand loyalty was stronger in the journal survey
The company reported good gains in all of its divisions	She notes that she also stresses professionalism during her weekly visits	she notes
You built your career on prejudice and hate	The company is active in office and residential development in New York	fail to follow
