demonstration	test_sentence	response
Employees wore identification badges listing not only their names but also their dates of hire	Enfield is a holding company with interests in manufacturing concerns	enfield is a holding company
Analysts had mixed responses to the results	This phenomenon often makes stock prices swing wildly at the end of the trading session	this phenomenon often makes
Giant has interests in cement making and newsprint	The red granite mausoleum draws thousands of visitors daily	the red granite mausoleum draws
Opponents show that there are already more funds available than commendable reform efforts	It also could convert glucose from farm wastes into edible protein	it also could convert glucose from farm wastes
But weak car sales raise questions about future demand from the auto sector	Yet he has proved more resilient than any of them	yet he has proved more resilient
The legal fight was the subject of a Wall Street Journal story yesterday	It was the highest bid in history for a work of art	it was
Their verdict on real estate is almost the same	His boss complained about neglect of other chores	his boss complained about neglect
The legal fight was the subject of a Wall Street Journal story yesterday	No such statement appears on the tapes	no such statement appears
Analysts had mixed responses to the results	Giant has interests in cement making and newsprint	giant has
Most analysts had expected a sharper decline after the steep rise in August	Both companies will replace the oil filler cap with a ventilated oil filler cap	both companies will replace with a ventilated oil filler cap
The company reported good gains in all of its divisions	But Chairman Gonzalez is a genuine maverick	but chairman gonzalez is
Civil suits against planners by clients seeking recovery of funds are increasingly common	The agreement is subject to government approval	fail to follow
They looked at the miniature and saw a giant folly	The trust will issue the certificates	the trust will issue
The dispute was the subject of a Wall Street Journal article in August	The engine plant may encompass plans for a joint components venture with Jaguar	the engine plant may encompass plans
But even a little appeal has a lot of attraction these days	The collagen corneal shield helps speed healing of the cornea after eye surgery	the collagen corneal shield helps speed healing of the cornea after surgery
Miss Brady is deputy director of the Russian Research Foundation in London	Steppenwolf needs the extra seats even more than the fly space	steppenwolf needs
Wang had previously forecast a loss	Chicago has the largest population of citizens of Polish heritage in any city outside Poland	fail to follow
Size and weight considerations also have limited screen displays	The figures are at seasonally adjusted annual rates in trillions of dollars	the figures are at seasonally adjusted annual rates in trillions
The company rejected those past proposals	Employees wore identification badges listing not only their names but also their dates of hire	employees wore identification badges
Opponents show that there are already more funds available than commendable reform efforts	Miss Brady is deputy director of the Russian Research Foundation in London	miss brady is deputy director
Only now is it undergoing a badly needed facelift	Your story is an insult to the citizens of the Mississippi Delta	your story is an insult
Size and weight considerations also have limited screen displays	That caused a brief period of panic selling of stocks on the Big Board	that caused a brief period of panic selling of stocks
Size and weight considerations also have limited screen displays	Yet the state alone sells seeds and machines	yet the state alone sells
Wang had previously forecast a loss	Several other banks have similar applications pending	several other banks have similar applications
