demonstration	test_sentence	response
The report of the bankruptcy filing stunned Hollywood executives and investors	Japanese companies have a caveat competitor attitude	fail to follow
The legal fight was the subject of a Wall Street Journal story yesterday	New Jersey Bell awaits state clearance	new jersey bell awaits
Wang had previously forecast a loss	Blue chips led the march up in heavy trading	blue chips led the march up
Giant has interests in cement making and newsprint	It adds something to the market	it adds
Analysts expect others to show a similar pattern	The deal would require approval by a majority of Jaguar shareholders	fail to follow
Recruiter Donald Clark does note an increase in searches for minority candidates	Waxman sells a variety of hardware products for the home repair market	waxman sells
The engine plant may encompass plans for a joint components venture with Jaguar	Recruiter Donald Clark does note an increase in searches for minority candidates	donald clark does note
The company reported good gains in all of its divisions	The state of New Hampshire has favored that plan	the state of new hampshire has favored
The mining zone has thus remained one of the most desolate places in Africa	Fear is the father of panic	fear is the father
The legal fight was the subject of a Wall Street Journal story yesterday	And his outlook improved after successful cataract surgery in August	his outlook improved
Drug companies lost a major liability case	Japanese government bonds ended lower after the dollar rose modestly against the yen	japanese government bonds ended lower
The two are also signing a trade agreement	The Pentagon is a haunted house	the pentagon is haunted
You already know the answer	The market is still very touchy about rumors and news on pending takeovers	the market is still touchy about rumors and takeovers
Opponents show that there are already more funds available than commendable reform efforts	That brought a chain reaction in the industry	that brought a chain reaction
The company reported good gains in all of its divisions	And most vacationers still prefer a warm climate for their winter excursions	and most vacationers still prefer
Miss Brady is deputy director of the Russian Research Foundation in London	Broader market averages were little changed in the latest session	broader market averages were
The dispute was the subject of a Wall Street Journal article in August	Only a few books fell in the reading room	only a few books fell
It arrived just as the regulator handling such operations was retiring	The agreement is subject to completion of a definitive amendment and appropriate approvals	the agreement is subject to completion of definitive amendment and appropriate approvals
Civil suits against planners by clients seeking recovery of funds are increasingly common	It is hoped that other Japanese would then follow the leader	it is hoped that other japanese would then follow
These revised figures also may explain some of the recent strength of the dollar	He said that the research team had no financial stake in the drug	he said that the research team had no financial stake
Employees wore identification badges listing not only their names but also their dates of hire	Ashland had a loss	ashland had
He had been associate professor in the department of finance at Seton Hall University	But such caution is no guarantee against mistakes	but such caution is
Miss Brady is deputy director of the Russian Research Foundation in London	But some saw it as a classic negotiating tactic	but some saw it as
The dispute was the subject of a Wall Street Journal article in August	Corn futures prices rose slightly while wheat prices settled mixed	corn futures prices rose slightly
