demonstration	test_sentence	response
Analysts expect others to show a similar pattern	Kidder officials stand by their aggressive use of program trading	fail to follow
Analysts expect others to show a similar pattern	Help may be on the way	fail to follow
These big stocks greatly influence the Nasdaq Composite Index	The ultimate hope is that the technique could identify diseased vessels	the ultimate hope is that the technique could identify
You already know the answer	Bonds received a bigger boost later in the day when stock prices moved broadly lower	bonds received a bigger boost later in the day
These big stocks greatly influence the Nasdaq Composite Index	The estimate includes the results of new stores	the estimate includes
Never once did she gasp for air or mop her brow	Still the Salinger decision created a strong presumption against fair use of unpublished materials	still the salinger decision created a strong presumption against fair use
It also licenses optically based data storage and retrieval devices	Last week the British displayed unusual political immaturity	last week the british displayed
The two are also signing a trade agreement	And most of us waited for a while for the game to start	most of us waited for a while for the game to start
Connaught is a biotechnology research and vaccine manufacturing concern	But sophistication has its limits	but sophistication has
The mining zone has thus remained one of the most desolate places in Africa	Colgate sold its hospital supply and home health care business last year	fail to follow
The dispute was the subject of a Wall Street Journal article in August	But its surprising progress so far holds important lessons for companies in trouble	its surprising progress so far
Now it is their fellow Turks arriving as refugees from Bulgaria	Many called it simply a contrast in styles	many called it
Giant has interests in cement making and newsprint	Industry observers expect a wide divergence in performance	industry observers expect
The team then proposed modifications in their work process to management	The interviews took place two years ago	fail to follow
You built your career on prejudice and hate	Yet her intensity stops and starts with the music	her intensity stops and starts with the music
The company reported good gains in all of its divisions	Local pollution problems require cheap energy and capital for their solution	local pollution problems require
Those current holders would also receive minority interests in the new company	All of the bidders contemplate full payment including interest to secured creditors	all of the bidders contemplate full payment
Their verdict on real estate is almost the same	Opponents show that there are already more funds available than commendable reform efforts	opponents show that there are already more funds available than commendable
The two are also signing a trade agreement	The agreement is subject to completion of a definitive amendment and appropriate approvals	the agreement is subject to completion and approvals
Opponents show that there are already more funds available than commendable reform efforts	Analysts expect further jitters this week	analysts expect further
The mining zone has thus remained one of the most desolate places in Africa	Wall Street traders on Friday had complained about the trading suspensions	wall street traders on friday had complained
Other network applications have very different goals	This could mean diminished issuance of derivative mortgage issues during the next few weeks	this could mean diminished issuance of derivative mortgage issues
Civil suits against planners by clients seeking recovery of funds are increasingly common	That structural lack is crucial because investors are the only source of market liquidity	fail to follow
Repeat customers also can purchase luxury items at reduced prices	The Senate Commerce Committee already has approved similar legislation	the senate commerce committee already has approved legislation
