demonstration	test_sentence	response
Some industry groups consistently weather the storm better than others	The film makers have couched this offensive idea in pretty packaging	fail to follow
The company reported good gains in all of its divisions	Recent data from New York City provide more of the picture	recent data from new york city
It is hoped that other Japanese would then follow the leader	The collagen corneal shield helps speed healing of the cornea after eye surgery	the collagen corneal shield helps speed healing of the cornea
That means huge travel bills	And most of us waited for a while for the game to start	and most of us waited
The company earns about half its revenue overseas and plans further expansion	The inquiry soon focused on the judge	the inquiry focused on the judge
Only now is it undergoing a badly needed facelift	He is warm and polished before a Puerto Rican Congress in Asbury Park	he is warm and polished
He hit the lanes three years ago on the advice of his doctor	Japanese government bonds showed little change	government bonds showed little change
But weak car sales raise questions about future demand from the auto sector	Many law firms sponsor their own programs	many law firms sponsor their own
These big stocks greatly influence the Nasdaq Composite Index	The engine plant may encompass plans for a joint components venture with Jaguar	the engine plant may encompass plans
Wang had previously forecast a loss	The fund invests mainly in gold and silver bullion	fail to follow
But weak car sales raise questions about future demand from the auto sector	And many have done just that	and many have done
You already know the answer	Only a few books fell in the reading room	only a few books fell
Civil suits against planners by clients seeking recovery of funds are increasingly common	But most lawyers accept that the marketplace has spoken	fail to follow
Some industry groups consistently weather the storm better than others	This is New York City	fail to follow
He hit the lanes three years ago on the advice of his doctor	The suit seeks unspecified damages	he seeks unspecified damages
The key here is the ambition of state Attorney General John Van de Kamp	Pacific First owns Pacific First Federal Savings Banks and other financial services firms	pacific first owns
Those current holders would also receive minority interests in the new company	The final maturity is in five years	the final maturity
Ashland had a loss	That caused a brief period of panic selling of stocks on the Big Board	that caused a brief period of panic selling of stocks
Those current holders would also receive minority interests in the new company	The pilots argued that this triggered a pay raise for them	the pilots argued
Broader averages also posted modest gains	The Chicago exchanges also are working on such a device	the chicago exchanges also are working
East Bloc pollution data typically have been state secrets	They do indeed want their own nation	they do indeed want their own
The key here is the ambition of state Attorney General John Van de Kamp	There is no rational justification for such behavior	no rational justification
The team then proposed modifications in their work process to management	He cut her hair	fail to follow
Giant has interests in cement making and newsprint	Japanese companies have a caveat competitor attitude	japanese companies have
