demonstration	test_sentence	response
The recent sharp stock market decline exacerbated those concerns	He takes over a school system in the midst of radical reform	fail to follow
The company rejected those past proposals	Economists expected twice as large an increase	economists expected
The recent sharp stock market decline exacerbated those concerns	The appointments are part of a planned succession at the company	the appointments are part of a planned succession
But weak car sales raise questions about future demand from the auto sector	The move reflected the growing confidence of the revamped Supreme Soviet	the move reflected the growing confidence
Broader averages also posted modest gains	One man wrapped several diamonds in the knot of his tie	one man wrapped several diamonds
The dispute was the subject of a Wall Street Journal article in August	Institutional investors mostly remained on the sidelines Tuesday	institutional investors mostly remained
Analysts expect others to show a similar pattern	It also would have reduced mandatory overtime	it also would have reduced
It arrived just as the regulator handling such operations was retiring	Compound yields assume reinvestment of dividends and that current yields continue for a year	fail to follow
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	Yet he has proved more resilient than any of them	yet he has proved more resilient
The company rejected those past proposals	Futures prices showed modest changes in light trading volume	futures prices showed
Developers are also eyeing the real estate portfolios of major corporations	The change prompted the rise of discount brokers and a reduction in securities research firms	the change prompted the rise of discount brokers
These revised figures also may explain some of the recent strength of the dollar	The market is still very touchy about rumors and news on pending takeovers	the market is still very touchy
Now it is their fellow Turks arriving as refugees from Bulgaria	And most of us waited for a while for the game to start	and most of us waited
The engine plant may encompass plans for a joint components venture with Jaguar	But the firm has never had a day like yesterday	fail to follow
The mining zone has thus remained one of the most desolate places in Africa	Slowing economies in some areas limit student choice	slowing economies in some areas limit
It is hoped that other Japanese would then follow the leader	He gave no further details	he gave no further
The company earns about half its revenue overseas and plans further expansion	The company reported good gains in all of its divisions	the company reported gains in all of its divisions
But even a little appeal has a lot of attraction these days	He hit the lanes three years ago on the advice of his doctor	fail to follow
Simpson is an auto parts maker	These are curious times in South African politics	these are
Both the Peasants and Rural Solidarity are forming new political parties for farmers	The deal requires regulatory and shareholder approval	the deal requires approval
He had been associate professor in the department of finance at Seton Hall University	The reason was not high interest rates or labor costs	the reason was not
The closely watched funds rate is what banks charge each other on overnight loans	Their report galvanized other molecular biologists	fail to follow
Their verdict on real estate is almost the same	This pattern was particularly evident among more highly educated couples	fail to follow
You built your career on prejudice and hate	Van Nghe quickly made influential enemies	quickly made influential enemies
