demonstration	test_sentence	response
The key here is the ambition of state Attorney General John Van de Kamp	Many resorts also are focusing more on the service side of their business	many resorts also are focusing more on
Other network applications have very different goals	The Chicago exchanges also are working on such a device	the chicago exchanges also are
It also licenses optically based data storage and retrieval devices	Funds for drilling may inch up more next year if oil prices stay stable	funds for drilling may inch up more next year
It also licenses optically based data storage and retrieval devices	The company also faces delisting by the National Association of Securities Dealers	the company also faces delisting
Wang had previously forecast a loss	Housing has been weak all year and especially so in the past five months	housing has been weak all year
The engine plant may encompass plans for a joint components venture with Jaguar	Inflation is at record levels	inflation is at record
The company rejected those past proposals	The result is that the unthinkable and illogical are happening	the result is happening
Waxman sells a variety of hardware products for the home repair market	The engine plant may encompass plans for a joint components venture with Jaguar	the engine plant may encompass
Most analysts had expected a sharper decline after the steep rise in August	The result is mistrust and criticism from all around	mistrust and criticism from all around
Both the Peasants and Rural Solidarity are forming new political parties for farmers	He sandwiched his praise of constitutional meat between large loaves of bilious commentary	he sandwiched his praise of constitutional meat
These revised figures also may explain some of the recent strength of the dollar	Businessmen took their cue from the engineers	businessmen took their cue
The key here is the ambition of state Attorney General John Van de Kamp	Investors welcomed the move	welcomed the move
Wang had previously forecast a loss	It has some of the highest costs in the league	fail to follow
Miss Brady is deputy director of the Russian Research Foundation in London	His credibility is also on the line in the investment community	he is
Housing has been weak all year and especially so in the past five months	The woman won the bet	fail to follow
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	This phenomenon often makes stock prices swing wildly at the end of the trading session	fail to follow
Size and weight considerations also have limited screen displays	Conversation was subdued as most patrons watched the latest market statistics on television	conversation was subdued as most patrons watched the latest market statistics
Developers are also eyeing the real estate portfolios of major corporations	Conversation was subdued as most patrons watched the latest market statistics on television	conversation was subdued
Most analysts had expected a sharper decline after the steep rise in August	The new rules will allow investors to buy foreign stocks directly	the new rules will allow investors to buy stocks directly
Their verdict on real estate is almost the same	The interviews took place two years ago	fail to follow
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	Each company worries that the other is becoming too powerful and too vertically integrated	each company worries
But weak car sales raise questions about future demand from the auto sector	The bond market was unmoved by the economic statistics	the bond market was unmoved
The company reported good gains in all of its divisions	The fund invests mainly in gold and silver bullion	the fund invests
Most earn high ratings from credit agencies	The recent sharp stock market decline exacerbated those concerns	the recent sharp
