demonstration	test_sentence	response
Some industry groups consistently weather the storm better than others	Investors with a heavy tax load should take out their calculators	fail to follow
It is hoped that other Japanese would then follow the leader	Parts are a tragedy	parts are
Waxman sells a variety of hardware products for the home repair market	Bosses have big ears these days	bosses have
The closely watched funds rate is what banks charge each other on overnight loans	The stock market is certainly not too big for the Fed to handle	the stock market is not too big for the fed to handle
You already know the answer	Only now is it undergoing a badly needed facelift	only now is it undergoing
Never once did she gasp for air or mop her brow	Lawmakers in both houses support the higher level	lawmakers in both houses support the higher
It arrived just as the regulator handling such operations was retiring	Poverty remains far more widespread among blacks than other Americans	fail to follow
But even a little appeal has a lot of attraction these days	Those current holders would also receive minority interests in the new company	those current holders would also receive in the new company
Repeat customers also can purchase luxury items at reduced prices	Two segments posted lower earnings for the quarter	two segments posted lower earnings
The engine plant may encompass plans for a joint components venture with Jaguar	Chicago has the largest population of citizens of Polish heritage in any city outside Poland	chicago has the largest population
Giant has interests in cement making and newsprint	Options markets stopped trading in many securities	options markets stopped
The team then proposed modifications in their work process to management	The government insists that such a possibility is low	fail to follow
The legal fight was the subject of a Wall Street Journal story yesterday	He is negotiating a rich book contract to boot	he is negotiating
He hit the lanes three years ago on the advice of his doctor	Both revenue figures exclude excise taxes	revenue figures exclude excise taxes
The company rejected those past proposals	All this is causing convulsions in professional football	all this is causing convulsions
The engine plant may encompass plans for a joint components venture with Jaguar	Abortion via the pill is far more of an ordeal than conventional surgical abortion	abortion via the pill is far more of an ordeal
The dispute was the subject of a Wall Street Journal article in August	The latest rebate is good for all Beretta models	the latest rebate is
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	The Diet plays a minor role compared with the powerful bureaucratic system	the diet plays a minor role
It also licenses optically based data storage and retrieval devices	These big stocks greatly influence the Nasdaq Composite Index	these big stocks greatly influence
Size and weight considerations also have limited screen displays	Talk show hosts quickly change the topic	talk show hosts quickly change
The engine plant may encompass plans for a joint components venture with Jaguar	Breeders are betting on the common folk	breeders are betting
He expects Citicorp to take a similar step this year	Michael Applebaum resigned after less than a year in the posts	michael applebaum resigned after less than a year
Simpson is an auto parts maker	Rival gangs have turned cities into combat zones	rival gangs have turned
Those current holders would also receive minority interests in the new company	Illinois Company Investments had been trimming its ranks until last summer	illinois company investments had been trimming its ranks
