demonstration	test_sentence	response
The engine plant may encompass plans for a joint components venture with Jaguar	Moscow and Kabul must have found that information useful	moscow and kabul must have found
Never once did she gasp for air or mop her brow	The Chicago exchanges also are working on such a device	the chicago exchanges also are working on
Never once did she gasp for air or mop her brow	The Fed has assumed a similar responsibility in the market for government securities	the fed has assumed a similar responsibility in the market
It was the highest bid in history for a work of art	Two workers died and six remain in the hospital	two workers died
He hit the lanes three years ago on the advice of his doctor	Fear is the father of panic	father of panic
He had been associate professor in the department of finance at Seton Hall University	The company rejected those past proposals	the company rejected
The two are also signing a trade agreement	One bank stock was a winner	fail to follow
Both the Peasants and Rural Solidarity are forming new political parties for farmers	Congress previously cut six airports this year	congress previously cut
East Bloc pollution data typically have been state secrets	He had been associate professor in the department of finance at Seton Hall University	fail to follow
The legal fight was the subject of a Wall Street Journal story yesterday	Many small investors went for the safety of money market funds	many small investors went
Both the Peasants and Rural Solidarity are forming new political parties for farmers	Rolled copper product sales were major contributors to overall sales growth	rolled copper product sales were major contributors
That means huge travel bills	She has also served on several task forces on acquired immune deficiency syndrome	she has also served
The report of the bankruptcy filing stunned Hollywood executives and investors	Recruiter Donald Clark does note an increase in searches for minority candidates	recruiter donald clark does note an increase in searches
The mining zone has thus remained one of the most desolate places in Africa	Both firms are in New York	both firms are
Both the Peasants and Rural Solidarity are forming new political parties for farmers	The Fed has assumed a similar responsibility in the market for government securities	the fed has assumed
The legal fight was the subject of a Wall Street Journal story yesterday	The relative calm in Tokyo proved little comfort to markets opening up in Europe	the relative calm in tokyo proved little comfort
Only now is it undergoing a badly needed facelift	The government insists that such a possibility is low	the government insists that such a possibility is
East Bloc pollution data typically have been state secrets	Most expect the decline in New York stock prices to continue this week	fail to follow
Their verdict on real estate is almost the same	Innocent bystanders often are the victims	innocent bystanders often are
The closely watched funds rate is what banks charge each other on overnight loans	Both are mining concerns	both mine
Miss Brady is deputy director of the Russian Research Foundation in London	At least it has a little dash	at least it has
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	Some would make even James Bond green with envy	some would make even james bond green
It arrived just as the regulator handling such operations was retiring	The pilots argued that this triggered a pay raise for them	the pilots argued that triggered a pay raise for them
Analysts had mixed responses to the results	The result is that the unthinkable and illogical are happening	the result is that
