demonstration	test_sentence	response
Miss Brady is deputy director of the Russian Research Foundation in London	There was no cost estimate for the second phase	there was no cost estimate
Drug companies lost a major liability case	The current ruble rate has long been out of line with the black market	fail to follow
The two are also signing a trade agreement	Estimated volume was a heavy seven million ounces	estimated volume was heavy
He hit the lanes three years ago on the advice of his doctor	The pool invested idle cash for many state agencies and local governments	the pool invested for many state agencies and local governments
It also licenses optically based data storage and retrieval devices	The carriers were competing fiercely for market share	the carriers were competing
Waxman sells a variety of hardware products for the home repair market	Maybe it was their peculiar sense of history	maybe it was
It was the highest bid in history for a work of art	Tom Herman contributed to this article	tom herman contributed
Recruiter Donald Clark does note an increase in searches for minority candidates	The merger requires the approval of Norwegian authorities	the merger requires
These revised figures also may explain some of the recent strength of the dollar	Some economists expect further declines in investment spending	some economists expect
These revised figures also may explain some of the recent strength of the dollar	The dollar posted gains in quiet trading as concerns about equities abated	the dollar posted gains
The company rejected those past proposals	And the successful son wishes his embarrassing siblings dead	and the successful son wishes
Waxman sells a variety of hardware products for the home repair market	Those include Rhin et Moselle Vie and Via Assurances	those include
Giant has interests in cement making and newsprint	He expected as much	he expected
The closely watched funds rate is what banks charge each other on overnight loans	But the new lens became the eye of a storm	fail to follow
Wang had previously forecast a loss	But its stock jumped again yesterday as it disclosed surprisingly strong margins on those sales	but its stock jumped again yesterday as it disclosed surprisingly strong margins
It is hoped that other Japanese would then follow the leader	But the two countries remain separated by a cultural barrier wider than the ocean	but the two countries remain separated by a cultural barrier wider
It also licenses optically based data storage and retrieval devices	Recruiter Donald Clark does note an increase in searches for minority candidates	recruiter donald clark does note
The legal fight was the subject of a Wall Street Journal story yesterday	The state can also bar Drexel as an investment adviser	the state can also bar drexel
Drug companies lost a major liability case	We scuttled along for a few feet before he plunged us into the drink again	we scuttled along
Opponents show that there are already more funds available than commendable reform efforts	Banks may contribute more senior debt	banks may contribute more
Ashland had a loss	He confers big trading commissions on Wall Street firms	he confers
They looked at the miniature and saw a giant folly	That announcement left union officials in Van Nuys and Oklahoma City uncertain about their futures	that announcement left union officials uncertain about their futures
It arrived just as the regulator handling such operations was retiring	Other temperature data show similar unexplained swings	other temperature data show unexplained swings
Some industry groups consistently weather the storm better than others	Not only Californians but all Americans would pay if this thing passed	fail to follow
