demonstration	test_sentence	response
You already know the answer	Talk show hosts quickly change the topic	fail to follow
East Bloc pollution data typically have been state secrets	Florida National said yesterday that it remains committed to the merger	florida national said yesterday that it remains committed
The closely watched funds rate is what banks charge each other on overnight loans	Dow Jones is the publisher of The Wall Street Journal	fail to follow
Other network applications have very different goals	Ideologues on the other side of the border can also slow the process	ideologues on the other side of the border can also
The key here is the ambition of state Attorney General John Van de Kamp	Poland makes no machinery for a plant on that scale	poland makes no machinery
The key here is the ambition of state Attorney General John Van de Kamp	No amount of hype will bring viewers back if the shows are weak	no amount of hype will bring viewers back
It is hoped that other Japanese would then follow the leader	Recruiter Donald Clark does note an increase in searches for minority candidates	recruiter donald clark does note
It is hoped that other Japanese would then follow the leader	The company also faces delisting by the National Association of Securities Dealers	the company also faces delisting
These big stocks greatly influence the Nasdaq Composite Index	The Ways and Means Committee will hold a hearing on the bill next Tuesday	the ways and means committee will hold a hearing
East Bloc pollution data typically have been state secrets	Los Angeles will be the site of a new entertainment division for the ad agency	fail to follow
Simpson is an auto parts maker	One ad features a huge robot carrying a voluptuous woman in a faint	fail to follow
The two are also signing a trade agreement	We now know that the words were not always his own	we now know that the words were not always his
They looked at the miniature and saw a giant folly	The put establishes a minimum selling price for the stock during its life	the put establishes a minimum selling price for the stock
He expects Citicorp to take a similar step this year	Democrats had been negotiating with some Republican congressional leaders on a compromise lately	democrats had been negotiating on a compromise lately
Other network applications have very different goals	Alan Murray contributed to this article	alan murray contributed
Giant has interests in cement making and newsprint	Drug companies lost a major liability case	drug companies lost
Most earn high ratings from credit agencies	There are a few ramshackle fishing towns with quiet atolls of resort houses nearby	there are a few ramshackle fishing towns
Broader averages also posted modest gains	The loss of the cigarette account would be a severe blow to Wells Rich	fail to follow
Never once did she gasp for air or mop her brow	He does this in at least three of his solo pieces	he does this in at least three of his solos
They looked at the miniature and saw a giant folly	Those viewers find the show confusing	those viewers find the show
Analysts had mixed responses to the results	Big withdrawals from the junk funds have continued this month	big withdrawals from the junk funds have
Most analysts had expected a sharper decline after the steep rise in August	The above represents a triumph of either apathy or civility	the above represents either apathy or civility
Analysts expect others to show a similar pattern	Civil suits against planners by clients seeking recovery of funds are increasingly common	fail to follow
Ashland had a loss	Your story is an insult to the citizens of the Mississippi Delta	your story is
