demonstration	test_sentence	response
The report of the bankruptcy filing stunned Hollywood executives and investors	Both the Peasants and Rural Solidarity are forming new political parties for farmers	both the peasants and rural solidarity are forming new political parties
That means huge travel bills	Illinois Company Investments had been trimming its ranks until last summer	until last summer
He hit the lanes three years ago on the advice of his doctor	They did themselves even more good	they did even more good
Connaught is a biotechnology research and vaccine manufacturing concern	The fund made a similar move earlier this year	the fund made
The report of the bankruptcy filing stunned Hollywood executives and investors	Inflation is at record levels	fail to follow
Recruiter Donald Clark does note an increase in searches for minority candidates	Both executives left the company after clashes with Chairman Ralph Ingersoll Jr	both executives left the company
Ashland had a loss	At least it has a little dash	at least it has a little
That means huge travel bills	Revenue doubled from two years ago	fail to follow
Repeat customers also can purchase luxury items at reduced prices	He expected as much	fail to follow
They looked at the miniature and saw a giant folly	Professionals dominated municipal trading throughout the session	professionals dominated
Never once did she gasp for air or mop her brow	He is a lawyer with a string of academic degrees	fail to follow
Size and weight considerations also have limited screen displays	The Chicago exchanges also are working on such a device	the chicago exchanges also are working on
You already know the answer	And it left mixed signals for London	it left mixed signals for london
The two are also signing a trade agreement	But a few funds have taken other defensive steps	fail to follow
It also licenses optically based data storage and retrieval devices	But in this case the needle has a very sharp point	but in this case
Opponents show that there are already more funds available than commendable reform efforts	Maybe it was their peculiar sense of history	maybe it was their peculiar sense of
Now it is their fellow Turks arriving as refugees from Bulgaria	He is warm and polished before a Puerto Rican Congress in Asbury Park	he is
Giant has interests in cement making and newsprint	That cost rises in times of high market volatility	that cost rises
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	Enfield is a holding company with interests in manufacturing concerns	enfield is a holding company
Analysts expect others to show a similar pattern	It arrived just as the regulator handling such operations was retiring	fail to follow
That means huge travel bills	He ticks off several major differences between now and two years ago	he ticks off
He had been associate professor in the department of finance at Seton Hall University	The lonely woman walks on in the direction of the Plaza de Alonso Martinez	fail to follow
Size and weight considerations also have limited screen displays	The expansion is subject to approval by federal and Wisconsin environmental regulators	the expansion is subject to approval
East Bloc pollution data typically have been state secrets	The company reported good gains in all of its divisions	the company reported good gains in all of its
