demonstration	test_sentence	response
But even a little appeal has a lot of attraction these days	Marketing and sales departments then urged abandonment of the pico project	marketing and sales departments urged abandonment of the pico project
Only now is it undergoing a badly needed facelift	The screen was a sea of red	the screen was red
The key here is the ambition of state Attorney General John Van de Kamp	The finance unit attributed the decline to higher borrowing costs compared with a year earlier	the finance unit attributed the decline
Only now is it undergoing a badly needed facelift	Traders can vary their strategies and execute their orders in any one of them	traders can vary their strategies and execute their orders
Both the Peasants and Rural Solidarity are forming new political parties for farmers	He expected as much	he expected
The two are also signing a trade agreement	This occurred partly because of more competition as the number of new businesses surged	this occurred partly because of more competition
Most analysts had expected a sharper decline after the steep rise in August	This phenomenon often makes stock prices swing wildly at the end of the trading session	fail to follow
It was the highest bid in history for a work of art	The transaction is subject to a definitive agreement and approval by Ideal shareholders	the transaction is
But even a little appeal has a lot of attraction these days	Industry observers expect a wide divergence in performance	observers expect divergence in performance
They looked at the miniature and saw a giant folly	The case went on appeal to the Second Circuit	the case went on appeal
East Bloc pollution data typically have been state secrets	An official linked the gain essentially to higher prices for beef and pork	fail to follow
He expects Citicorp to take a similar step this year	Panic frequently results in irrational behavior	fail to follow
Other network applications have very different goals	But some money managers are doing just that	but some money managers are
Most analysts had expected a sharper decline after the steep rise in August	The mask cuts to the quick	the mask cuts
Civil suits against planners by clients seeking recovery of funds are increasingly common	This occurred partly because of more competition as the number of new businesses surged	fail to follow
It also licenses optically based data storage and retrieval devices	But the lovebirds have a conflict	but the lovebirds
Their verdict on real estate is almost the same	Yet he has proved more resilient than any of them	yet he has proved more resilient than any
The team then proposed modifications in their work process to management	Part of the answer lies in the nature of the industry	fail to follow
But weak car sales raise questions about future demand from the auto sector	But transportation officials worry that such extraordinary measures and cooperation may not last	but transportation officials worry that such extraordinary measures and cooperation may not
Other network applications have very different goals	Japanese put up with it because the government provided job stability and growing paychecks	japanese put up with it
It is hoped that other Japanese would then follow the leader	The Pentagon foiled the plan	fail to follow
He hit the lanes three years ago on the advice of his doctor	He had been vice president in that office	he had been in that office
Connaught is a biotechnology research and vaccine manufacturing concern	The problem here is not in the concept but in its lack of discrimination	the problem here is
The key here is the ambition of state Attorney General John Van de Kamp	Delayed financings also would affect the operations of many companies	also would affect the operations
