demonstration	test_sentence	response
Employees wore identification badges listing not only their names but also their dates of hire	Institutional buyers were the main force pushing blue chips higher	institutional buyers were
Employees wore identification badges listing not only their names but also their dates of hire	Many resorts also are focusing more on the service side of their business	many resorts also are focusing
Now it is their fellow Turks arriving as refugees from Bulgaria	Bosses have big ears these days	fail to follow
It is hoped that other Japanese would then follow the leader	The journalistic consensus was that the earthquake made the World Series seem unimportant	the journalistic consensus was that the earthquake made the world series seem
But even a little appeal has a lot of attraction these days	Measures of manufacturing activity fell more than the overall measures	manufacturing activity fell more than overall measures
Most earn high ratings from credit agencies	No one has alleged that the donations were by themselves illegal	no one has alleged
Giant has interests in cement making and newsprint	Both are mining concerns	both are
He hit the lanes three years ago on the advice of his doctor	Van Nghe quickly made influential enemies	quickly made enemies
That means huge travel bills	The envelope arrives in the mail	the envelope arrives
The report of the bankruptcy filing stunned Hollywood executives and investors	Major European auction houses are turning increasingly to specialized sales	fail to follow
It was the highest bid in history for a work of art	He again urged passage of a constitutional amendment outlawing abortion	he urged
Simpson is an auto parts maker	It was the highest bid in history for a work of art	it was
Employees wore identification badges listing not only their names but also their dates of hire	Another poked a hole in the heel of his shoe	another poked
Opponents show that there are already more funds available than commendable reform efforts	The board expands to seven members	the board expands
Wang had previously forecast a loss	All along they have been noting the tremors and pointing out the underlying realities	fail to follow
Employees wore identification badges listing not only their names but also their dates of hire	The problem here is not in the concept but in its lack of discrimination	the problem here is
Other network applications have very different goals	The two are also signing a trade agreement	the two are also signing
But weak car sales raise questions about future demand from the auto sector	There was tremendous public enthusiasm for stock mutual funds	tremendous public enthusiasm for stock mutual funds
East Bloc pollution data typically have been state secrets	Slowing economies in some areas limit student choice	fail to follow
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	But the two countries remain separated by a cultural barrier wider than the ocean	fail to follow
The mining zone has thus remained one of the most desolate places in Africa	Trading in cotton and sugar was nervous and showed small declines	trading in cotton and sugar was nervous
Analysts expect others to show a similar pattern	The merger is subject to regulatory clearance and a definitive agreement	the merger is subject to regulatory clearance
Drug companies lost a major liability case	The figures are at seasonally adjusted annual rates in trillions of dollars	the figures are at seasonally adjusted annual rates
But weak car sales raise questions about future demand from the auto sector	One of the two British companies still making hard toilet paper stopped production of it	one of the two british companies still making hard toilet paper stopped production
