demonstration	test_sentence	response
The mining zone has thus remained one of the most desolate places in Africa	He turned himself in to authorities in New York earlier this year	he turned himself in to authorities
Both the Peasants and Rural Solidarity are forming new political parties for farmers	Higher earnings helped some issues	higher earnings helped
Miss Brady is deputy director of the Russian Research Foundation in London	It has more drug users than Boston has people	it has more
They looked at the miniature and saw a giant folly	Los Angeles will be the site of a new entertainment division for the ad agency	los angeles will be the site
Giant has interests in cement making and newsprint	By the end of the century scientists had embraced the system	scientists had embraced
Only now is it undergoing a badly needed facelift	This is the commercial version	fail to follow
Developers are also eyeing the real estate portfolios of major corporations	The journalistic consensus was that the earthquake made the World Series seem unimportant	the journalistic consensus was that the earthquake made
He expects Citicorp to take a similar step this year	The Ways and Means Committee will hold a hearing on the bill next Tuesday	fail to follow
Connaught is a biotechnology research and vaccine manufacturing concern	The House Energy Committee will debate the issue later this month	the house energy committee will debate
The company rejected those past proposals	Mervin Lung remains chairman and chief executive officer	mervin lung remains
Opponents show that there are already more funds available than commendable reform efforts	Chicago has the largest population of citizens of Polish heritage in any city outside Poland	chicago has the largest population of citizens
The dispute was the subject of a Wall Street Journal article in August	The talks came as Lebanese negotiations on political changes appeared deadlocked	the talks came
He expects Citicorp to take a similar step this year	Other magazine publishing companies have been moving in the same direction	other magazine publishing companies have been moving
The two are also signing a trade agreement	The British economy is hardly the picture of health these days	fail to follow
Civil suits against planners by clients seeking recovery of funds are increasingly common	The board will be made up of seven directors of each holding company	fail to follow
Housing has been weak all year and especially so in the past five months	He withdrew the remark	fail to follow
The report of the bankruptcy filing stunned Hollywood executives and investors	At least half that growth will have come in the past three years alone	at least half that growth will have come
Opponents show that there are already more funds available than commendable reform efforts	Ski promotions have traditionally avoided the touchy issue of safety	ski promotions have traditionally avoided
It was the highest bid in history for a work of art	The company also reassigned several executive responsibilities	the company also
He hit the lanes three years ago on the advice of his doctor	She notes that she also stresses professionalism during her weekly visits	she notes that she stresses professionalism during her weekly visits
The recent sharp stock market decline exacerbated those concerns	Other money managers also opened their wallets	other money managers also opened
Never once did she gasp for air or mop her brow	That figure has been inching up for several years	that figure has been inching up for several
Recruiter Donald Clark does note an increase in searches for minority candidates	Estimated volume was five million ounces	estimated volume was
The dispute was the subject of a Wall Street Journal article in August	Opponents show that there are already more funds available than commendable reform efforts	opponents show
