demonstration	test_sentence	response
Waxman sells a variety of hardware products for the home repair market	One ad features a huge robot carrying a voluptuous woman in a faint	one ad features
Repeat customers also can purchase luxury items at reduced prices	Developers are also eyeing the real estate portfolios of major corporations	developers are also eyeing the real estate portfolios
Other network applications have very different goals	They lied to me on the recruiting trip	they lied to me
He hit the lanes three years ago on the advice of his doctor	Big withdrawals from the junk funds have continued this month	withdrawals from junk funds have continued this month
Ashland had a loss	The American Stock Exchange listed shares of two companies	fail to follow
The report of the bankruptcy filing stunned Hollywood executives and investors	He had been vice president in that office	he had been vice president
Those current holders would also receive minority interests in the new company	Most of the loans in question are to Third World countries in South America	most of the loans in question are
But even a little appeal has a lot of attraction these days	Rival gangs have turned cities into combat zones	gangs have turned cities into combat zones
The team then proposed modifications in their work process to management	He wound up and let loose a fastball	he let loose a fastball
The mining zone has thus remained one of the most desolate places in Africa	The legal fight was the subject of a Wall Street Journal story yesterday	the legal fight was the subject of a wall street journal story
These revised figures also may explain some of the recent strength of the dollar	Those current holders would also receive minority interests in the new company	those current holders would also receive
The report of the bankruptcy filing stunned Hollywood executives and investors	The Pentagon is a haunted house	fail to follow
Civil suits against planners by clients seeking recovery of funds are increasingly common	Accepted theories state that investors require higher returns on riskier investments	accepted theories state that investors require higher returns on riskier
Connaught is a biotechnology research and vaccine manufacturing concern	Several other banks have similar applications pending	several other banks have
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	Both companies will replace the oil filler cap with a ventilated oil filler cap	both companies will replace the oil filler cap
Drug companies lost a major liability case	Investors welcomed the move	investors welcomed
Both the Peasants and Rural Solidarity are forming new political parties for farmers	Some business analysts blame the problem on tough competition in the insurance market	some business analysts blame the problem
Most analysts had expected a sharper decline after the steep rise in August	This could mean diminished issuance of derivative mortgage issues during the next few weeks	this could mean diminished issuance of derivative mortgage issues
But weak car sales raise questions about future demand from the auto sector	Some industry groups consistently weather the storm better than others	some industry groups consistently weather the storm
Those current holders would also receive minority interests in the new company	Whether she can meet that ambitious goal is still far from certain	whether she can meet that ambitious goal
Most earn high ratings from credit agencies	Stock prices fell sharply in active trading	stock prices fell
Wang had previously forecast a loss	Continental Air replaced its top executive for the sixth time in as many years	continental air replaced its top executive
Housing has been weak all year and especially so in the past five months	The dollar gained against most foreign currencies	fail to follow
The key here is the ambition of state Attorney General John Van de Kamp	The House Energy Committee will debate the issue later this month	fail to follow
