demonstration	test_sentence	response
Some industry groups consistently weather the storm better than others	The announcement fueled speculation for future advances in the shares	fail to follow
It was the highest bid in history for a work of art	And he added that manufactured goods exports are still rising	and he added
But even a little appeal has a lot of attraction these days	But there is no solid evidence that the Khmer Rouge have changed	but no solid evidence that the khmer rouge have changed
The team then proposed modifications in their work process to management	All this is causing convulsions in professional football	this is causing convulsions in football
Other network applications have very different goals	That injunction resulted from litigation between Temple and Sea Containers last May	that injunction resulted from litigation between temple and sea containers
They looked at the miniature and saw a giant folly	But there was one bright spot yesterday	but there was one bright spot
The report of the bankruptcy filing stunned Hollywood executives and investors	It also adds to the mystery of the venture	it also adds to the mystery
Analysts had mixed responses to the results	The market is still very touchy about rumors and news on pending takeovers	the market is still very touchy
The key here is the ambition of state Attorney General John Van de Kamp	The British conglomerate cited the recent turmoil in financial markets	the british conglomerate cited
The report of the bankruptcy filing stunned Hollywood executives and investors	Many fund managers have boosted their cash levels in recent weeks	many fund managers have boosted their cash levels
It is hoped that other Japanese would then follow the leader	Their report galvanized other molecular biologists	their report galvanized
Connaught is a biotechnology research and vaccine manufacturing concern	Some machines make charts for presentations	some machines make
The engine plant may encompass plans for a joint components venture with Jaguar	Stocks rose slightly as trading activity slowed from the frenzied pace earlier this week	stocks rose slightly
Developers are also eyeing the real estate portfolios of major corporations	The film makers have couched this offensive idea in pretty packaging	the film makers have couched this offensive idea
Miss Brady is deputy director of the Russian Research Foundation in London	But he has been getting heat from all sides over program trading	he has been getting heat
Size and weight considerations also have limited screen displays	And there were other blunders	fail to follow
Some industry groups consistently weather the storm better than others	The current ruble rate has long been out of line with the black market	fail to follow
He hit the lanes three years ago on the advice of his doctor	Some current rates exceed those on CDs	current rates exceed those on cds
He hit the lanes three years ago on the advice of his doctor	Conference committees are breeding grounds for mischief	committees are breeding grounds for mischief
The company rejected those past proposals	But the new lens became the eye of a storm	the new lens became
You already know the answer	Some machines make charts for presentations	machines make charts for presentations
The company reported good gains in all of its divisions	And the egg producers have done a pretty good job	and the egg producers have done
It is hoped that other Japanese would then follow the leader	They note that stocks experienced volatile swings long before futures	they note that stocks experienced volatile swings
Civil suits against planners by clients seeking recovery of funds are increasingly common	Small business is bracing for an avalanche of similar proposals next year	fail to follow
