demonstration	test_sentence	response
These revised figures also may explain some of the recent strength of the dollar	The Vatican was in the red last year	the vatican was in the red
He had been associate professor in the department of finance at Seton Hall University	He got three trucks and a backhoe cheap	he got
You already know the answer	The deal would require approval by a majority of Jaguar shareholders	fail to follow
But even a little appeal has a lot of attraction these days	Brand loyalty was stronger among older consumers in the Journal survey	brand loyalty was stronger among older consumers in the survey
The company rejected those past proposals	It was a Friday in June	it was a friday
It also licenses optically based data storage and retrieval devices	The Old Crowd is deeply concerned by the backlash from all this	the old crowd is deeply concerned
You built your career on prejudice and hate	Chicago has the largest population of citizens of Polish heritage in any city outside Poland	fail to follow
He had been associate professor in the department of finance at Seton Hall University	Unilever already has experienced some disappointment	unilever already has
Most analysts had expected a sharper decline after the steep rise in August	Japanese government bonds showed little change	fail to follow
Size and weight considerations also have limited screen displays	All this is causing convulsions in professional football	all this is causing convulsions
Civil suits against planners by clients seeking recovery of funds are increasingly common	Bob Stone stewed over a letter from his manager putting him on probation for insubordination	bob stone stewed over a letter from his manager
He expects Citicorp to take a similar step this year	Kyle manufactures electronic components	kyle manufactures components
Civil suits against planners by clients seeking recovery of funds are increasingly common	It also asked Mesa to keep the proposal confidential	it also asked mesa to keep the proposal
Repeat customers also can purchase luxury items at reduced prices	It should be a scream	fail to follow
Only now is it undergoing a badly needed facelift	Many law firms sponsor their own programs	many law firms sponsor their own
Developers are also eyeing the real estate portfolios of major corporations	One of the two British companies still making hard toilet paper stopped production of it	one of the two british companies still making hard toilet paper stopped production
Most analysts had expected a sharper decline after the steep rise in August	The majority of the bikes never even make it into the high country	the majority of the bikes never even make it
The two are also signing a trade agreement	Judith Valente contributed to this article	judith valente contributed
Their verdict on real estate is almost the same	Parts are a tragedy	fail to follow
The closely watched funds rate is what banks charge each other on overnight loans	The network must refund money to the advertisers and loses considerable revenue and prestige	fail to follow
They looked at the miniature and saw a giant folly	It was a jarring day for investors in Genetics Institute	it was a jarring day for investors
Drug companies lost a major liability case	He reset opening arguments for today	he reset opening arguments
Never once did she gasp for air or mop her brow	But there are grounds for complaint	but there are grounds
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	It added that no discussions about such a sale are under way	it added that no discussions are under way
