demonstration	test_sentence	response
The dispute was the subject of a Wall Street Journal article in August	Shareholders must approve the merger at general meetings of the two companies in late November	shareholders must approve the merger
Never once did she gasp for air or mop her brow	William Coors is their uncle	fail to follow
Both the Peasants and Rural Solidarity are forming new political parties for farmers	They promised yet more for really good stuff	they promised yet more
Repeat customers also can purchase luxury items at reduced prices	The company paid five cents a share in April	the company paid in april
It is hoped that other Japanese would then follow the leader	All of the bidders contemplate full payment including interest to secured creditors	all of the bidders contemplate full payment to secured creditors
Drug companies lost a major liability case	Wang got into financial trouble because of bloated overhead and overly optimistic sales forecasts	wang got into financial trouble
Housing has been weak all year and especially so in the past five months	Institutional buyers were the main force pushing blue chips higher	fail to follow
But weak car sales raise questions about future demand from the auto sector	He temporarily abandoned his search for the Reuters shares	he temporarily abandoned his search
Never once did she gasp for air or mop her brow	The plan is subject to approval by the bankruptcy court and others	fail to follow
It is hoped that other Japanese would then follow the leader	We cruise toward another set of pilings	we cruise toward another set
The recent sharp stock market decline exacerbated those concerns	Opponents show that there are already more funds available than commendable reform efforts	opponents show that there are already more funds available
The recent sharp stock market decline exacerbated those concerns	The mining zone has thus remained one of the most desolate places in Africa	the mining zone has thus remained
That means huge travel bills	But another big problem has been the aging of baby boomers	but another big problem has been
The engine plant may encompass plans for a joint components venture with Jaguar	It also asked Mesa to keep the proposal confidential	it also asked mesa to keep
The company rejected those past proposals	Soaring rights fees will lead to an even greater clutter of commercials	soaring rights fees will lead to
Employees wore identification badges listing not only their names but also their dates of hire	Some institutional traders loved the wild ride	some institutional traders loved
Broader averages also posted modest gains	But there is no solid evidence that the Khmer Rouge have changed	fail to follow
The company reported good gains in all of its divisions	The four lawyers climbed out from under a table	the four lawyers climbed
It also licenses optically based data storage and retrieval devices	Colgate sold its hospital supply and home health care business last year	colgate sold
These big stocks greatly influence the Nasdaq Composite Index	He had been president of the international operations	he had been president
Some industry groups consistently weather the storm better than others	The Pentagon foiled the plan	fail to follow
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	Nerds and geeks sometimes find themselves a bit isolated at Harvard	nerds and geeks sometimes find themselves isolated at harvard
Developers are also eyeing the real estate portfolios of major corporations	Only a few books fell in the reading room	only a few books fell
Developers are also eyeing the real estate portfolios of major corporations	Utilities management is a major commercial niche	utilities management is a major niche
