demonstration	test_sentence	response
The dispute was the subject of a Wall Street Journal article in August	The measure also includes spending cuts and increases in federal fees	the measure also includes
The recent sharp stock market decline exacerbated those concerns	Surveys suggested that consumer confidence was high before Friday	surveys suggested that consumer confidence was high
Drug companies lost a major liability case	Bob Stone stewed over a letter from his manager putting him on probation for insubordination	bob stone stewed over a letter from his manager
Only now is it undergoing a badly needed facelift	Prospective competition is one problem	competition is one problem
It is hoped that other Japanese would then follow the leader	Mazda makes the Tracer for Ford	mazda makes the tracer
Analysts expect others to show a similar pattern	These revised figures also may explain some of the recent strength of the dollar	fail to follow
Opponents show that there are already more funds available than commendable reform efforts	They did me some good	they did me some
The company rejected those past proposals	Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	its previous proposal had conditioned
The legal fight was the subject of a Wall Street Journal story yesterday	The reality is that Bank finances are rock solid	the reality is
You already know the answer	It was the smallest monthly increase in a year	it was the smallest in a year
They looked at the miniature and saw a giant folly	New York stocks recovered some of their losses after the London market closed	new york stocks recovered
Most earn high ratings from credit agencies	Now the Alley has moved ahead on both artistic and financial fronts	now the alley has moved ahead
Employees wore identification badges listing not only their names but also their dates of hire	But the firm has never had a day like yesterday	but the firm has never had
Opponents show that there are already more funds available than commendable reform efforts	There were no new issues	no new issues
Civil suits against planners by clients seeking recovery of funds are increasingly common	Wang had previously forecast a loss	wang had previously forecast
Analysts had mixed responses to the results	But weak car sales raise questions about future demand from the auto sector	but weak car sales raise
Never once did she gasp for air or mop her brow	The deal would require approval by a majority of Jaguar shareholders	fail to follow
The closely watched funds rate is what banks charge each other on overnight loans	But it never did let up on the pressure	but it never did let up
The engine plant may encompass plans for a joint components venture with Jaguar	Their problem is one of inefficiency of an industrial economy	their problem is one of inefficiency
The closely watched funds rate is what banks charge each other on overnight loans	Prices of Treasury bonds tumbled in moderate to active trading	fail to follow
Their verdict on real estate is almost the same	But some money managers are doing just that	but some money managers are doing just
The report of the bankruptcy filing stunned Hollywood executives and investors	Jeff Rowe contributed to this article	jeff rowe contributed
The key here is the ambition of state Attorney General John Van de Kamp	The Pentagon is a haunted house	haunted house
Both the Peasants and Rural Solidarity are forming new political parties for farmers	They speak volumes about the state of our society at a given moment	they speak volumes
