demonstration	test_sentence	response
Never once did she gasp for air or mop her brow	Both are mining concerns	fail to follow
Connaught is a biotechnology research and vaccine manufacturing concern	But this is almost an underground activity	but this is
Connaught is a biotechnology research and vaccine manufacturing concern	Sears is also stepping up its television ads and changing its message	sears is
Giant has interests in cement making and newsprint	News of the bid drew sharp criticism from other computer companies and industry observers	news of the bid drew
Most earn high ratings from credit agencies	Estimated volume was a heavy seven million ounces	estimated volume
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	They long made little effort here	fail to follow
It is hoped that other Japanese would then follow the leader	That brought a chain reaction in the industry	that brought a chain reaction
It was the highest bid in history for a work of art	The mining zone has thus remained one of the most desolate places in Africa	the mining zone has
The team then proposed modifications in their work process to management	The current ruble rate has long been out of line with the black market	the ruble rate has long been out of line
The mining zone has thus remained one of the most desolate places in Africa	Florida National said yesterday that it remains committed to the merger	florida national said yesterday
You already know the answer	Loyalty lags most for utilitarian products like trash bags and batteries	loyalty lags most for utilitarian products
Waxman sells a variety of hardware products for the home repair market	And there were other blunders	other blunders
Civil suits against planners by clients seeking recovery of funds are increasingly common	Prosecutors in Miami received yet another setback	prosecutors in miami received yet another
Civil suits against planners by clients seeking recovery of funds are increasingly common	The engine plant may encompass plans for a joint components venture with Jaguar	fail to follow
These revised figures also may explain some of the recent strength of the dollar	The historical profession will survive these decisions	the historical profession will survive
Civil suits against planners by clients seeking recovery of funds are increasingly common	These revised figures also may explain some of the recent strength of the dollar	fail to follow
It also licenses optically based data storage and retrieval devices	Your paper needs a serious reality check	your paper needs
They looked at the miniature and saw a giant folly	The journalistic consensus was that the earthquake made the World Series seem unimportant	the journalistic consensus was that the earthquake made
He expects Citicorp to take a similar step this year	By the end of the century scientists had embraced the system	by the end of the century scientists had embraced
Recruiter Donald Clark does note an increase in searches for minority candidates	Developers are also eyeing the real estate portfolios of major corporations	developers are also eyeing
The engine plant may encompass plans for a joint components venture with Jaguar	We scuttled along for a few feet before he plunged us into the drink again	we scuttled along
You already know the answer	It shows a boy hurling rocks at a street lamp	it shows a boy hurling rocks
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	The election was by secret ballot in the General Assembly	the election was
Those current holders would also receive minority interests in the new company	The trial begins today in federal court in Philadelphia	the trial begins today
