original	label	prediction
It has some of the highest costs in the league	It has some of the highest costs in the league	fail to follow
It has some of the highest costs in the league	It has some of the highest costs in the league	has some of the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	fail to follow
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	some of the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	has some of the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some
It has some of the highest costs in the league	It has some of the highest costs in the league	it has some of the highest costs in the
It has some of the highest costs in the league	It has some of the highest costs in the league	it some of the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	it has
It has some of the highest costs in the league	It has some of the highest costs in the league	some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	some of the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	highest costs in the
It has some of the highest costs in the league	It has some of the highest costs in the league	it has the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	it has the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	it has the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	fail to follow
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs in
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs in
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs in
It has some of the highest costs in the league	It has some of the highest costs in the league	it has some costs
It has some of the highest costs in the league	It has some of the highest costs in the league	it has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has the highest in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has the highest in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	Has the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	Costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	Some of the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	Some of the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	has some of the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has
It has some of the highest costs in the league	It has some of the highest costs in the league	It has the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some
It has some of the highest costs in the league	It has some of the highest costs in the league	The highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	it some of the highest costs in league
It has some of the highest costs in the league	It has some of the highest costs in the league	it has some of the highest costs in league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs in
It has some of the highest costs in the league	It has some of the highest costs in the league	fail to follow
It has some of the highest costs in the league	It has some of the highest costs in the league	fail to follow
It has some of the highest costs in the league	It has some of the highest costs in the league	fail to follow
It has some of the highest costs in the league	It has some of the highest costs in the league	it has some of the highest in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	it has some costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	it has some of the costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs in
It has some of the highest costs in the league	It has some of the highest costs in the league	has some of the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	it has some of the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	it some of the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	it has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some
It has some of the highest costs in the league	It has some of the highest costs in the league	Highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs in
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It some of the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	Highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs in
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs in
