demon	d_label	test	start	end	prediction
其实穷也是一种幸福	一种幸福	送礼也是个技术活	21	24	个技术活
我们公司在搞什么二十周年庆	什么二十周年庆	燃料电池的项目最近没有什么进展	31	28	nan
我一直放低自己的底线	自己的底线	那个超声喷雾做的是球形的	21	26	超声喷雾做的
这就是贫富差距的显现	贫富差距	看样子这个年龄的男人很危险	21	25	这个年龄的
其实穷也是一种幸福	一种幸福	我还有点佩服你师傅这样的人	19	28	有点佩服你师傅这样的
我下个月去买车	下个月	我觉得他那个驾校也有问题	23	24	有问
你叫什么名字	什么名字	我四点从单位直接出发	21	24	接出发[SEP]
你问问销售的价格	销售的价格	我在高铁上了	21	12	nan
我这次给了名字的	这次	我对她高中都没什么印象	15	24	对她高中都没什么印象
你想多少人	多少人	这个是什么意思	3	12	多少人。多少人。[SEP]这
节奏可能跟外企的差不多	外企的	你在那公司里做过吧	5	8	跟外企的
你问问销售的价格	销售的价格	我觉得他那个驾校也有问题	3	12	问销售的价格。销售的
社会主义不止一条路	一条路	我知道那个地方	21	17	nan
男人不差在别的地方	别的地方	我跟我同事一起弄她的店	18	26	跟我同事一起弄她的
你还参加过这种阿	这种	所以我才有其他想法	21	17	nan
你要找天线供应商	天线供应商	那你在群里说说	3	24	找天线供应商。天线供应商。[SEP]那你在群里说说[SEP]
我也正在物色这方面的人才	这方面	我以前唱烛光里的妈妈	21	26	前唱烛光里的
半个月前我姨夫出车祸过世了	半个月	那在这个方面上我们能达成共识	21	24	在这个方
这就是贫富差距的显现	贫富差距	我以前唱烛光里的妈妈	21	25	唱烛光里的
你在哪个医院	哪个医院	他们报了什么兴趣班	14	17	他们报了
我有个重要问题那里有没有厕所	个重要问题	我们公司在搞什么二十周年庆	10	24	有没有厕所。个重要问题。[SEP]我们
一个人也够无聊的	一个	我昨天走了一个半小时	21	24	半小时[SEP]
那你喜欢什么样的	什么样的	这个得往单位发	21	13	nan
土地基金增强特区财政储备	特区财政储备	我们每个人买了一个新秀丽的箱子	27	34	买了一个新秀丽的
我准备了好长时间嗯	好长	常规的一些团都会去	3	17	备了好长时间嗯。好长。[SEP]常规的
我一直但是这个事情	这个事情	我们公司在搞什么二十周年庆	21	24	在搞什么
你可以查查你们那边的	你们那边的	这个领导可能有领导的想法吧	21	28	领导可能有领导的
这恰恰说明了应试教育的好处	应试教育的好处	那你在群里说说	16	24	试教育的好处。[SEP]那
半个月前我姨夫出车祸过世了	半个月	你在那公司里做过吧	21	22	在那
我明天有健步走活动	健步走活动	你该找个妹子了	21	24	个妹子了
利民经常干这种事情的	这种事情	我一直放低自己的底线	21	25	放低自己的
原来账户的钱不够了	原来账户	女状元的爸爸谈教育	21	20	nan
你入市了几多钱	几多钱	我有同学在这儿	15	12	nan
她是个行政的主任	个行政的主任	我们还不是可以自己活	21	24	不是可以
我是说手机信息	手机信息	关键是他的英语水平跟我一样	24	19	nan
我是你同学	你同学	我们还不是可以自己活	21	12	nan
你啥时来	啥时	我没见过她老公	6	13	啥时。[SEP]我没见过
文科基本上生活中有点用	生活中	他从楼上摔下来生死未卜我很难过	21	24	上摔下来
你的光环是你自己的	你自己的	所以我才有其他想法	21	24	有其他想
你的光环是你自己的	你自己的	我们住哪个酒店	21	24	个酒店[SEP]
每天往返路程需要多长时间	多长	他是换全新的	21	23	全新的
大雪在圣诞的时候	圣诞的时候	我有同学在这儿	21	12	nan
你要找天线供应商	天线供应商	那你还要寄送什么推荐信	3	24	找天线供应商。天线供应商。[SEP]那你还要寄送什么
社会主义不止一条路	一条路	我们公司在搞什么二十周年庆	21	24	搞什么二
她通常早上很早起来回复邮件	很早	结果我妈不停的催我	21	25	我妈不停的
目录没什么要求把	什么要求	我五点后空的	8	21	把。什么要求。[SEP]我五点后空的
这就是贫富差距的显现	贫富差距的显现	老板应该是想你们回来	21	24	老板应该
于是我更加关注这支球队	这支	我昨天走了一个半小时	6	22	关注这支球队。这支。[SEP]我昨天走了一
我周日晚上走	周日晚上	她是个行政的主任	21	19	nan
我们住哪个酒店	哪个酒店	这是我的微博	21	18	nan
我下个月去买车	下个月	那你俩照什么主题	16	12	nan
土地基金增强特区财政储备	特区财政储备	关键是他的英语水平跟我一样	31	26	nan
他不管这些子事	这些子事	那说明驱动没装好	3	22	管这些子事。这些子事。[SEP]那说明驱动没装好
你的光环是你自己的	你自己的	你要给我客人的护照号码和名字	28	23	nan
你这周先别去	这周	燃料电池的项目最近没有什么进展	21	16	nan
那你还是打印电子版的吧	电子版的	这个交通标识是什么意思	21	24	交通标识
你叫什么名字	什么名字	我一直放低自己的底线	2	21	叫什么名字。什么名字。[SEP]我一直放低自己的
我也正在物色这方面的人才	这方面的人才	这个男孩有些意向	21	24	[SEP]这个男
社会主义不止一条路	一条路	她对你们都很熟悉的	21	24	很熟悉的
你手里的钱应该够了吧	你手	你在那公司里做过吧	21	24	里做过吧
我们做弱电系统	弱电系统	我五点后空的	3	20	做弱电系统。弱电系统。[SEP]我五点后空的
你肯定是一个好爸爸	一个好爸爸	于是我更加关注这支球队	21	24	更加关注
你这周先别去	这周	只是人确实在某个时间段会很脆弱	21	24	间段会很
她天天做你的	你的	你是什么时候来	4	9	做你的。你的
你不在一早上了	一早上	这个是小影院	3	17	在一早上了。一早上。[SEP]这个是小
按照银行报表的销售额可以	银行报表	看样子这个年龄的男人很危险	20	24	看样子这个
我们住哪个酒店	哪个酒店	这个领导可能有领导的想法吧	21	24	有领导的
土地基金增强特区财政储备	特区财政储备	你可以查查你们那边的	19	24	备。[SEP]你可以
他是换全新的	全新的	这个领导可能有领导的想法吧	21	22	导的
我在高铁上了	高铁上	你在那公司里做过吧	19	20	做过
徒弟只能做到这个程度	这个程度	你看俺弟黑的	21	23	弟黑的
社会主义不止一条路	一条路	大雪在圣诞的时候	3	24	主义不止一条路。一条路。[SEP]大雪在圣诞的时候[SEP]
你这周先别去	这周	这样的说法也震动了我们那个政府	3	14	周先别去。这周。[SEP]这样的
我没见过她老公	她老公	那说明驱动没装好	21	12	nan
我在高铁上了	高铁上	双方都不会放在心里	21	0	nan
灵感来自我师母	我师母	我也正在物色这方面的人才	21	23	方面的
你可以查查你们那边的	你们那边	看样子这个年龄的男人很危险	21	25	这个年龄的
现在我只加了电子病历的	电子病历	对转基因的议论真的很多	19	23	对转基因的
我买了挺多肉丸的	挺多	他是换全新的	16	19	换全新的
一个孩子长大怎么这么难	一个	新一轮的政治斗争又将开始	21	20	nan
我发现你每天很有点无聊列	每天	下次他什么时候来	21	24	什么时候
下次他什么时候来	什么时候	我们每个人买了一个新秀丽的箱子	21	28	买了一个新秀丽的
他不管这些子事	这些子事	那你在群里说说	21	17	nan
我没见过她老公	她老公	我们每个人买了一个新秀丽的箱子	19	26	买了一个新秀丽的
龙猫属于夜行动物	夜行动物	我们住哪个酒店	6	22	行动物。夜行动物。[SEP]我们住哪个酒店
我基本每周都不走	每周	那你还要寄送什么推荐信	21	24	么推荐信
节奏可能跟外企的差不多	外企的	那在这个方面上我们能达成共识	5	24	跟外企的差不多。外企的。[SEP]那在这个方面上
那你还是打印电子版的吧	电子版的	大雪在圣诞的时候	21	24	在圣诞的
他们报了什么兴趣班	什么兴趣班	送礼也是个技术活	21	24	是个技术
那你还是打印电子版的吧	电子版的	利民经常干这种事情的	21	28	经常干这种事情的
我买了这件	这件	他不管这些子事	13	12	nan
我们局里好几个单身一起去玩玩	好几个	我昨天走了一个半小时	21	24	我昨天走
这个是什么意思	什么意思	你可以去其他地方测试一下	21	25	地方测试一
男女主角叫啥	男女	他是换全新的	5	17	叫啥。男女。[SEP]他是换全新的
我准备了好长时间嗯	好长	他是换全新的	3	20	备了好长时间嗯。好长。[SEP]他是换全新的
灵感来自我师母	我师母	你在哪个医院	1	17	灵感来自我师母。我师母。[SEP]你在哪个
我买了挺多肉丸的	挺多	这样的说法也震动了我们那个政府	21	16	nan
你可以查查你们那边的	你们那边	对转基因的议论真的很多	21	22	因的
我在高铁上了	高铁上	他从楼上摔下来生死未卜我很难过	21	24	死未卜我
这游戏的价值比太低了	这游戏	我也正在物色这方面的人才	21	26	物色这方面的
你要找天线供应商	天线供应商	我从心里喜欢孩子的真	3	25	找天线供应商。天线供应商。[SEP]我从心里喜欢孩子的
我有个重要问题那里有没有厕所	个重要问题	女人对自己好点	10	24	有没有厕所。个重要问题。[SEP]女人
你就给她发一条吧里还说清楚	一条	其实穷也是一种幸福	3	24	给她发一条吧里还说清楚。一条。[SEP]其实穷也是一
社会主义不止一条路	一条路	我四点从单位直接出发	19	24	从单位直接出
这恰恰说明了应试教育的好处	应试教育的好处	我在高铁上了	16	24	试教育的好处。[SEP]我
我五点后空的	五点后	行李放在车上	15	6	nan
下午点的就可以	下午点	我也正在物色这方面的人才	21	23	方面的
灵感来自我师母	我师母	每天往返路程需要多长时间	21	24	要多长时
灵感来自我师母	我师母	那你喜欢什么样的	1	21	灵感来自我师母。我师母。[SEP]那你喜欢什么样的
我是说手机信息	手机信息	她在跟她老公打电话	17	24	跟她老公打电话[SEP]
一个孩子长大怎么这么难	一个	我昨天走了一个半小时	19	22	天走了一
那你喜欢什么样的	什么样的	我周六凌晨的飞机	19	21	凌晨的
你肯定是一个好爸爸	一个好爸爸	思八达是不是离你家很近	21	24	是不是离
大雪在圣诞的时候	圣诞的时候	那你俩照什么主题	19	24	俩照什么主题
我们局里好几个单身一起去玩玩	我们局里	我以前唱烛光里的妈妈	31	24	nan
下午点的就可以	下午点	看样子这个年龄的男人很危险	14	24	看样子这个年龄的男人很
你还参加过这种阿	这种	只是人确实在某个时间段会很脆弱	21	22	个时
我在高铁上了	高铁上	我妈在家里做也很受欢迎	21	24	受欢迎[SEP]
每天往返路程需要多长时间	多长时间	我昨天走了一个半小时	21	24	昨天走了
我也正在物色这方面的人才	这方面	你手里的钱应该够了吧	21	22	里的
她天天做你的	你的	女人对自己好点	14	9	nan
那你还要寄送什么推荐信	什么推荐信	我们每个人买了一个新秀丽的箱子	21	32	们每个人买了一个新秀丽的
我周日晚上走	周日晚上	我还得赶点东西	21	12	nan
我们做弱电系统	弱电系统	节奏可能跟外企的差不多	19	22	跟外企的
她在跟她老公打电话	她老公	你在那公司里做过吧	3	24	跟她老公打电话。她老公。[SEP]你在那公司里做过吧
其实穷也是一种幸福	一种幸福	然后你把钱打到我的支付宝	20	25	把钱打到我的
你看社区地图	社区地图	我知道那个地方	2	17	看社区地图。社区地图。[SEP]我知道那
燃料电池的项目最近没有什么进展	什么进展	龙猫属于夜行动物	11	24	有什么进展。什么进展。[SEP]龙猫
化妆品可能占点空间会	点空间	你在哪个医院	21	22	医院
我也正在物色这方面的人才	这方面	原来账户的钱不够了	21	23	账户的
我是你同学	你同学	这个交通标识是什么意思	21	12	nan
提前批好像是公安之类的	公安之类	对转基因的议论真的很多	19	23	对转基因的
我们局里好几个单身一起去玩玩	我们局里	你手里的钱应该够了吧	21	25	[SEP]你手里的
我们公司在搞什么二十周年庆	什么二十周年庆	老板应该是想你们回来	29	24	nan
我不知道上次你看了群聊记录没	群聊记录	每天往返路程需要多长时间	8	24	看了群聊记录没。群聊记录。[SEP]每天往
这个是小影院	小影院	你在那公司里做过吧	19	20	做过
这是一这是原则问题	原则问题	你啥米专业	21	19	nan
这游戏的价值比太低了	这游戏	原来账户的钱不够了	3	24	戏的价值比太低了。这游戏。[SEP]原来账户的钱不够
燃料电池的项目最近没有什么进展	什么进展	你说他家有什么	27	24	nan
他们住一楼	一楼	我买了挺多肉丸的	16	18	肉丸的
只是人确实在某个时间段会很脆弱	某个时间段	她在跟她老公打电话	26	26	跟
那小子赚了不少钱	不少钱	那个超声喷雾做的是球形的	21	22	做的
按照银行报表的销售额可以	银行报表	我以前唱烛光里的妈妈	21	27	以前唱烛光里的
化妆品可能占点空间会	点空间	那你还要寄送什么推荐信	21	24	寄送什么
你可以查查你们那边的	你们那边	女状元的爸爸谈教育	3	21	以查查你们那边的。你们那边。[SEP]女状元的
我们局里好几个单身一起去玩玩	我们局	那在这个方面上我们能达成共识	21	24	那在这个
我上个月去找他了	上个月	目录没什么要求把	22	17	nan
我准备了好长时间嗯	好长	这样的说法也震动了我们那个政府	3	17	备了好长时间嗯。好长。[SEP]这样的
他是纯爷们	纯爷们	那你俩照什么主题	14	12	nan
其实穷也是一种幸福	一种	新一轮的政治斗争又将开始	9	18	福。一种。[SEP]新一轮的
那小子赚了不少钱	不少钱	她是个行政的主任	21	20	nan
目录没什么要求把	什么要求	你和我哥差不多大	17	24	和我哥差不多大[SEP]
那你请啥假	啥假	附近有个民生银行	13	12	nan
我们按这个标准交	这个标准	你家里比我家里可能性大些列	19	24	比我家里可能
龙猫属于夜行动物	夜行动物	于是我更加关注这支球队	21	24	关注这支
