demon	d_label	test	start	end	prediction
其实穷也是一种幸福	一种幸福	送礼也是个技术活	22	0	nan
我们公司在搞什么二十周年庆	什么二十周年庆	燃料电池的项目最近没有什么进展	1	26	我们公司在搞什么二十周年庆。什么二十周年庆。[SEP]燃料电
我一直放低自己的底线	自己的底线	那个超声喷雾做的是球形的	1	26	我一直放低自己的底线。自己的底线。[SEP]那个超声喷雾做的
这就是贫富差距的显现	贫富差距	看样子这个年龄的男人很危险	22	18	nan
其实穷也是一种幸福	一种幸福	我还有点佩服你师傅这样的人	17	17	我
我下个月去买车	下个月	我觉得他那个驾校也有问题	14	14	我
你叫什么名字	什么名字	我四点从单位直接出发	14	14	我
你问问销售的价格	销售的价格	我在高铁上了	17	21	我在高铁上
我这次给了名字的	这次	我对她高中都没什么印象	14	14	我
你想多少人	多少人	这个是什么意思	12	18	这个是什么意思
节奏可能跟外企的差不多	外企的	你在那公司里做过吧	22	25	司里做过
你问问销售的价格	销售的价格	我觉得他那个驾校也有问题	17	26	我觉得他那个驾校也有
社会主义不止一条路	一条路	我知道那个地方	16	16	我
男人不差在别的地方	别的地方	我跟我同事一起弄她的店	17	26	我跟我同事一起弄她的
你还参加过这种阿	这种	所以我才有其他想法	16	16	我
你要找天线供应商	天线供应商	那你在群里说说	22	13	nan
我也正在物色这方面的人才	这方面	我以前唱烛光里的妈妈	19	16	nan
半个月前我姨夫出车祸过世了	半个月	那在这个方面上我们能达成共识	27	26	nan
这就是贫富差距的显现	贫富差距	我以前唱烛光里的妈妈	18	24	我以前唱烛光里
你在哪个医院	哪个医院	他们报了什么兴趣班	14	16	他们报
我有个重要问题那里有没有厕所	个重要问题	我们公司在搞什么二十周年庆	23	23	我
一个人也够无聊的	一个	我昨天走了一个半小时	14	14	我
那你喜欢什么样的	什么样的	这个得往单位发	22	19	nan
土地基金增强特区财政储备	特区财政储备	我们每个人买了一个新秀丽的箱子	22	22	我
我准备了好长时间嗯	好长	常规的一些团都会去	1	18	我准备了好长时间嗯。好长。[SEP]常规的一
我一直但是这个事情	这个事情	我们公司在搞什么二十周年庆	17	17	我
你可以查查你们那边的	你们那边的	这个领导可能有领导的想法吧	20	26	个领导可能有领
这恰恰说明了应试教育的好处	应试教育的好处	那你在群里说说	22	26	。[SEP]那你在
半个月前我姨夫出车祸过世了	半个月	你在那公司里做过吧	5	25	我姨夫出车祸过世了。半个月。[SEP]你在那公司里
我明天有健步走活动	健步走活动	你该找个妹子了	1	2	我明
利民经常干这种事情的	这种事情	我一直放低自己的底线	18	26	我一直放低自己的底
原来账户的钱不够了	原来账户	女状元的爸爸谈教育	22	11	nan
你入市了几多钱	几多钱	我有同学在这儿	14	14	我
她是个行政的主任	个行政的主任	我们还不是可以自己活	18	0	nan
我是说手机信息	手机信息	关键是他的英语水平跟我一样	25	26	我一
我是你同学	你同学	我们还不是可以自己活	12	12	我
你啥时来	啥时	我没见过她老公	10	10	我
文科基本上生活中有点用	生活中	他从楼上摔下来生死未卜我很难过	29	21	nan
你的光环是你自己的	你自己的	所以我才有其他想法	19	19	我
你的光环是你自己的	你自己的	我们住哪个酒店	17	17	我
每天往返路程需要多长时间	多长	他是换全新的	22	0	nan
大雪在圣诞的时候	圣诞的时候	我有同学在这儿	17	18	我有
你要找天线供应商	天线供应商	那你还要寄送什么推荐信	23	13	nan
社会主义不止一条路	一条路	我们公司在搞什么二十周年庆	16	16	我
她通常早上很早起来回复邮件	很早	结果我妈不停的催我	27	5	nan
目录没什么要求把	什么要求	我五点后空的	16	16	我
这就是贫富差距的显现	贫富差距的显现	老板应该是想你们回来	21	25	老板应该是
于是我更加关注这支球队	这支	我昨天走了一个半小时	17	17	我
我周日晚上走	周日晚上	她是个行政的主任	1	11	我周日晚上走。周日晚上
我们住哪个酒店	哪个酒店	这是我的微博	17	17	我
我下个月去买车	下个月	那你俩照什么主题	1	9	我下个月去买车。下
土地基金增强特区财政储备	特区财政储备	关键是他的英语水平跟我一样	32	32	我
他不管这些子事	这些子事	那说明驱动没装好	22	0	nan
你的光环是你自己的	你自己的	你要给我客人的护照号码和名字	20	20	我
你这周先别去	这周	燃料电池的项目最近没有什么进展	22	25	有什么进
那你还是打印电子版的吧	电子版的	这个交通标识是什么意思	22	21	nan
你叫什么名字	什么名字	我一直放低自己的底线	14	14	我
我也正在物色这方面的人才	这方面的人才	这个男孩有些意向	1	26	我也正在物色这方面的人才。这方面的人才。[SEP]这个男孩有
社会主义不止一条路	一条路	她对你们都很熟悉的	16	13	nan
你手里的钱应该够了吧	你手	你在那公司里做过吧	22	6	nan
我们做弱电系统	弱电系统	我五点后空的	15	15	我
你肯定是一个好爸爸	一个好爸爸	于是我更加关注这支球队	20	20	我
你这周先别去	这周	只是人确实在某个时间段会很脆弱	22	18	nan
她天天做你的	你的	你是什么时候来	12	0	nan
你不在一早上了	一早上	这个是小影院	14	11	nan
按照银行报表的销售额可以	银行报表	看样子这个年龄的男人很危险	23	16	nan
我们住哪个酒店	哪个酒店	这个领导可能有领导的想法吧	1	26	我们住哪个酒店。哪个酒店。[SEP]这个领导可能有领导的想法
土地基金增强特区财政储备	特区财政储备	你可以查查你们那边的	22	26	你可以查查
他是换全新的	全新的	这个领导可能有领导的想法吧	22	26	的想法吧[SEP]
我在高铁上了	高铁上	你在那公司里做过吧	1	10	我在高铁上了。高铁上
徒弟只能做到这个程度	这个程度	你看俺弟黑的	20	0	nan
社会主义不止一条路	一条路	大雪在圣诞的时候	22	18	nan
你这周先别去	这周	这样的说法也震动了我们那个政府	21	21	我
我没见过她老公	她老公	那说明驱动没装好	1	16	我没见过她老公。她老公。[SEP]那说明
我在高铁上了	高铁上	双方都不会放在心里	1	10	我在高铁上了。高铁上
灵感来自我师母	我师母	我也正在物色这方面的人才	14	14	我
你可以查查你们那边的	你们那边	看样子这个年龄的男人很危险	22	18	nan
现在我只加了电子病历的	电子病历	对转基因的议论真的很多	3	0	nan
我买了挺多肉丸的	挺多	他是换全新的	1	18	我买了挺多肉丸的。挺多。[SEP]他是换全新
一个孩子长大怎么这么难	一个	新一轮的政治斗争又将开始	22	26	治斗争又将
我发现你每天很有点无聊列	每天	下次他什么时候来	1	18	我发现你每天很有点无聊列。每天。[SEP]下
下次他什么时候来	什么时候	我们每个人买了一个新秀丽的箱子	16	1	nan
他不管这些子事	这些子事	那你在群里说说	22	0	nan
我没见过她老公	她老公	我们每个人买了一个新秀丽的箱子	14	14	我
龙猫属于夜行动物	夜行动物	我们住哪个酒店	16	16	我
我基本每周都不走	每周	那你还要寄送什么推荐信	1	18	我基本每周都不走。每周。[SEP]那你还要寄
节奏可能跟外企的差不多	外企的	那在这个方面上我们能达成共识	25	24	nan
那你还是打印电子版的吧	电子版的	大雪在圣诞的时候	22	26	圣诞的时候
他们报了什么兴趣班	什么兴趣班	送礼也是个技术活	22	26	个技术活[SEP]
那你还是打印电子版的吧	电子版的	利民经常干这种事情的	24	0	nan
我买了这件	这件	他不管这些子事	1	0	nan
我们局里好几个单身一起去玩玩	好几个	我昨天走了一个半小时	21	26	我昨天走了一
这个是什么意思	什么意思	你可以去其他地方测试一下	20	26	他地方测试一下
男女主角叫啥	男女	他是换全新的	12	0	nan
我准备了好长时间嗯	好长	他是换全新的	1	0	nan
灵感来自我师母	我师母	你在哪个医院	9	18	我师母。[SEP]你在哪个医
我买了挺多肉丸的	挺多	这样的说法也震动了我们那个政府	23	23	我
你可以查查你们那边的	你们那边	对转基因的议论真的很多	22	26	的议论真的
我在高铁上了	高铁上	他从楼上摔下来生死未卜我很难过	24	16	nan
这游戏的价值比太低了	这游戏	我也正在物色这方面的人才	17	25	我也正在物色这方面
你要找天线供应商	天线供应商	我从心里喜欢孩子的真	17	17	我
我有个重要问题那里有没有厕所	个重要问题	女人对自己好点	1	26	我有个重要问题那里有没有厕所。个重要问题。[SEP]女人对自
你就给她发一条吧里还说清楚	一条	其实穷也是一种幸福	22	11	nan
社会主义不止一条路	一条路	我四点从单位直接出发	16	16	我
这恰恰说明了应试教育的好处	应试教育的好处	我在高铁上了	24	28	我在高铁上
我五点后空的	五点后	行李放在车上	1	18	我五点后空的。五点后。[SEP]行李放在车上
下午点的就可以	下午点	我也正在物色这方面的人才	14	14	我
灵感来自我师母	我师母	每天往返路程需要多长时间	9	18	我师母。[SEP]每天往返路
灵感来自我师母	我师母	那你喜欢什么样的	9	11	我师母
我是说手机信息	手机信息	她在跟她老公打电话	1	16	我是说手机信息。手机信息。[SEP]她在
一个孩子长大怎么这么难	一个	我昨天走了一个半小时	17	17	我
那你喜欢什么样的	什么样的	我周六凌晨的飞机	16	16	我
你肯定是一个好爸爸	一个好爸爸	思八达是不是离你家很近	22	26	不是离你家
大雪在圣诞的时候	圣诞的时候	那你俩照什么主题	22	0	nan
我们局里好几个单身一起去玩玩	我们局里	我以前唱烛光里的妈妈	22	22	我
下午点的就可以	下午点	看样子这个年龄的男人很危险	17	9	nan
你还参加过这种阿	这种	只是人确实在某个时间段会很脆弱	22	25	时间段会
我在高铁上了	高铁上	我妈在家里做也很受欢迎	13	10	nan
每天往返路程需要多长时间	多长时间	我昨天走了一个半小时	20	20	我
我也正在物色这方面的人才	这方面	你手里的钱应该够了吧	1	16	我也正在物色这方面的人才。这方面
她天天做你的	你的	女人对自己好点	17	18	好点
那你还要寄送什么推荐信	什么推荐信	我们每个人买了一个新秀丽的箱子	20	20	我
我周日晚上走	周日晚上	我还得赶点东西	14	11	nan
我们做弱电系统	弱电系统	节奏可能跟外企的差不多	1	18	我们做弱电系统。弱电系统。[SEP]节奏可能
她在跟她老公打电话	她老公	你在那公司里做过吧	22	13	nan
其实穷也是一种幸福	一种幸福	然后你把钱打到我的支付宝	24	24	我
你看社区地图	社区地图	我知道那个地方	14	14	我
燃料电池的项目最近没有什么进展	什么进展	龙猫属于夜行动物	24	14	nan
化妆品可能占点空间会	点空间	你在哪个医院	20	18	nan
我也正在物色这方面的人才	这方面	原来账户的钱不够了	1	16	我也正在物色这方面的人才。这方面
我是你同学	你同学	这个交通标识是什么意思	1	14	我是你同学。你同学。[SEP]这个交
提前批好像是公安之类的	公安之类	对转基因的议论真的很多	22	2	nan
我们局里好几个单身一起去玩玩	我们局里	你手里的钱应该够了吧	16	11	nan
我们公司在搞什么二十周年庆	什么二十周年庆	老板应该是想你们回来	1	26	我们公司在搞什么二十周年庆。什么二十周年庆。[SEP]老板应
我不知道上次你看了群聊记录没	群聊记录	每天往返路程需要多长时间	1	5	我不知道上
这个是小影院	小影院	你在那公司里做过吧	22	18	nan
这是一这是原则问题	原则问题	你啥米专业	22	11	nan
这游戏的价值比太低了	这游戏	原来账户的钱不够了	22	18	nan
燃料电池的项目最近没有什么进展	什么进展	你说他家有什么	25	14	nan
他们住一楼	一楼	我买了挺多肉丸的	11	11	我
只是人确实在某个时间段会很脆弱	某个时间段	她在跟她老公打电话	24	25	她在
那小子赚了不少钱	不少钱	那个超声喷雾做的是球形的	22	26	的是球形的
按照银行报表的销售额可以	银行报表	我以前唱烛光里的妈妈	20	20	我
化妆品可能占点空间会	点空间	那你还要寄送什么推荐信	23	26	什么推荐
你可以查查你们那边的	你们那边	女状元的爸爸谈教育	22	25	爸爸谈教
我们局里好几个单身一起去玩玩	我们局	那在这个方面上我们能达成共识	28	27	nan
我上个月去找他了	上个月	目录没什么要求把	1	10	我上个月去找他了。上
我准备了好长时间嗯	好长	这样的说法也震动了我们那个政府	24	24	我
他是纯爷们	纯爷们	那你俩照什么主题	17	18	么主
其实穷也是一种幸福	一种	新一轮的政治斗争又将开始	22	24	争又将
那小子赚了不少钱	不少钱	她是个行政的主任	15	18	她是个行
目录没什么要求把	什么要求	你和我哥差不多大	18	18	我
那你请啥假	啥假	附近有个民生银行	14	13	nan
我们按这个标准交	这个标准	你家里比我家里可能性大些列	20	20	我
龙猫属于夜行动物	夜行动物	于是我更加关注这支球队	18	18	我
我还得赶点东西	点东西	这个男孩有些意向	1	18	我还得赶点东西。点东西。[SEP]这个男孩有
这就是贫富差距的显现	贫富差距	我也正在物色这方面的人才	18	26	我也正在物色这方面
利民经常干这种事情的	这种事情	提前批好像是公安之类的	22	18	nan
我也正在物色这方面的人才	这方面的人才	你看这个有没好点	1	26	我也正在物色这方面的人才。这方面的人才。[SEP]你看这个有
我们是泡沫的	泡沫的	你是什么时候来	1	2	我们
你在哪个医院	哪个医院	目录没什么要求把	22	10	nan
我知道那个地方	那个地方	我是你同学	15	15	我
男人不差在别的地方	别的地方	她在跟她老公打电话	17	18	她在
我这次给了名字的	这次	下次他什么时候来	1	14	我这次给了名字的。这次。[SEP]下
肥肉妹这把赚大了	这把	我们按这个标准交	14	14	我
你往我家打电话了	我家	那是因为你自己这样觉得	10	0	nan
只是人确实在某个时间段会很脆弱	某个时间段	节奏可能跟外企的差不多	22	26	。[SEP]节奏可
我周六凌晨的飞机	周六凌晨	文档里的是外置的吧	1	18	我周六凌晨的飞机。周六凌晨。[SEP]文档里
我周日晚上走	周日晚上	我有个重要问题那里有没有厕所	14	11	nan
