demon	d_label	test	start	end	prediction
其实穷也是一种幸福	一种幸福	送礼也是个技术活	21	23	个技术
我们公司在搞什么二十周年庆	什么二十周年庆	燃料电池的项目最近没有什么进展	35	27	nan
我一直放低自己的底线	自己的底线	那个超声喷雾做的是球形的	22	26	声喷雾做的
这就是贫富差距的显现	贫富差距	看样子这个年龄的男人很危险	21	22	这个
其实穷也是一种幸福	一种幸福	我还有点佩服你师傅这样的人	22	25	服你师傅
我下个月去买车	下个月	我觉得他那个驾校也有问题	18	19	那个
你叫什么名字	什么名字	我四点从单位直接出发	19	20	位直
你问问销售的价格	销售的价格	我在高铁上了	17	21	我在高铁上
我这次给了名字的	这次	我对她高中都没什么印象	15	16	对她
你想多少人	多少人	这个是什么意思	15	16	什么
节奏可能跟外企的差不多	外企的	你在那公司里做过吧	21	22	公司
你问问销售的价格	销售的价格	我觉得他那个驾校也有问题	17	28	我觉得他那个驾校也有问题
社会主义不止一条路	一条路	我知道那个地方	21	20	nan
男人不差在别的地方	别的地方	我跟我同事一起弄她的店	19	26	我同事一起弄她的
你还参加过这种阿	这种	所以我才有其他想法	15	22	以我才有其他想法
你要找天线供应商	天线供应商	那你在群里说说	19	21	在群里
我也正在物色这方面的人才	这方面	我以前唱烛光里的妈妈	25	25	里
半个月前我姨夫出车祸过世了	半个月	那在这个方面上我们能达成共识	22	23	这个
这就是贫富差距的显现	贫富差距	我以前唱烛光里的妈妈	19	20	以前
你在哪个医院	哪个医院	他们报了什么兴趣班	18	19	什么
我有个重要问题那里有没有厕所	个重要问题	我们公司在搞什么二十周年庆	29	26	nan
一个人也够无聊的	一个	我昨天走了一个半小时	19	20	一个
那你喜欢什么样的	什么样的	这个得往单位发	20	17	nan
土地基金增强特区财政储备	特区财政储备	我们每个人买了一个新秀丽的箱子	29	25	nan
我准备了好长时间嗯	好长	常规的一些团都会去	18	17	nan
我一直但是这个事情	这个事情	我们公司在搞什么二十周年庆	23	25	什么二
你可以查查你们那边的	你们那边的	这个领导可能有领导的想法吧	19	28	这个领导可能有领导的
这恰恰说明了应试教育的好处	应试教育的好处	那你在群里说说	28	26	nan
半个月前我姨夫出车祸过世了	半个月	你在那公司里做过吧	22	24	那公司
我明天有健步走活动	健步走活动	你该找个妹子了	21	23	个妹子
利民经常干这种事情的	这种事情	我一直放低自己的底线	23	24	自己
原来账户的钱不够了	原来账户	女状元的爸爸谈教育	17	18	女状
你入市了几多钱	几多钱	我有同学在这儿	20	20	儿
她是个行政的主任	个行政的主任	我们还不是可以自己活	24	26	以自己
我是说手机信息	手机信息	关键是他的英语水平跟我一样	20	19	nan
我是你同学	你同学	我们还不是可以自己活	18	20	以自己
你啥时来	啥时	我没见过她老公	15	12	nan
文科基本上生活中有点用	生活中	他从楼上摔下来生死未卜我很难过	18	21	他从楼上
你的光环是你自己的	你自己的	所以我才有其他想法	19	25	我才有其他想法
你的光环是你自己的	你自己的	我们住哪个酒店	17	21	我们住哪个
每天往返路程需要多长时间	多长	他是换全新的	20	23	换全新的
大雪在圣诞的时候	圣诞的时候	我有同学在这儿	23	21	nan
你要找天线供应商	天线供应商	那你还要寄送什么推荐信	23	24	什么
社会主义不止一条路	一条路	我们公司在搞什么二十周年庆	22	19	nan
她通常早上很早起来回复邮件	很早	结果我妈不停的催我	24	25	停的
目录没什么要求把	什么要求	我五点后空的	17	19	五点后
这就是贫富差距的显现	贫富差距的显现	老板应该是想你们回来	27	28	你们
于是我更加关注这支球队	这支	我昨天走了一个半小时	18	19	昨天
我周日晚上走	周日晚上	她是个行政的主任	16	16	个
我们住哪个酒店	哪个酒店	这是我的微博	19	18	nan
我下个月去买车	下个月	那你俩照什么主题	18	21	什么主题
土地基金增强特区财政储备	特区财政储备	关键是他的英语水平跟我一样	27	26	nan
他不管这些子事	这些子事	那说明驱动没装好	21	21	装
你的光环是你自己的	你自己的	你要给我客人的护照号码和名字	20	23	我客人的
你这周先别去	这周	燃料电池的项目最近没有什么进展	14	20	电池的项目最近
那你还是打印电子版的吧	电子版的	这个交通标识是什么意思	26	27	什么
你叫什么名字	什么名字	我一直放低自己的底线	15	20	一直放低自己
我也正在物色这方面的人才	这方面的人才	这个男孩有些意向	24	24	男
社会主义不止一条路	一条路	她对你们都很熟悉的	16	24	她对你们都很熟悉的
你手里的钱应该够了吧	你手	你在那公司里做过吧	19	20	公司
我们做弱电系统	弱电系统	我五点后空的	16	18	五点后
你肯定是一个好爸爸	一个好爸爸	于是我更加关注这支球队	25	26	这支
你这周先别去	这周	只是人确实在某个时间段会很脆弱	17	19	在某个
她天天做你的	你的	你是什么时候来	14	17	什么时候
你不在一早上了	一早上	这个是小影院	14	15	这个
按照银行报表的销售额可以	银行报表	看样子这个年龄的男人很危险	23	22	nan
我们住哪个酒店	哪个酒店	这个领导可能有领导的想法吧	15	16	这个
土地基金增强特区财政储备	特区财政储备	你可以查查你们那边的	24	30	以查查你们那边
他是换全新的	全新的	这个领导可能有领导的想法吧	16	22	导可能有领导的
我在高铁上了	高铁上	你在那公司里做过吧	14	17	在那公司
徒弟只能做到这个程度	这个程度	你看俺弟黑的	19	23	看俺弟黑的
社会主义不止一条路	一条路	大雪在圣诞的时候	18	21	在圣诞的
你这周先别去	这周	这样的说法也震动了我们那个政府	12	22	这样的说法也震动了我们
我没见过她老公	她老公	那说明驱动没装好	21	20	nan
我在高铁上了	高铁上	双方都不会放在心里	19	21	在心里
灵感来自我师母	我师母	我也正在物色这方面的人才	17	19	在物色
你可以查查你们那边的	你们那边	看样子这个年龄的男人很危险	21	22	这个
现在我只加了电子病历的	电子病历	对转基因的议论真的很多	19	22	对转基因
我买了挺多肉丸的	挺多	他是换全新的	16	19	换全新的
一个孩子长大怎么这么难	一个	新一轮的政治斗争又将开始	18	20	一轮的
我发现你每天很有点无聊列	每天	下次他什么时候来	21	24	什么时候
下次他什么时候来	什么时候	我们每个人买了一个新秀丽的箱子	23	24	一个
他不管这些子事	这些子事	那你在群里说说	17	19	在群里
我没见过她老公	她老公	我们每个人买了一个新秀丽的箱子	17	18	个人
龙猫属于夜行动物	夜行动物	我们住哪个酒店	19	22	哪个酒店
我基本每周都不走	每周	那你还要寄送什么推荐信	20	21	什么
节奏可能跟外企的差不多	外企的	那在这个方面上我们能达成共识	25	24	nan
那你还是打印电子版的吧	电子版的	大雪在圣诞的时候	22	24	圣诞的
他们报了什么兴趣班	什么兴趣班	送礼也是个技术活	24	24	术
那你还是打印电子版的吧	电子版的	利民经常干这种事情的	24	26	这种事
我买了这件	这件	他不管这些子事	14	16	这些子
我们局里好几个单身一起去玩玩	好几个	我昨天走了一个半小时	22	23	昨天
这个是什么意思	什么意思	你可以去其他地方测试一下	17	22	以去其他地方
男女主角叫啥	男女	他是换全新的	14	17	换全新的
我准备了好长时间嗯	好长	他是换全新的	17	20	换全新的
灵感来自我师母	我师母	你在哪个医院	15	17	在哪个
我买了挺多肉丸的	挺多	这样的说法也震动了我们那个政府	14	16	这样的
你可以查查你们那边的	你们那边	对转基因的议论真的很多	18	21	对转基因
我在高铁上了	高铁上	他从楼上摔下来生死未卜我很难过	18	16	nan
这游戏的价值比太低了	这游戏	我也正在物色这方面的人才	23	21	nan
你要找天线供应商	天线供应商	我从心里喜欢孩子的真	17	24	我从心里喜欢孩子
我有个重要问题那里有没有厕所	个重要问题	女人对自己好点	26	27	自己
你就给她发一条吧里还说清楚	一条	其实穷也是一种幸福	24	25	一种
社会主义不止一条路	一条路	我四点从单位直接出发	20	24	单位直接出
这恰恰说明了应试教育的好处	应试教育的好处	我在高铁上了	24	28	我在高铁上
我五点后空的	五点后	行李放在车上	17	18	车上
下午点的就可以	下午点	我也正在物色这方面的人才	17	19	在物色
灵感来自我师母	我师母	每天往返路程需要多长时间	14	25	每天往返路程需要多长时间
灵感来自我师母	我师母	那你喜欢什么样的	18	19	什么
我是说手机信息	手机信息	她在跟她老公打电话	17	23	跟她老公打电话
一个孩子长大怎么这么难	一个	我昨天走了一个半小时	18	23	昨天走了一个
那你喜欢什么样的	什么样的	我周六凌晨的飞机	17	21	周六凌晨的
你肯定是一个好爸爸	一个好爸爸	思八达是不是离你家很近	25	26	你家
大雪在圣诞的时候	圣诞的时候	那你俩照什么主题	21	24	什么主题
我们局里好几个单身一起去玩玩	我们局里	我以前唱烛光里的妈妈	23	24	以前
下午点的就可以	下午点	看样子这个年龄的男人很危险	17	19	这个年
你还参加过这种阿	这种	只是人确实在某个时间段会很脆弱	19	21	在某个
我在高铁上了	高铁上	我妈在家里做也很受欢迎	15	16	在家
每天往返路程需要多长时间	多长时间	我昨天走了一个半小时	21	26	昨天走了一个
我也正在物色这方面的人才	这方面	你手里的钱应该够了吧	20	21	手里
她天天做你的	你的	女人对自己好点	15	16	自己
那你还要寄送什么推荐信	什么推荐信	我们每个人买了一个新秀丽的箱子	22	23	每个
我周日晚上走	周日晚上	我还得赶点东西	15	19	还得赶点东
我们做弱电系统	弱电系统	节奏可能跟外企的差不多	19	21	跟外企
她在跟她老公打电话	她老公	你在那公司里做过吧	17	21	在那公司里
其实穷也是一种幸福	一种幸福	然后你把钱打到我的支付宝	24	18	nan
你看社区地图	社区地图	我知道那个地方	19	18	nan
燃料电池的项目最近没有什么进展	什么进展	龙猫属于夜行动物	23	30	龙猫属于夜行动物
化妆品可能占点空间会	点空间	你在哪个医院	21	22	医院
我也正在物色这方面的人才	这方面	原来账户的钱不够了	19	23	原来账户的
我是你同学	你同学	这个交通标识是什么意思	15	20	通标识是什么
提前批好像是公安之类的	公安之类	对转基因的议论真的很多	19	22	对转基因
我们局里好几个单身一起去玩玩	我们局里	你手里的钱应该够了吧	23	24	手里
我们公司在搞什么二十周年庆	什么二十周年庆	老板应该是想你们回来	26	31	应该是想你们
我不知道上次你看了群聊记录没	群聊记录	每天往返路程需要多长时间	23	23	天
这个是小影院	小影院	你在那公司里做过吧	15	17	那公司
这是一这是原则问题	原则问题	你啥米专业	20	20	专
这游戏的价值比太低了	这游戏	原来账户的钱不够了	17	21	原来账户的
燃料电池的项目最近没有什么进展	什么进展	你说他家有什么	28	29	什么
他们住一楼	一楼	我买了挺多肉丸的	15	18	多肉丸的
只是人确实在某个时间段会很脆弱	某个时间段	她在跟她老公打电话	26	27	跟她
那小子赚了不少钱	不少钱	那个超声喷雾做的是球形的	15	16	那个
按照银行报表的销售额可以	银行报表	我以前唱烛光里的妈妈	21	22	以前
化妆品可能占点空间会	点空间	那你还要寄送什么推荐信	23	24	什么
你可以查查你们那边的	你们那边	女状元的爸爸谈教育	18	19	女状
我们局里好几个单身一起去玩玩	我们局	那在这个方面上我们能达成共识	23	24	这个
我上个月去找他了	上个月	目录没什么要求把	18	21	什么要求
我准备了好长时间嗯	好长	这样的说法也震动了我们那个政府	15	19	这样的说法
他是纯爷们	纯爷们	那你俩照什么主题	16	19	什么主题
其实穷也是一种幸福	一种	新一轮的政治斗争又将开始	16	24	一轮的政治斗争又将
那小子赚了不少钱	不少钱	她是个行政的主任	15	17	她是个
目录没什么要求把	什么要求	你和我哥差不多大	17	18	和我
那你请啥假	啥假	附近有个民生银行	15	14	nan
我们按这个标准交	这个标准	你家里比我家里可能性大些列	19	22	比我家里
龙猫属于夜行动物	夜行动物	于是我更加关注这支球队	23	26	这支球队
我还得赶点东西	点东西	这个男孩有些意向	16	15	nan
这就是贫富差距的显现	贫富差距	我也正在物色这方面的人才	24	26	这方面
利民经常干这种事情的	这种事情	提前批好像是公安之类的	21	28	好像是公安之类的
我也正在物色这方面的人才	这方面的人才	你看这个有没好点	24	25	这个
我们是泡沫的	泡沫的	你是什么时候来	15	16	什么
你在哪个医院	哪个医院	目录没什么要求把	17	20	什么要求
我知道那个地方	那个地方	我是你同学	17	19	你同学
男人不差在别的地方	别的地方	她在跟她老公打电话	20	25	她老公打电话
我这次给了名字的	这次	下次他什么时候来	17	20	什么时候
肥肉妹这把赚大了	这把	我们按这个标准交	17	18	这个
