demon	d_label	test	start	end	prediction
其实穷也是一种幸福	一种幸福	送礼也是个技术活	21	21	个
我们公司在搞什么二十周年庆	什么二十周年庆	燃料电池的项目最近没有什么进展	33	12	nan
我一直放低自己的底线	自己的底线	那个超声喷雾做的是球形的	19	20	那个
这就是贫富差距的显现	贫富差距	看样子这个年龄的男人很危险	21	22	这个
其实穷也是一种幸福	一种幸福	我还有点佩服你师傅这样的人	26	27	这样
我下个月去买车	下个月	我觉得他那个驾校也有问题	18	19	那个
你叫什么名字	什么名字	我四点从单位直接出发	21	22	接出
你问问销售的价格	销售的价格	我在高铁上了	21	12	nan
我这次给了名字的	这次	我对她高中都没什么印象	21	22	什么
你想多少人	多少人	这个是什么意思	12	13	这个
节奏可能跟外企的差不多	外企的	你在那公司里做过吧	20	22	那公司
你问问销售的价格	销售的价格	我觉得他那个驾校也有问题	21	22	那个
社会主义不止一条路	一条路	我知道那个地方	19	20	那个
男人不差在别的地方	别的地方	我跟我同事一起弄她的店	20	22	同事一
你还参加过这种阿	这种	所以我才有其他想法	21	22	想法
你要找天线供应商	天线供应商	那你在群里说说	21	10	nan
我也正在物色这方面的人才	这方面	我以前唱烛光里的妈妈	14	24	这方面。[SEP]我以前唱烛光
半个月前我姨夫出车祸过世了	半个月	那在这个方面上我们能达成共识	22	23	这个
这就是贫富差距的显现	贫富差距	我以前唱烛光里的妈妈	19	23	以前唱烛光
你在哪个医院	哪个医院	他们报了什么兴趣班	14	9	nan
我有个重要问题那里有没有厕所	个重要问题	我们公司在搞什么二十周年庆	31	16	nan
一个人也够无聊的	一个	我昨天走了一个半小时	20	20	个
那你喜欢什么样的	什么样的	这个得往单位发	16	17	这个
土地基金增强特区财政储备	特区财政储备	我们每个人买了一个新秀丽的箱子	31	30	nan
我准备了好长时间嗯	好长	常规的一些团都会去	21	19	nan
我一直但是这个事情	这个事情	我们公司在搞什么二十周年庆	21	12	nan
你可以查查你们那边的	你们那边的	这个领导可能有领导的想法吧	19	20	这个
这恰恰说明了应试教育的好处	应试教育的好处	那你在群里说说	24	17	nan
半个月前我姨夫出车祸过世了	半个月	你在那公司里做过吧	22	16	nan
我明天有健步走活动	健步走活动	你该找个妹子了	21	21	个
利民经常干这种事情的	这种事情	我一直放低自己的底线	6	23	这种事情的。这种事情。[SEP]我一直放低自
原来账户的钱不够了	原来账户	女状元的爸爸谈教育	21	24	爸爸谈教
你入市了几多钱	几多钱	我有同学在这儿	19	20	这儿
她是个行政的主任	个行政的主任	我们还不是可以自己活	21	10	nan
我是说手机信息	手机信息	关键是他的英语水平跟我一样	21	27	语水平跟我一样
我是你同学	你同学	我们还不是可以自己活	14	22	还不是可以自己活[SEP]
你啥时来	啥时	我没见过她老公	14	12	nan
文科基本上生活中有点用	生活中	他从楼上摔下来生死未卜我很难过	31	4	nan
你的光环是你自己的	你自己的	所以我才有其他想法	21	12	nan
你的光环是你自己的	你自己的	我们住哪个酒店	21	21	个
每天往返路程需要多长时间	多长	他是换全新的	21	2	nan
大雪在圣诞的时候	圣诞的时候	我有同学在这儿	22	23	这儿
你要找天线供应商	天线供应商	那你还要寄送什么推荐信	19	22	还要寄送
社会主义不止一条路	一条路	我们公司在搞什么二十周年庆	21	27	搞什么二十周年
她通常早上很早起来回复邮件	很早	结果我妈不停的催我	21	13	nan
目录没什么要求把	什么要求	我五点后空的	21	22	的[SEP]
这就是贫富差距的显现	贫富差距的显现	老板应该是想你们回来	21	25	老板应该是
于是我更加关注这支球队	这支	我昨天走了一个半小时	21	23	了一个
我周日晚上走	周日晚上	她是个行政的主任	21	16	nan
我们住哪个酒店	哪个酒店	这是我的微博	15	10	nan
我下个月去买车	下个月	那你俩照什么主题	14	10	nan
土地基金增强特区财政储备	特区财政储备	关键是他的英语水平跟我一样	31	34	跟我一样
他不管这些子事	这些子事	那说明驱动没装好	9	5	nan
你的光环是你自己的	你自己的	你要给我客人的护照号码和名字	21	29	客人的护照号码和名
你这周先别去	这周	燃料电池的项目最近没有什么进展	21	22	没有
那你还是打印电子版的吧	电子版的	这个交通标识是什么意思	19	20	这个
你叫什么名字	什么名字	我一直放低自己的底线	21	22	的底
我也正在物色这方面的人才	这方面的人才	这个男孩有些意向	22	23	这个
社会主义不止一条路	一条路	她对你们都很熟悉的	21	12	nan
你手里的钱应该够了吧	你手	你在那公司里做过吧	18	22	那公司里做
我们做弱电系统	弱电系统	我五点后空的	21	17	nan
你肯定是一个好爸爸	一个好爸爸	于是我更加关注这支球队	25	12	nan
你这周先别去	这周	只是人确实在某个时间段会很脆弱	8	19	这周。[SEP]只是人确实在某个
她天天做你的	你的	你是什么时候来	19	2	nan
你不在一早上了	一早上	这个是小影院	14	15	这个
按照银行报表的销售额可以	银行报表	看样子这个年龄的男人很危险	23	24	这个
我们住哪个酒店	哪个酒店	这个领导可能有领导的想法吧	15	16	这个
土地基金增强特区财政储备	特区财政储备	你可以查查你们那边的	29	30	那边
他是换全新的	全新的	这个领导可能有领导的想法吧	13	14	这个
我在高铁上了	高铁上	你在那公司里做过吧	15	22	那公司里做过吧[SEP]
徒弟只能做到这个程度	这个程度	你看俺弟黑的	7	13	这个程度。这个
社会主义不止一条路	一条路	大雪在圣诞的时候	21	22	的时
你这周先别去	这周	这样的说法也震动了我们那个政府	23	24	那个
我没见过她老公	她老公	那说明驱动没装好	14	22	那说明驱动没装好[SEP]
我在高铁上了	高铁上	双方都不会放在心里	21	22	里[SEP]
灵感来自我师母	我师母	我也正在物色这方面的人才	20	20	这
你可以查查你们那边的	你们那边	看样子这个年龄的男人很危险	21	22	这个
现在我只加了电子病历的	电子病历	对转基因的议论真的很多	19	2	nan
我买了挺多肉丸的	挺多	他是换全新的	19	15	nan
一个孩子长大怎么这么难	一个	新一轮的政治斗争又将开始	9	14	这么难。一个
我发现你每天很有点无聊列	每天	下次他什么时候来	21	15	nan
下次他什么时候来	什么时候	我们每个人买了一个新秀丽的箱子	21	24	买了一个
他不管这些子事	这些子事	那你在群里说说	21	5	nan
我没见过她老公	她老公	我们每个人买了一个新秀丽的箱子	21	22	一个
龙猫属于夜行动物	夜行动物	我们住哪个酒店	19	20	哪个
我基本每周都不走	每周	那你还要寄送什么推荐信	14	2	nan
节奏可能跟外企的差不多	外企的	那在这个方面上我们能达成共识	20	21	这个
那你还是打印电子版的吧	电子版的	大雪在圣诞的时候	21	25	在圣诞的时
他们报了什么兴趣班	什么兴趣班	送礼也是个技术活	21	22	是个
那你还是打印电子版的吧	电子版的	利民经常干这种事情的	24	25	这种
我买了这件	这件	他不管这些子事	14	15	这些
我们局里好几个单身一起去玩玩	好几个	我昨天走了一个半小时	21	27	我昨天走了一个
这个是什么意思	什么意思	你可以去其他地方测试一下	21	2	nan
男女主角叫啥	男女	他是换全新的	16	17	新的
我准备了好长时间嗯	好长	他是换全新的	21	7	nan
灵感来自我师母	我师母	你在哪个医院	16	17	哪个
我买了挺多肉丸的	挺多	这样的说法也震动了我们那个政府	14	26	这样的说法也震动了我们那个
你可以查查你们那边的	你们那边	对转基因的议论真的很多	21	22	因的
我在高铁上了	高铁上	他从楼上摔下来生死未卜我很难过	26	10	nan
这游戏的价值比太低了	这游戏	我也正在物色这方面的人才	23	22	nan
你要找天线供应商	天线供应商	我从心里喜欢孩子的真	21	24	喜欢孩子
我有个重要问题那里有没有厕所	个重要问题	女人对自己好点	25	16	nan
你就给她发一条吧里还说清楚	一条	其实穷也是一种幸福	19	24	其实穷也是一
社会主义不止一条路	一条路	我四点从单位直接出发	25	12	nan
这恰恰说明了应试教育的好处	应试教育的好处	我在高铁上了	29	28	nan
我五点后空的	五点后	行李放在车上	16	9	nan
下午点的就可以	下午点	我也正在物色这方面的人才	20	24	这方面的人
灵感来自我师母	我师母	每天往返路程需要多长时间	21	15	nan
灵感来自我师母	我师母	那你喜欢什么样的	21	20	nan
我是说手机信息	手机信息	她在跟她老公打电话	21	22	打电
一个孩子长大怎么这么难	一个	我昨天走了一个半小时	21	23	了一个
那你喜欢什么样的	什么样的	我周六凌晨的飞机	21	12	nan
你肯定是一个好爸爸	一个好爸爸	思八达是不是离你家很近	21	12	nan
大雪在圣诞的时候	圣诞的时候	那你俩照什么主题	21	22	什么
我们局里好几个单身一起去玩玩	我们局里	我以前唱烛光里的妈妈	29	7	nan
下午点的就可以	下午点	看样子这个年龄的男人很危险	17	18	这个
你还参加过这种阿	这种	只是人确实在某个时间段会很脆弱	21	21	个
我在高铁上了	高铁上	我妈在家里做也很受欢迎	21	16	nan
每天往返路程需要多长时间	多长时间	我昨天走了一个半小时	21	26	昨天走了一个
我也正在物色这方面的人才	这方面	你手里的钱应该够了吧	14	22	这方面。[SEP]你手里的
她天天做你的	你的	女人对自己好点	14	15	对自
那你还要寄送什么推荐信	什么推荐信	我们每个人买了一个新秀丽的箱子	26	28	了一个
我周日晚上走	周日晚上	我还得赶点东西	21	18	nan
我们做弱电系统	弱电系统	节奏可能跟外企的差不多	19	22	跟外企的
她在跟她老公打电话	她老公	你在那公司里做过吧	18	22	那公司里做
其实穷也是一种幸福	一种幸福	然后你把钱打到我的支付宝	21	12	nan
你看社区地图	社区地图	我知道那个地方	17	18	那个
燃料电池的项目最近没有什么进展	什么进展	龙猫属于夜行动物	26	5	nan
化妆品可能占点空间会	点空间	你在哪个医院	19	20	哪个
我也正在物色这方面的人才	这方面	原来账户的钱不够了	14	22	这方面。[SEP]原来账户
我是你同学	你同学	这个交通标识是什么意思	12	13	这个
提前批好像是公安之类的	公安之类	对转基因的议论真的很多	19	22	对转基因
我们局里好几个单身一起去玩玩	我们局里	你手里的钱应该够了吧	27	7	nan
我们公司在搞什么二十周年庆	什么二十周年庆	老板应该是想你们回来	26	12	nan
我不知道上次你看了群聊记录没	群聊记录	每天往返路程需要多长时间	31	23	nan
这个是小影院	小影院	你在那公司里做过吧	15	2	nan
这是一这是原则问题	原则问题	你啥米专业	20	2	nan
