demon	d_label	test	start	end	prediction
其实穷也是一种幸福	一种幸福	送礼也是个技术活	22	20	nan
我们公司在搞什么二十周年庆	什么二十周年庆	燃料电池的项目最近没有什么进展	31	32	最近
我一直放低自己的底线	自己的底线	那个超声喷雾做的是球形的	7	26	己的底线。自己的底线。[SEP]那个超声喷雾做的
这就是贫富差距的显现	贫富差距	看样子这个年龄的男人很危险	22	18	nan
其实穷也是一种幸福	一种幸福	我还有点佩服你师傅这样的人	17	28	我还有点佩服你师傅这样的
我下个月去买车	下个月	我觉得他那个驾校也有问题	14	16	我觉得
你叫什么名字	什么名字	我四点从单位直接出发	14	18	我四点从单
你问问销售的价格	销售的价格	我在高铁上了	17	21	我在高铁上
我这次给了名字的	这次	我对她高中都没什么印象	16	18	她高中
你想多少人	多少人	这个是什么意思	15	17	什么意
节奏可能跟外企的差不多	外企的	你在那公司里做过吧	22	25	司里做过
你问问销售的价格	销售的价格	我觉得他那个驾校也有问题	17	18	我觉
社会主义不止一条路	一条路	我知道那个地方	16	18	我知道
男人不差在别的地方	别的地方	我跟我同事一起弄她的店	25	26	她的
你还参加过这种阿	这种	所以我才有其他想法	16	18	我才有
你要找天线供应商	天线供应商	那你在群里说说	22	22	说
我也正在物色这方面的人才	这方面	我以前唱烛光里的妈妈	19	26	我以前唱烛光里的
半个月前我姨夫出车祸过世了	半个月	那在这个方面上我们能达成共识	27	26	nan
这就是贫富差距的显现	贫富差距	我以前唱烛光里的妈妈	18	25	我以前唱烛光里的
你在哪个医院	哪个医院	他们报了什么兴趣班	18	16	nan
我有个重要问题那里有没有厕所	个重要问题	我们公司在搞什么二十周年庆	33	33	周
一个人也够无聊的	一个	我昨天走了一个半小时	14	17	我昨天走
那你喜欢什么样的	什么样的	这个得往单位发	10	18	什么样的。[SEP]这个得
土地基金增强特区财政储备	特区财政储备	我们每个人买了一个新秀丽的箱子	22	34	我们每个人买了一个新秀丽的
我准备了好长时间嗯	好长	常规的一些团都会去	16	17	规的
我一直但是这个事情	这个事情	我们公司在搞什么二十周年庆	27	27	周
你可以查查你们那边的	你们那边的	这个领导可能有领导的想法吧	22	28	导可能有领导的
这恰恰说明了应试教育的好处	应试教育的好处	那你在群里说说	30	30	说
半个月前我姨夫出车祸过世了	半个月	你在那公司里做过吧	5	26	我姨夫出车祸过世了。半个月。[SEP]你在那公司里做
我明天有健步走活动	健步走活动	你该找个妹子了	24	20	nan
利民经常干这种事情的	这种事情	我一直放低自己的底线	24	26	己的底
原来账户的钱不够了	原来账户	女状元的爸爸谈教育	9	20	了。原来账户。[SEP]女状元的
你入市了几多钱	几多钱	我有同学在这儿	14	18	我有同学在
她是个行政的主任	个行政的主任	我们还不是可以自己活	14	19	主任。[SEP]我们
我是说手机信息	手机信息	关键是他的英语水平跟我一样	25	3	nan
我是你同学	你同学	我们还不是可以自己活	19	18	nan
你啥时来	啥时	我没见过她老公	14	12	nan
文科基本上生活中有点用	生活中	他从楼上摔下来生死未卜我很难过	29	21	nan
你的光环是你自己的	你自己的	所以我才有其他想法	22	18	nan
你的光环是你自己的	你自己的	我们住哪个酒店	17	18	我们
每天往返路程需要多长时间	多长	他是换全新的	18	23	他是换全新的
大雪在圣诞的时候	圣诞的时候	我有同学在这儿	17	14	nan
你要找天线供应商	天线供应商	那你还要寄送什么推荐信	23	27	什么推荐信
社会主义不止一条路	一条路	我们公司在搞什么二十周年庆	26	26	周
她通常早上很早起来回复邮件	很早	结果我妈不停的催我	21	25	我妈不停的
目录没什么要求把	什么要求	我五点后空的	16	18	我五点
这就是贫富差距的显现	贫富差距的显现	老板应该是想你们回来	24	26	该是想
于是我更加关注这支球队	这支	我昨天走了一个半小时	17	20	我昨天走
我周日晚上走	周日晚上	她是个行政的主任	20	18	nan
我们住哪个酒店	哪个酒店	这是我的微博	17	18	我的
我下个月去买车	下个月	那你俩照什么主题	20	20	主
土地基金增强特区财政储备	特区财政储备	关键是他的英语水平跟我一样	32	26	nan
他不管这些子事	这些子事	那说明驱动没装好	16	16	说
你的光环是你自己的	你自己的	你要给我客人的护照号码和名字	20	26	我客人的护照号
你这周先别去	这周	燃料电池的项目最近没有什么进展	19	20	最近
那你还是打印电子版的吧	电子版的	这个交通标识是什么意思	26	26	什
你叫什么名字	什么名字	我一直放低自己的底线	14	21	我一直放低自己的
我也正在物色这方面的人才	这方面的人才	这个男孩有些意向	22	26	这个男孩有
社会主义不止一条路	一条路	她对你们都很熟悉的	16	24	她对你们都很熟悉的
你手里的钱应该够了吧	你手	你在那公司里做过吧	16	23	你在那公司里做过
我们做弱电系统	弱电系统	我五点后空的	15	20	我五点后空的
你肯定是一个好爸爸	一个好爸爸	于是我更加关注这支球队	20	26	我更加关注这支
你这周先别去	这周	只是人确实在某个时间段会很脆弱	9	21	周。[SEP]只是人确实在某个时间
她天天做你的	你的	你是什么时候来	14	17	什么时候
你不在一早上了	一早上	这个是小影院	7	11	了。一早上
按照银行报表的销售额可以	银行报表	看样子这个年龄的男人很危险	32	20	nan
我们住哪个酒店	哪个酒店	这个领导可能有领导的想法吧	23	24	导的
土地基金增强特区财政储备	特区财政储备	你可以查查你们那边的	22	30	你可以查查你们那边
他是换全新的	全新的	这个领导可能有领导的想法吧	24	22	nan
我在高铁上了	高铁上	你在那公司里做过吧	1	10	我在高铁上了。高铁上
徒弟只能做到这个程度	这个程度	你看俺弟黑的	20	19	nan
社会主义不止一条路	一条路	大雪在圣诞的时候	3	23	主义不止一条路。一条路。[SEP]大雪在圣诞的时候
你这周先别去	这周	这样的说法也震动了我们那个政府	21	15	nan
我没见过她老公	她老公	那说明驱动没装好	9	15	她老公。[SEP]那说
我在高铁上了	高铁上	双方都不会放在心里	1	10	我在高铁上了。高铁上
