demonstration	demon_label	test_sentence	response	attachment	structure
The singer composed a song	The singer composed	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The journalist reported the news	The journalist reported	Jasmine sang the song with the lovely students	jasmine sang	pp	structure_2
The park of the city delighted the children	The park of delighted the children	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
The sculptor chiseled the statue	The sculptor chiseled	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The attorney of the company bothered me	The attorney of bothered me	The house of the painter that had the small windows looked odd	the house of that had the small windows looked odd	adjunct	structure_2
The dancer performed the routine	The dancer performed	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The actor memorized the script	The actor memorized	The magician amazed the participant with a fancy scene	the magician amazed the participant	pp	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The baker kneaded the dough	The baker kneaded	Mom melted the chocolate with an iron pot	mom melted	pp	structure_2
The tailor altered the coat	The tailor altered	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The song of the player is really popular	The song of is really popular	The bishop of the church that had the funny eyebrows looked odd	the bishop of that had the funny eyebrows looked odd	adjunct	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The letter of the writer that had blonde hair arrived this morning	fail to follow	adjunct	structure_1
The student solved the equation	The student solved	The guy caught the rat with a scar	the guy caught	pp	structure_1
The collection of the store fascinated the students	The collection of fascinated the students	The editor of the thesis that had the big nose made a lot of sense	the editor of that made a lot of sense	adjunct	structure_2
The manager of the factory was efficient	The manager of was efficient	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The designer of the dress took a bow	The designer of took a bow	The gold of the miner that had the impurities was worthless	the gold of that had the impurities was worthless	adjunct	structure_2
The photographer adjusted the lens	The photographer adjusted	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The teacher explained the concept	The teacher explained	The basketball player won the game with his team	the basketball player won	pp	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The car of the driver that had the moustache was pretty cool	fail to follow	adjunct	structure_1
The library of the school attracted many scholarse	The library of attracted many scholarse	The chef of the restaurant that had the blue tiles pleased us	the chef of that had the blue tiles pleased us	adjunct	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The inventor of the machine that had the goatee was amazing	the inventor of the machine was amazing	adjunct	structure_2
The chef cooked the meal	The chef cooked	Dan entered the room with a window	dan entered the room	pp	structure_1
The gamer played the game	The gamer played	Van Gogh sold the paintings with a broken heart	van gogh sold the paintings	pp	structure_2
The plains of the tribe looked strange	The plains of looked strange	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
