demonstration	demon_label	test_sentence	response	attachment	structure
The programmer wrote the code	The programmer wrote	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate the cake	pp	structure_1
The hiker climbed the mountain	The hiker climbed	The guy caught the rat with a scar	the guy caught	pp	structure_1
The baker baked the cake	The baker baked	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The singer of the song that had long eyelashes was very smart	fail to follow	adjunct	structure_2
The photographer adjusted the lens	The photographer adjusted	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The sculptor chiseled the statue	The sculptor chiseled	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The artist of the mural completed his work	The artist of completed his work	The inventor of the machine that had the goatee was amazing	the inventor of the machine was amazing	adjunct	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The fisherman caught the trout	The fisherman caught	Dan entered the room with a key	dan entered the room	pp	structure_2
The park of the city delighted the children	The park of delighted the children	The thesis of the editor that had the big nose made a lot of sense	fail to follow	adjunct	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The director of the orchestra played well	The director of played well	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The librarian sorted the books	The librarian sorted	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The attorney of the company bothered me	The attorney of bothered me	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The painter of the house that had the small windows looked odd	the painter of looked odd	adjunct	structure_1
The teacher explained the concept	The teacher explained	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The journalist reported the news	The journalist reported	The magician thanked the participant with a big nose	the magician thanked	pp	structure_1
The plains of the tribe looked strange	The plains of looked strange	The gang of the criminal that had a long scar disappeared last Monday	the gang of that had a long scar disappeared last monday	adjunct	structure_1
The chef cooked the meal	The chef cooked	The police investigated the house with the permission	the police investigated the house	pp	structure_2
The bird sang a melody	The bird sang	The comedian entertained the crowd with witty jokes	the comedian entertained the crowd	pp	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The chef of the restaurant that had the blue tiles pleased us	the chef of that pleased us	adjunct	structure_1
The lawyer argued the case	The lawyer argued	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The manager of the factory was efficient	The manager of was efficient	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
