demonstration	demon_label	test_sentence	response	attachment	structure
The sculptor chiseled the statue	The sculptor chiseled	The doctor noticed the boy using big headphones	the doctor noticed the boy	pp	structure_1
The chef seasoned the soup	The chef seasoned	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The gold of the miner that had the impurities was worthless	the gold of the miner was worthless	adjunct	structure_2
The carpenter built the house	The carpenter built	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate with a silver fork	pp	structure_2
The student read the book	The student read	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The thesis of the editor that had the big nose made a lot of sense	the thesis of that made a lot of sense	adjunct	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The valley of the flowers that had the old castle excited the tourists	the valley of the excited the tourists	adjunct	structure_2
The dancer performed the routine	The dancer performed	The basketball player won the game with his team	the basketball player won the game	pp	structure_2
The attorney of the company bothered me	The attorney of bothered me	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The baker kneaded the dough	The baker kneaded	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The student solved the equation	The student solved	Dan entered the room with a window	dan entered the room	pp	structure_1
The mechanic fixed the engine	The mechanic fixed	the cook ate the meal with some cauliflowers	the cook ate	pp	structure_1
The fisherman caught the trout	The fisherman caught	The police investigated the house with a garden	the police investigated	pp	structure_1
The forest of the animals pleased us	The forest of pleased us	The letter of the writer that had blonde hair arrived this morning	the letter of arrived this morning	adjunct	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The restaurant of the chef that had the blue tiles pleased us	fail to follow	adjunct	structure_2
The designer of the dress took a bow	The designer of took a bow	The church of the bishop that had the funny eyebrows looked odd	the church of that had the funny eyebrows looked odd	adjunct	structure_1
The journalist reported the news	The journalist reported	Jasmine sang the song with romantic lyrics	jasmine sang	pp	structure_1
The gamer played the game	The gamer played	The coach led the team with three members	the coach led the team	pp	structure_1
The actor memorized the script	The actor memorized	The professor challenged the students with his projects	the professor challenged the students	pp	structure_2
The song of the player is really popular	The song of is really popular	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of had a nasty effect hurt everyone	adjunct	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The car of the driver that had the moustache was pretty cool	the car of the driver was pretty cool	adjunct	structure_1
