demonstration	demon_label	test_sentence	response	attachment	structure
The gallery of the center impressed the critics	The gallery of impressed the critics	The chef of the restaurant that had the blue tiles pleased us	the chef of the restaurant pleased us	adjunct	structure_1
The attorney of the company bothered me	The attorney of bothered me	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The carpenter built the house	The carpenter built	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate with a silver fork	pp	structure_2
The lawyer argued the case	The lawyer argued	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The gold of the miner that had the impurities was worthless	the gold of the miner was worthless	adjunct	structure_2
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The baker baked the cake	The baker baked	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The programmer wrote the code	The programmer wrote	The professor challenged the students with his projects	the professor challenged the students	pp	structure_2
The bird sang a melody	The bird sang	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The drugs of the supplier that had a nasty effect hurt everyone	fail to follow	adjunct	structure_2
The actor memorized the script	The actor memorized	Jasmine sang the song with the lovely students	jasmine sang the song	pp	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The letter of the writer that had blonde hair arrived this morning	the letter of that arrived this morning	adjunct	structure_1
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The bishop of the church that had the funny eyebrows looked odd	the bishop of that had the funny eyebrows looked odd	adjunct	structure_2
The bakery of the district tempted the locals	The bakery of tempted the locals	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The manager of the factory was efficient	The manager of was efficient	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The chef seasoned the soup	The chef seasoned	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The gardener watered the plants	The gardener watered	The coach led the team with three members	the coach led	pp	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The painter of the house that had the small windows looked odd	fail to follow	adjunct	structure_1
The dancer performed the routine	The dancer performed	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The driver steered the car	The driver steered	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The detective solved the mystery	The detective solved	Mom melted the chocolate with an iron pot	mom melted	pp	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The editor of the thesis that had the big nose made a lot of sense	the editor of that had made a lot of sense	adjunct	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The jeweler polished the diamond	The jeweler polished	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
