demonstration	demon_label	test_sentence	response	attachment	structure
The student read the book	The student read	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate the cake	pp	structure_1
The student solved the equation	The student solved	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The chef of the restaurant that had the blue tiles pleased us	the chef of the restaurant pleased us	adjunct	structure_1
The driver steered the car	The driver steered	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The house of the painter looked odd	The house of looked odd	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The detective solved the mystery	The detective solved	Jasmine sang the song with the lovely students	jasmine sang	pp	structure_2
The mechanic fixed the engine	The mechanic fixed	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The plains of the tribe looked strange	The plains of looked strange	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The manager of the factory was efficient	The manager of was efficient	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The chef cooked the meal	The chef cooked	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The hiker climbed the mountain	The hiker climbed	The comedian entertained the crowd with witty jokes	the comedian entertained the crowd	pp	structure_2
The baker kneaded the dough	The baker kneaded	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The lawyer argued the case	The lawyer argued	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The director of the orchestra played well	The director of played well	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The inventor of the machine that had the goatee was amazing	the inventor of had the goatee was amazing	adjunct	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The bishop of the church that had the funny eyebrows looked odd	fail to follow	adjunct	structure_2
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The miner of the gold that had the impurities was worthless	the miner of the gold was worthless	adjunct	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had the big nose made a lot of sense	adjunct	structure_1
The chef seasoned the soup	The chef seasoned	The doctor saved the boy using a pacemaker	the doctor saved	pp	structure_2
The jeweler polished the diamond	The jeweler polished	The police investigated the house with the permission	the police investigated	pp	structure_2
The actor memorized the script	The actor memorized	Dan entered the room with a key	dan entered the room	pp	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The song of the singer that had long eyelashes was very smart	the song of the singer that had smart	adjunct	structure_1
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The painter of the house that had the small windows looked odd	the painter of the house looked odd	adjunct	structure_1
