demonstration	demon_label	test_sentence	response	attachment	structure
The king of the mountain impressed Arthur	The king of impressed Arthur	The writer of the letter that had blonde hair arrived this morning	fail to follow	adjunct	structure_2
The plains of the tribe looked strange	The plains of looked strange	The song of the singer that had long eyelashes was very smart	the song of was very smart	adjunct	structure_1
The attorney of the company bothered me	The attorney of bothered me	The criminal of the gang that had a long scar disappeared last Monday	the criminal of disappeared last monday	adjunct	structure_2
The teacher explained the concept	The teacher explained	The coach motivated the team with inspiring words	the coach motivated the team	pp	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
The director of the orchestra played well	The director of played well	The chef of the restaurant that had the blue tiles pleased us	the chef of pleased us	adjunct	structure_1
The song of the player is really popular	The song of is really popular	The editor of the thesis that had the big nose made a lot of sense	the editor of that had made a lot of sense	adjunct	structure_2
The bird sang a melody	The bird sang	The police investigated the house with the permission	the police investigated the house	pp	structure_2
The driver steered the car	The driver steered	The magician amazed the participant with a fancy scene	the magician amazed the participant	pp	structure_2
The architect designed the building	The architect designed	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate with a silver fork	pp	structure_2
The jeweler polished the diamond	The jeweler polished	The basketball player won the game with his team	the basketball player won	pp	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The baker kneaded the dough	The baker kneaded	Jasmine sang the song with romantic lyrics	jasmine sang	pp	structure_1
The fisherman caught the trout	The fisherman caught	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The painter of the house that had the small windows looked odd	the painter of the house looked odd	adjunct	structure_1
The student solved the equation	The student solved	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The inventor of the machine that had the goatee was amazing	the inventor of the machine was amazing	adjunct	structure_2
The bakery of the district tempted the locals	The bakery of tempted the locals	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The dancer performed the routine	The dancer performed	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The singer composed a song	The singer composed	Dan entered the room with a window	dan entered the room	pp	structure_1
The student read the book	The student read	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The baker baked the cake	The baker baked	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
