demonstration	demon_label	test_sentence	response	attachment	structure
The chef seasoned the soup	The chef seasoned	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The restaurant of the chef that had the blue tiles pleased us	fail to follow	adjunct	structure_2
The park of the city delighted the children	The park of delighted the children	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of nasty effect hurt everyone	adjunct	structure_2
The librarian sorted the books	The librarian sorted	Mom melted the chocolate with an iron pot	mom melted the chocolate	pp	structure_2
The fisherman caught the trout	The fisherman caught	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate	pp	structure_1
The photographer adjusted the lens	The photographer adjusted	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The collection of the store fascinated the students	The collection of fascinated the students	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The lawyer argued the case	The lawyer argued	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had the big nose made a lot of sense	adjunct	structure_1
The driver steered the car	The driver steered	Dan entered the room with a window	dan entered the room	pp	structure_1
The gamer played the game	The gamer played	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The actor memorized the script	The actor memorized	Bill cut the paper with a very sharp knife	bill cut the paper	pp	structure_2
The journalist reported the news	The journalist reported	Jasmine sang the song with the lovely students	jasmine sang	pp	structure_2
The plains of the tribe looked strange	The plains of looked strange	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The sculptor chiseled the statue	The sculptor chiseled	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The designer of the dress took a bow	The designer of took a bow	The gang of the criminal that had a long scar disappeared last Monday	the gang of that had a long scar disappeared last monday	adjunct	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The hiker climbed the mountain	The hiker climbed	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The car of the driver that had the moustache was pretty cool	the car of the driver was pretty cool	adjunct	structure_1
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The valley of the flowers that had the old castle excited the tourists	the valley of the excited the tourists	adjunct	structure_2
The jeweler polished the diamond	The jeweler polished	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
