demonstration	demon_label	test_sentence	response	attachment	structure
The journalist reported the news	The journalist reported	The coach motivated the team with inspiring words	the coach motivated the team	pp	structure_2
The programmer wrote the code	The programmer wrote	Dan entered the room with a key	dan entered the room	pp	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The inventor of the machine that had the goatee was amazing	the inventor of the machine was amazing	adjunct	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The chef of the restaurant that had the blue tiles pleased us	the chef of pleased us	adjunct	structure_1
The driver steered the car	The driver steered	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The song of the singer that had long eyelashes was very smart	fail to follow	adjunct	structure_1
The mansion of the celebrity excited the fans	The mansion of excited the fans	The letter of the writer that had blonde hair arrived this morning	the letter of arrived this morning	adjunct	structure_1
The sculptor chiseled the statue	The sculptor chiseled	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The painter of the house that had the small windows looked odd	fail to follow	adjunct	structure_1
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The attorney of the company bothered me	The attorney of bothered me	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The musician tuned the guitar	The musician tuned	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The director of the orchestra played well	The director of played well	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The pilot flew the airplane	The pilot flew	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate the cake	pp	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The gold of the miner that had the impurities was worthless	the gold of the miner was worthless	adjunct	structure_2
The bird sang a melody	The bird sang	The guy caught the rat with a scar	the guy caught the rat	pp	structure_1
The student solved the equation	The student solved	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had the big nose made a lot of sense	adjunct	structure_1
The tailor altered the coat	The tailor altered	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The gamer played the game	The gamer played	Jasmine sang the song with the lovely students	jasmine sang with the lovely students	pp	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of that had a nasty effect hurt everyone	adjunct	structure_2
The baker kneaded the dough	The baker kneaded	The professor challenged the students with his projects	the professor challenged	pp	structure_2
The designer of the dress took a bow	The designer of took a bow	The valley of the flowers that had the old castle excited the tourists	the valley of that had excited the tourists	adjunct	structure_2
The actor memorized the script	The actor memorized	The police investigated the house with the permission	the police investigated the house	pp	structure_2
