demonstration	demon_label	test_sentence	response	attachment	structure
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had the big nose made a lot of sense	adjunct	structure_1
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The house of the painter looked odd	The house of looked odd	The inventor of the machine that had the goatee was amazing	the inventor of had the goatee was amazing	adjunct	structure_2
The detective solved the mystery	The detective solved	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The manager of the factory was efficient	The manager of was efficient	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The student read the book	The student read	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The mechanic fixed the engine	The mechanic fixed	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The jeweler polished the diamond	The jeweler polished	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate	pp	structure_2
The forest of the animals pleased us	The forest of pleased us	The chef of the restaurant that had the blue tiles pleased us	the chef of pleased us	adjunct	structure_1
The director of the orchestra played well	The director of played well	The painter of the house that had the small windows looked odd	the painter of looked odd	adjunct	structure_1
The tailor altered the coat	The tailor altered	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The park of the city delighted the children	The park of delighted the children	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of the drugs hurt everyone	adjunct	structure_1
The architect designed the building	The architect designed	Dan entered the room with a key	dan entered	pp	structure_2
The fisherman caught the trout	The fisherman caught	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The song of the player is really popular	The song of is really popular	The driver of the car that had the moustache was pretty cool	the driver of that had the was pretty cool	adjunct	structure_2
The dancer performed the routine	The dancer performed	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The collection of the store fascinated the students	The collection of fascinated the students	The gold of the miner that had the impurities was worthless	the gold of the miner was worthless	adjunct	structure_2
The bird sang a melody	The bird sang	Jasmine sang the song with the lovely students	jasmine sang	pp	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The song of the singer that had long eyelashes was very smart	fail to follow	adjunct	structure_1
The pilot flew the airplane	The pilot flew	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The chef seasoned the soup	The chef seasoned	Bill cut the paper with a very sharp knife	bill cut	pp	structure_2
The teacher explained the concept	The teacher explained	The guy caught the rat with a trap	the guy caught the rat	pp	structure_2
The attorney of the company bothered me	The attorney of bothered me	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
