demonstration	demon_label	test_sentence	response	attachment	structure
The fisherman caught the trout	The fisherman caught	The basketball player won the game with his team	the basketball player won	pp	structure_2
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of drugs hurt everyone	adjunct	structure_1
The collection of the store fascinated the students	The collection of fascinated the students	The driver of the car that had the moustache was pretty cool	the driver of the car was pretty cool	adjunct	structure_2
The jeweler polished the diamond	The jeweler polished	Bill cut the paper with a very sharp knife	bill cut	pp	structure_2
The hiker climbed the mountain	The hiker climbed	The police investigated the house with the permission	the police investigated the house	pp	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The editor of the thesis that had the big nose made a lot of sense	the editor of that made a lot of sense	adjunct	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The letter of the writer that had blonde hair arrived this morning	the letter of the writer arrived this morning	adjunct	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
The manager of the factory was efficient	The manager of was efficient	The valley of the flowers that had the old castle excited the tourists	the valley of that had excited the tourists	adjunct	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The painter of the house that had the small windows looked odd	the painter of the house looked odd	adjunct	structure_1
The mansion of the celebrity excited the fans	The mansion of excited the fans	The inventor of the machine that had the goatee was amazing	the inventor of amazing	adjunct	structure_2
The gamer played the game	The gamer played	The guy caught the rat with a trap	the guy caught the rat	pp	structure_2
The attorney of the company bothered me	The attorney of bothered me	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The singer of the song that had long eyelashes was very smart	the singer of long eyelashes was very smart	adjunct	structure_2
The carpenter built the house	The carpenter built	The comedian saw the crowd with fresh flowers	the comedian saw	pp	structure_1
The chef seasoned the soup	The chef seasoned	Bruce leads the rock band with his voice	bruce leads	pp	structure_2
The musician tuned the guitar	The musician tuned	Mom ate the chocolate with chopped nuts	mom ate	pp	structure_1
The driver steered the car	The driver steered	Dan entered the room with a window	dan entered the room	pp	structure_1
The photographer adjusted the lens	The photographer adjusted	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The song of the player is really popular	The song of is really popular	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The gardener watered the plants	The gardener watered	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The student solved the equation	The student solved	Jasmine sang the song with romantic lyrics	jasmine sang	pp	structure_1
The singer composed a song	The singer composed	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
