demonstration	demon_label	test_sentence	response	attachment	structure
The chef cooked the meal	The chef cooked	Bruce leads the rock band with his voice	bruce leads the rock band	pp	structure_2
The manager of the factory was efficient	The manager of was efficient	The chef of the restaurant that had the blue tiles pleased us	the chef of that had the blue tiles pleased us	adjunct	structure_1
The jeweler polished the diamond	The jeweler polished	the cook ate the meal with some cauliflowers	the cook ate	pp	structure_1
The gardener watered the plants	The gardener watered	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The miner of the gold that had the impurities was worthless	fail to follow	adjunct	structure_1
The journalist reported the news	The journalist reported	Van Gogh sold the paintings with a broken heart	van gogh sold the paintings	pp	structure_2
The mechanic fixed the engine	The mechanic fixed	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The artist of the mural completed his work	The artist of completed his work	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The pilot flew the airplane	The pilot flew	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The student solved the equation	The student solved	Dan entered the room with a window	dan entered the room	pp	structure_1
The architect designed the building	The architect designed	The doctor saved the boy using a pacemaker	the doctor saved	pp	structure_2
The student read the book	The student read	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The carpenter built the house	The carpenter built	The guy caught the rat with a trap	the guy caught	pp	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The editor of the thesis that had the big nose made a lot of sense	the editor of that made a lot of sense	adjunct	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The attorney of the company bothered me	The attorney of bothered me	The house of the painter that had the small windows looked odd	the house of that had the small windows looked odd	adjunct	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The valley of the flowers that had the old castle excited the tourists	the valley of the flowers excited the tourists	adjunct	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The car of the driver that had the moustache was pretty cool	fail to follow	adjunct	structure_1
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of that had a nasty effect hurt everyone	adjunct	structure_1
The song of the player is really popular	The song of is really popular	The machine of the inventor that had the goatee was amazing	the machine of that was amazing	adjunct	structure_1
The hiker climbed the mountain	The hiker climbed	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The gamer played the game	The gamer played	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate the cake	pp	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The song of the singer that had long eyelashes was very smart	the song of was very smart	adjunct	structure_1
