demonstration	demon_label	test_sentence	response	attachment	structure
The mansion of the celebrity excited the fans	The mansion of excited the fans	The singer of the song that had long eyelashes was very smart	the singer of the song was very smart	adjunct	structure_2
The manager of the factory was efficient	The manager of was efficient	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
The designer of the dress took a bow	The designer of took a bow	The car of the driver that had the moustache was pretty cool	the car of that had the moustache was pretty cool	adjunct	structure_1
The song of the player is really popular	The song of is really popular	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had made a lot of sense	adjunct	structure_1
The architect designed the building	The architect designed	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The journalist reported the news	The journalist reported	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The mechanic fixed the engine	The mechanic fixed	Mom melted the chocolate with an iron pot	mom melted	pp	structure_2
The fisherman caught the trout	The fisherman caught	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate	pp	structure_1
The park of the city delighted the children	The park of delighted the children	The painter of the house that had the small windows looked odd	fail to follow	adjunct	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The letter of the writer that had blonde hair arrived this morning	fail to follow	adjunct	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The chef seasoned the soup	The chef seasoned	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The house of the painter looked odd	The house of looked odd	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The hiker climbed the mountain	The hiker climbed	The police investigated the house with the permission	the police investigated the house	pp	structure_2
The tailor altered the coat	The tailor altered	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The singer composed a song	The singer composed	The guy caught the rat with a scar	the guy caught the rat	pp	structure_1
The librarian sorted the books	The librarian sorted	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The gold of the miner that had the impurities was worthless	the gold of that had the impurities was worthless	adjunct	structure_2
The lawyer argued the case	The lawyer argued	Dan entered the room with a key	dan entered the room	pp	structure_2
The plains of the tribe looked strange	The plains of looked strange	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The bird sang a melody	The bird sang	Michelle watched the movie with her boyfriend	michelle watched the movie	pp	structure_2
The dancer performed the routine	The dancer performed	the cook ate the meal with some cauliflowers	the cook ate the meal	pp	structure_1
